fpr,tpr_mean,tpr_ci95,model,n_runs,n_features_run,test_size,cv_folds,param_scoring,mean_auc
0.0,0.0,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.002004008016032064,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.004008016032064128,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.0060120240480961915,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.008016032064128256,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.01002004008016032,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.012024048096192383,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.014028056112224447,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.01603206412825651,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.018036072144288574,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.02004008016032064,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.022044088176352703,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.024048096192384766,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.026052104208416832,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.028056112224448895,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.03006012024048096,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.03206412825651302,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.03406813627254509,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.03607214428857715,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.038076152304609215,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.04008016032064128,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.04208416833667334,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.044088176352705406,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.04609218436873747,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.04809619238476953,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.0501002004008016,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.052104208416833664,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.05410821643286573,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.05611222444889779,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.058116232464929855,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.06012024048096192,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.06212424849699398,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.06412825651302605,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.06613226452905811,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.06813627254509018,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.07014028056112225,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.0721442885771543,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.07414829659318636,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.07615230460921843,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.0781563126252505,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.08016032064128256,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.08216432865731463,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.08416833667334668,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.08617234468937875,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.08817635270541081,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.09018036072144288,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.09218436873747494,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.09418837675350701,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.09619238476953906,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.09819639278557113,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1002004008016032,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.10220440881763526,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.10420841683366733,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1062124248496994,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.10821643286573146,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.11022044088176351,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.11222444889779558,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.11422845691382764,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.11623246492985971,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.11823647294589178,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.12024048096192384,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1222444889779559,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.12424849699398796,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.12625250501002003,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1282565130260521,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.13026052104208416,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.13226452905811623,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1342685370741483,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.13627254509018036,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.13827655310621242,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1402805611222445,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.14228456913827653,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1442885771543086,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.14629258517034066,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.14829659318637273,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1503006012024048,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.15230460921843686,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.15430861723446893,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.156312625250501,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.15831663326653306,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.16032064128256512,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1623246492985972,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.16432865731462926,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.16633266533066132,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.16833667334669336,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.17034068136272543,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1723446893787575,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.17434869739478956,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.17635270541082163,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1783567134268537,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.18036072144288576,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.18236472945891782,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1843687374749499,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.18637274549098196,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.18837675350701402,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1903807615230461,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.19238476953907813,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.1943887775551102,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.19639278557114226,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.19839679358717432,0.16957142857142798,0.011813315808865932,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2004008016032064,0.34328600057257336,0.014938994302356614,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.20240480961923846,0.3432874320068705,0.01493913123415723,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.20440881763527052,0.34328886344116766,0.01493926869107286,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2064128256513026,0.34329029487546486,0.014939406673088873,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.20841683366733466,0.343291726309762,0.01493954518019061,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.21042084168336672,0.34329315774405916,0.014939684212363703,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2124248496993988,0.3432945891783563,0.014939823769593331,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.21442885771543085,0.3432960206126535,0.014939963851864907,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.21643286573146292,0.34329745204695067,0.014940104459163502,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.21843687374749496,0.3432988834812479,0.014940245591474463,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.22044088176352702,0.343300314915545,0.014940387248782985,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2224448897795591,0.3433017463498422,0.014940529431073738,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.22444889779559116,0.3433031777841393,0.014940672138332223,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.22645290581162322,0.3433046092184365,0.014940815370543033,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2284569138276553,0.3433060406527337,0.014940959127691058,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.23046092184368736,0.34330747208703083,0.014941103409761453,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.23246492985971942,0.343308903521328,0.014941248216738869,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2344689378757515,0.34331033495562513,0.014941393548607967,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.23647294589178355,0.34331176638992233,0.014941539405353409,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.23847695390781562,0.34331319782421954,0.01494168578695991,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.24048096192384769,0.3433146292585167,0.014941832693412203,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.24248496993987975,0.34331606069281384,0.014941980124694549,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2444889779559118,0.343317492127111,0.01494212808079132,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.24649298597194386,0.34331892356140814,0.014942276561687411,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.24849699398797592,0.3433203549957053,0.014942425567366534,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.250501002004008,0.3433217864300025,0.014942575097813618,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.25250501002004005,0.34332321786429965,0.014942725153012404,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2545090180360721,0.3433246492985968,0.01494287573294757,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2565130260521042,0.343326080732894,0.014943026837602678,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.25851703406813625,0.34332751216719115,0.014943178466962212,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2605210420841683,0.34332894360148836,0.014943330621010177,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2625250501002004,0.3433303750357855,0.01494348329973038,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.26452905811623245,0.34333180647008266,0.014943636503106816,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2665330661322645,0.3433332379043798,0.01494379023112359,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2685370741482966,0.34333466933867696,0.014943944483764123,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.27054108216432865,0.34333610077297416,0.014944099261012214,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2725450901803607,0.3433375322072713,0.014944254562851821,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2745490981963928,0.34333896364156846,0.014944410389266433,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.27655310621242485,0.34334039507586567,0.014944566740239579,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2785571142284569,0.3433418265101628,0.014944723615754893,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.280561122244489,0.34334325794445997,0.014944881015795866,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.282565130260521,0.3433446893787572,0.014945038940345844,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.28456913827655306,0.3433461208130543,0.014945197389388291,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2865731462925851,0.3433475522473515,0.014945356362906538,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2885771543086172,0.3433489836816486,0.014945515860883751,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.29058116232464926,0.3433504151159458,0.014945675883303223,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2925851703406813,0.343351846550243,0.014945836430147968,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2945891783567134,0.34335327798454013,0.014945997501401236,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.29659318637274545,0.34335470941883733,0.014946159097045964,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.2985971943887775,0.3433561408531345,0.014946321217065354,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3006012024048096,0.34335757228743163,0.014946483861442017,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.30260521042084165,0.3433590037217288,0.014946647030159096,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3046092184368737,0.343360435156026,0.01494681072319931,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3066132264529058,0.34336186659032314,0.014946974940545407,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.30861723446893785,0.3433632980246203,0.014947139682180411,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3106212424849699,0.34336472945891744,0.014947304948086427,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.312625250501002,0.3433661608932146,0.014947470738246467,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.31462925851703405,0.3433675923275118,0.01494763705264298,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3166332665330661,0.343369023761809,0.014947803891258564,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3186372745490982,0.34337045519610615,0.014947971254075524,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.32064128256513025,0.3433718866304033,0.014948139141076202,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3226452905811623,0.34337331806470045,0.014948307552243075,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3246492985971944,0.34337474949899766,0.014948476487558579,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.32665330661322645,0.3433761809332948,0.014948645947004558,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3286573146292585,0.34337761236759196,0.014948815930563351,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3306613226452906,0.3433790438018891,0.014948986438217345,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.33266533066132264,0.34338047523618626,0.014949157469948054,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.33466933867735466,0.3433819066704834,0.014949329025738119,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3366733466933867,0.3433833381047806,0.014949501105568948,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3386773547094188,0.3433847695390778,0.014949673709422961,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.34068136272545085,0.34338620097337497,0.01494984683728153,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3426853707414829,0.3433876324076721,0.014950020489126603,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.344689378757515,0.34338906384196927,0.014950194664940205,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.34669338677354705,0.34339049527626647,0.014950369364703595,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3486973947895791,0.3433919267105636,0.01495054458839867,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3507014028056112,0.34339335814486077,0.014950720336007044,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.35270541082164325,0.3433947895791579,0.014950896607509983,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3547094188376753,0.34339622101345507,0.014951073402889163,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3567134268537074,0.3433976524477523,0.01495125072212598,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.35871743486973945,0.3433990838820495,0.014951428565201728,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3607214428857715,0.34340051531634663,0.01495160693209777,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3627254509018036,0.3434019467506438,0.014951785822795343,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.36472945891783565,0.34340337818494093,0.014951965237275718,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3667334669338677,0.3434048096192381,0.014952145175519741,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3687374749498998,0.3434062410535353,0.014952325637508857,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.37074148296593185,0.34340767248783244,0.014952506623224114,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
0.3727454909819639,0.3434091039221296,0.014952688132646153,svc_random100_cv,1000,10,0.3,5,accuracy,0.5050857142857142
