fpr,tpr_mean,tpr_ci95,model,run_num,dropping,mean_auc
0.0,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.002004008016032064,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.004008016032064128,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.0060120240480961915,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.008016032064128256,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.01002004008016032,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.012024048096192383,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.014028056112224447,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.01603206412825651,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.018036072144288574,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.02004008016032064,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.022044088176352703,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.024048096192384766,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.026052104208416832,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.028056112224448895,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.03006012024048096,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.03206412825651302,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.03406813627254509,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.03607214428857715,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.038076152304609215,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.04008016032064128,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.04208416833667334,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.044088176352705406,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.04609218436873747,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.04809619238476953,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.0501002004008016,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.052104208416833664,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.05410821643286573,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.05611222444889779,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.058116232464929855,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.06012024048096192,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.06212424849699398,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
0.06412825651302605,0.4998571428571433,0.014027969261443372,svc,1000,drop_all_4,0.753
