fpr,tpr_mean,tpr_ci95,model,run_num,dropping,mean_auc
0.0,0.8511428571428566,0.011102400749387554,svc,1000,drop_all_4,0.9637142857142857
0.002004008016032064,0.851145720011451,0.011102407400531391,svc,1000,drop_all_4,0.9637142857142857
0.004008016032064128,0.8511485828800452,0.011102415466807045,svc,1000,drop_all_4,0.9637142857142857
0.0060120240480961915,0.8511514457486397,0.011102424948211176,svc,1000,drop_all_4,0.9637142857142857
0.008016032064128256,0.851154308617234,0.011102435844740154,svc,1000,drop_all_4,0.9637142857142857
0.01002004008016032,0.8511571714858283,0.01110244815639012,svc,1000,drop_all_4,0.9637142857142857
0.012024048096192383,0.8511600343544227,0.011102461883156183,svc,1000,drop_all_4,0.9637142857142857
0.014028056112224447,0.851162897223017,0.011102477025032887,svc,1000,drop_all_4,0.9637142857142857
0.01603206412825651,0.8511657600916114,0.011102493582014728,svc,1000,drop_all_4,0.9637142857142857
0.018036072144288574,0.8511686229602057,0.011102511554095232,svc,1000,drop_all_4,0.9637142857142857
0.02004008016032064,0.8511714858288,0.011102530941267594,svc,1000,drop_all_4,0.9637142857142857
0.022044088176352703,0.8511743486973943,0.011102551743524234,svc,1000,drop_all_4,0.9637142857142857
0.024048096192384766,0.8511772115659886,0.011102573960857504,svc,1000,drop_all_4,0.9637142857142857
0.026052104208416832,0.851180074434583,0.011102597593258766,svc,1000,drop_all_4,0.9637142857142857
0.028056112224448895,0.8511829373031773,0.011102622640718969,svc,1000,drop_all_4,0.9637142857142857
0.03006012024048096,0.8511858001717716,0.011102649103228399,svc,1000,drop_all_4,0.9637142857142857
0.03206412825651302,0.8511886630403659,0.011102676980777196,svc,1000,drop_all_4,0.9637142857142857
0.03406813627254509,0.8511915259089603,0.011102706273354532,svc,1000,drop_all_4,0.9637142857142857
0.03607214428857715,0.8511943887775546,0.01110273698094914,svc,1000,drop_all_4,0.9637142857142857
0.038076152304609215,0.851197251646149,0.011102769103549516,svc,1000,drop_all_4,0.9637142857142857
0.04008016032064128,0.8512001145147433,0.011102802641143225,svc,1000,drop_all_4,0.9637142857142857
0.04208416833667334,0.8512029773833376,0.011102837593717356,svc,1000,drop_all_4,0.9637142857142857
0.044088176352705406,0.8512058402519319,0.011102873961258895,svc,1000,drop_all_4,0.9637142857142857
0.04609218436873747,0.8512087031205262,0.011102911743753477,svc,1000,drop_all_4,0.9637142857142857
0.04809619238476953,0.8512115659891206,0.011102950941187016,svc,1000,drop_all_4,0.9637142857142857
0.0501002004008016,0.8512144288577149,0.01110299155354429,svc,1000,drop_all_4,0.9637142857142857
0.052104208416833664,0.8512172917263093,0.011103033580809869,svc,1000,drop_all_4,0.9637142857142857
0.05410821643286573,0.8512201545949036,0.011103077022967794,svc,1000,drop_all_4,0.9637142857142857
