,Accuracy,Specificity,Sensitivity
0,0.8333333333333334,0.6,1.0
1,1.0,1.0,1.0
2,0.8333333333333334,0.6,1.0
3,0.75,0.4,1.0
4,0.8333333333333334,0.6,1.0
5,0.9166666666666666,0.8,1.0
6,0.9166666666666666,0.8,1.0
7,0.8333333333333334,0.8,0.8571428571428571
8,0.9166666666666666,1.0,0.8571428571428571
9,1.0,1.0,1.0
10,1.0,1.0,1.0
11,0.9166666666666666,0.8,1.0
12,0.8333333333333334,0.8,0.8571428571428571
13,0.9166666666666666,1.0,0.8571428571428571
14,0.9166666666666666,0.8,1.0
15,1.0,1.0,1.0
16,0.9166666666666666,0.8,1.0
17,0.8333333333333334,0.6,1.0
18,0.9166666666666666,0.8,1.0
19,0.9166666666666666,0.8,1.0
20,0.9166666666666666,0.8,1.0
21,0.9166666666666666,0.8,1.0
22,1.0,1.0,1.0
23,0.75,0.6,0.8571428571428571
24,0.9166666666666666,0.8,1.0
25,0.8333333333333334,0.8,0.8571428571428571
26,0.9166666666666666,1.0,0.8571428571428571
27,0.8333333333333334,0.6,1.0
28,0.8333333333333334,0.8,0.8571428571428571
29,1.0,1.0,1.0
30,0.8333333333333334,0.8,0.8571428571428571
31,1.0,1.0,1.0
32,0.9166666666666666,1.0,0.8571428571428571
33,0.9166666666666666,0.8,1.0
34,0.9166666666666666,0.8,1.0
35,0.8333333333333334,0.6,1.0
36,1.0,1.0,1.0
37,0.8333333333333334,0.6,1.0
38,0.9166666666666666,0.8,1.0
39,0.9166666666666666,0.8,1.0
40,0.8333333333333334,0.8,0.8571428571428571
41,0.75,0.6,0.8571428571428571
42,0.9166666666666666,1.0,0.8571428571428571
43,0.75,0.4,1.0
44,1.0,1.0,1.0
45,0.8333333333333334,0.8,0.8571428571428571
46,0.8333333333333334,0.8,0.8571428571428571
47,1.0,1.0,1.0
48,0.9166666666666666,0.8,1.0
49,0.9166666666666666,1.0,0.8571428571428571
50,1.0,1.0,1.0
51,0.8333333333333334,0.6,1.0
52,0.9166666666666666,0.8,1.0
53,0.75,0.6,0.8571428571428571
54,0.8333333333333334,0.6,1.0
55,0.8333333333333334,0.6,1.0
56,1.0,1.0,1.0
57,0.9166666666666666,0.8,1.0
58,0.9166666666666666,1.0,0.8571428571428571
59,0.8333333333333334,0.6,1.0
60,0.75,0.4,1.0
61,0.8333333333333334,0.8,0.8571428571428571
62,0.9166666666666666,0.8,1.0
63,0.9166666666666666,0.8,1.0
64,0.8333333333333334,0.6,1.0
65,0.8333333333333334,0.6,1.0
66,0.9166666666666666,0.8,1.0
67,0.9166666666666666,0.8,1.0
68,0.9166666666666666,0.8,1.0
69,1.0,1.0,1.0
70,0.9166666666666666,0.8,1.0
71,0.9166666666666666,0.8,1.0
72,1.0,1.0,1.0
73,0.9166666666666666,1.0,0.8571428571428571
74,1.0,1.0,1.0
75,0.8333333333333334,0.8,0.8571428571428571
76,0.8333333333333334,0.6,1.0
77,0.8333333333333334,0.6,1.0
78,0.9166666666666666,0.8,1.0
79,0.8333333333333334,0.6,1.0
80,0.75,0.8,0.7142857142857143
81,0.8333333333333334,0.6,1.0
82,0.8333333333333334,0.8,0.8571428571428571
83,0.8333333333333334,0.8,0.8571428571428571
84,0.9166666666666666,0.8,1.0
85,0.8333333333333334,0.8,0.8571428571428571
86,0.9166666666666666,1.0,0.8571428571428571
87,0.8333333333333334,0.8,0.8571428571428571
88,0.9166666666666666,0.8,1.0
89,0.8333333333333334,1.0,0.7142857142857143
90,0.8333333333333334,0.6,1.0
91,0.75,0.8,0.7142857142857143
92,0.8333333333333334,0.8,0.8571428571428571
93,1.0,1.0,1.0
94,0.9166666666666666,0.8,1.0
95,0.9166666666666666,1.0,0.8571428571428571
96,0.9166666666666666,0.8,1.0
97,0.9166666666666666,0.8,1.0
98,0.8333333333333334,0.8,0.8571428571428571
99,0.8333333333333334,0.8,0.8571428571428571
100,0.9166666666666666,1.0,0.8571428571428571
101,0.9166666666666666,0.8,1.0
102,0.9166666666666666,0.8,1.0
103,0.9166666666666666,0.8,1.0
104,0.8333333333333334,0.6,1.0
105,0.75,0.6,0.8571428571428571
106,0.9166666666666666,0.8,1.0
107,0.9166666666666666,1.0,0.8571428571428571
108,0.9166666666666666,0.8,1.0
109,0.8333333333333334,0.6,1.0
110,0.9166666666666666,0.8,1.0
111,1.0,1.0,1.0
112,0.9166666666666666,0.8,1.0
113,0.9166666666666666,0.8,1.0
114,1.0,1.0,1.0
115,0.9166666666666666,0.8,1.0
116,0.9166666666666666,0.8,1.0
117,0.8333333333333334,0.8,0.8571428571428571
118,0.9166666666666666,0.8,1.0
119,0.9166666666666666,0.8,1.0
120,1.0,1.0,1.0
121,0.9166666666666666,0.8,1.0
122,0.9166666666666666,0.8,1.0
123,0.8333333333333334,0.6,1.0
124,0.9166666666666666,0.8,1.0
125,0.8333333333333334,0.6,1.0
126,0.9166666666666666,0.8,1.0
127,0.8333333333333334,0.6,1.0
128,0.8333333333333334,0.6,1.0
129,1.0,1.0,1.0
130,0.8333333333333334,0.6,1.0
131,0.9166666666666666,0.8,1.0
132,0.8333333333333334,0.8,0.8571428571428571
133,0.8333333333333334,0.6,1.0
134,0.8333333333333334,0.6,1.0
135,0.8333333333333334,0.8,0.8571428571428571
136,0.8333333333333334,0.6,1.0
137,0.9166666666666666,0.8,1.0
138,0.9166666666666666,0.8,1.0
139,0.9166666666666666,0.8,1.0
140,0.9166666666666666,0.8,1.0
141,0.8333333333333334,0.6,1.0
142,0.8333333333333334,0.6,1.0
143,1.0,1.0,1.0
144,0.9166666666666666,0.8,1.0
145,0.9166666666666666,0.8,1.0
146,0.75,0.8,0.7142857142857143
147,0.9166666666666666,1.0,0.8571428571428571
148,0.8333333333333334,1.0,0.7142857142857143
149,0.9166666666666666,1.0,0.8571428571428571
150,0.8333333333333334,0.6,1.0
151,0.9166666666666666,1.0,0.8571428571428571
152,0.9166666666666666,0.8,1.0
153,0.9166666666666666,0.8,1.0
154,1.0,1.0,1.0
155,1.0,1.0,1.0
156,0.8333333333333334,0.6,1.0
157,0.9166666666666666,0.8,1.0
158,0.8333333333333334,0.8,0.8571428571428571
159,0.9166666666666666,0.8,1.0
160,0.8333333333333334,0.8,0.8571428571428571
161,0.9166666666666666,1.0,0.8571428571428571
162,0.9166666666666666,1.0,0.8571428571428571
163,0.9166666666666666,0.8,1.0
164,1.0,1.0,1.0
165,0.8333333333333334,0.8,0.8571428571428571
166,0.8333333333333334,0.6,1.0
167,1.0,1.0,1.0
168,1.0,1.0,1.0
169,0.9166666666666666,0.8,1.0
170,0.75,0.6,0.8571428571428571
171,0.9166666666666666,0.8,1.0
172,1.0,1.0,1.0
173,0.8333333333333334,0.6,1.0
174,0.75,0.6,0.8571428571428571
175,0.9166666666666666,0.8,1.0
176,0.9166666666666666,1.0,0.8571428571428571
177,0.8333333333333334,0.6,1.0
178,0.9166666666666666,0.8,1.0
179,0.8333333333333334,0.6,1.0
180,0.9166666666666666,0.8,1.0
181,0.9166666666666666,0.8,1.0
182,0.9166666666666666,0.8,1.0
183,0.9166666666666666,0.8,1.0
184,0.9166666666666666,1.0,0.8571428571428571
185,0.8333333333333334,0.8,0.8571428571428571
186,1.0,1.0,1.0
187,0.9166666666666666,1.0,0.8571428571428571
188,0.9166666666666666,0.8,1.0
189,0.9166666666666666,0.8,1.0
190,1.0,1.0,1.0
191,0.8333333333333334,0.6,1.0
192,0.9166666666666666,0.8,1.0
193,0.9166666666666666,1.0,0.8571428571428571
194,1.0,1.0,1.0
195,0.8333333333333334,0.6,1.0
196,0.9166666666666666,1.0,0.8571428571428571
197,0.9166666666666666,0.8,1.0
198,0.9166666666666666,0.8,1.0
199,0.8333333333333334,0.8,0.8571428571428571
200,0.9166666666666666,0.8,1.0
201,1.0,1.0,1.0
202,0.9166666666666666,1.0,0.8571428571428571
203,0.9166666666666666,0.8,1.0
204,0.8333333333333334,0.6,1.0
205,0.8333333333333334,0.6,1.0
206,0.9166666666666666,1.0,0.8571428571428571
207,0.9166666666666666,0.8,1.0
208,0.9166666666666666,1.0,0.8571428571428571
209,1.0,1.0,1.0
210,0.8333333333333334,0.6,1.0
211,0.9166666666666666,0.8,1.0
212,0.9166666666666666,0.8,1.0
213,1.0,1.0,1.0
214,1.0,1.0,1.0
215,0.9166666666666666,0.8,1.0
216,0.8333333333333334,0.8,0.8571428571428571
217,0.8333333333333334,0.8,0.8571428571428571
218,0.9166666666666666,0.8,1.0
219,1.0,1.0,1.0
220,0.8333333333333334,0.6,1.0
221,0.8333333333333334,0.8,0.8571428571428571
222,1.0,1.0,1.0
223,0.75,0.6,0.8571428571428571
224,0.8333333333333334,0.8,0.8571428571428571
225,0.9166666666666666,0.8,1.0
226,1.0,1.0,1.0
227,0.9166666666666666,0.8,1.0
228,0.8333333333333334,0.6,1.0
229,1.0,1.0,1.0
230,0.9166666666666666,0.8,1.0
231,0.8333333333333334,0.6,1.0
232,0.9166666666666666,0.8,1.0
233,0.9166666666666666,0.8,1.0
234,0.8333333333333334,0.6,1.0
235,0.9166666666666666,0.8,1.0
236,0.9166666666666666,0.8,1.0
237,0.9166666666666666,0.8,1.0
238,0.9166666666666666,0.8,1.0
239,0.9166666666666666,0.8,1.0
240,1.0,1.0,1.0
241,0.9166666666666666,0.8,1.0
242,0.8333333333333334,0.6,1.0
243,0.9166666666666666,0.8,1.0
244,0.9166666666666666,0.8,1.0
245,0.9166666666666666,0.8,1.0
246,0.9166666666666666,1.0,0.8571428571428571
247,0.9166666666666666,1.0,0.8571428571428571
248,0.9166666666666666,0.8,1.0
249,1.0,1.0,1.0
250,0.8333333333333334,0.8,0.8571428571428571
251,1.0,1.0,1.0
252,0.8333333333333334,0.8,0.8571428571428571
253,0.9166666666666666,0.8,1.0
254,0.9166666666666666,0.8,1.0
255,0.8333333333333334,0.6,1.0
256,0.9166666666666666,0.8,1.0
257,0.9166666666666666,0.8,1.0
258,0.9166666666666666,0.8,1.0
259,1.0,1.0,1.0
260,0.9166666666666666,1.0,0.8571428571428571
261,0.9166666666666666,0.8,1.0
262,0.8333333333333334,0.8,0.8571428571428571
263,0.9166666666666666,0.8,1.0
264,0.8333333333333334,0.6,1.0
265,0.9166666666666666,0.8,1.0
266,0.8333333333333334,0.6,1.0
267,0.8333333333333334,0.6,1.0
268,0.9166666666666666,0.8,1.0
269,0.8333333333333334,1.0,0.7142857142857143
270,0.9166666666666666,1.0,0.8571428571428571
271,0.8333333333333334,0.6,1.0
272,0.9166666666666666,0.8,1.0
273,0.8333333333333334,0.6,1.0
274,0.9166666666666666,0.8,1.0
275,0.9166666666666666,0.8,1.0
276,0.8333333333333334,0.8,0.8571428571428571
277,0.9166666666666666,0.8,1.0
278,0.9166666666666666,1.0,0.8571428571428571
279,0.8333333333333334,0.6,1.0
280,0.8333333333333334,0.8,0.8571428571428571
281,0.9166666666666666,0.8,1.0
282,0.8333333333333334,0.6,1.0
283,0.8333333333333334,0.8,0.8571428571428571
284,0.75,0.8,0.7142857142857143
285,0.8333333333333334,0.6,1.0
286,0.9166666666666666,0.8,1.0
287,0.9166666666666666,0.8,1.0
288,0.8333333333333334,0.6,1.0
289,0.9166666666666666,0.8,1.0
290,0.8333333333333334,1.0,0.7142857142857143
291,0.9166666666666666,0.8,1.0
292,0.9166666666666666,0.8,1.0
293,0.9166666666666666,0.8,1.0
294,1.0,1.0,1.0
295,0.9166666666666666,0.8,1.0
296,0.9166666666666666,0.8,1.0
297,0.9166666666666666,0.8,1.0
298,0.8333333333333334,0.6,1.0
299,0.8333333333333334,1.0,0.7142857142857143
300,1.0,1.0,1.0
301,0.9166666666666666,1.0,0.8571428571428571
302,0.9166666666666666,1.0,0.8571428571428571
303,0.9166666666666666,1.0,0.8571428571428571
304,0.9166666666666666,1.0,0.8571428571428571
305,0.9166666666666666,1.0,0.8571428571428571
306,0.8333333333333334,0.8,0.8571428571428571
307,0.8333333333333334,0.6,1.0
308,0.8333333333333334,0.8,0.8571428571428571
309,0.8333333333333334,0.8,0.8571428571428571
310,0.9166666666666666,0.8,1.0
311,0.9166666666666666,0.8,1.0
312,1.0,1.0,1.0
313,0.8333333333333334,1.0,0.7142857142857143
314,0.9166666666666666,1.0,0.8571428571428571
315,0.8333333333333334,1.0,0.7142857142857143
316,0.8333333333333334,0.6,1.0
317,1.0,1.0,1.0
318,0.9166666666666666,0.8,1.0
319,0.9166666666666666,0.8,1.0
320,0.8333333333333334,0.6,1.0
321,0.8333333333333334,0.6,1.0
322,0.8333333333333334,0.6,1.0
323,1.0,1.0,1.0
324,0.9166666666666666,0.8,1.0
325,0.8333333333333334,0.8,0.8571428571428571
326,0.9166666666666666,0.8,1.0
327,0.9166666666666666,1.0,0.8571428571428571
328,0.9166666666666666,1.0,0.8571428571428571
329,0.8333333333333334,1.0,0.7142857142857143
330,0.8333333333333334,0.8,0.8571428571428571
331,1.0,1.0,1.0
332,0.9166666666666666,0.8,1.0
333,0.8333333333333334,0.8,0.8571428571428571
334,0.8333333333333334,0.6,1.0
335,0.75,0.6,0.8571428571428571
336,1.0,1.0,1.0
337,0.8333333333333334,0.8,0.8571428571428571
338,1.0,1.0,1.0
339,0.9166666666666666,0.8,1.0
340,0.9166666666666666,0.8,1.0
