,CD8-Naive_H-1,CD8-Naive_H-10,CD8-Naive_H-11,CD8-Naive_H-13,CD8-Naive_H-16,CD8-Naive_H-18,CD8-Naive_H-23,CD8-Naive_H-25,CD8-Naive_H-26,CD8-Naive_H-27,CD8-Naive_H-33,CD8-Naive_H-36,CD8-Naive_H-37,CD8-Naive_H-4,CD8-Naive_H-40,CD8-Naive_H-43,CD8-Naive_H-45,CD8-Naive_H-49,CD8-Naive_H-55,CD8-Naive_H-56,CD8-Naive_H-57,CD8-Naive_H-59,CD8-Naive_H-61,CD8-Naive_H-62,CD8-Naive_H-63,CD8-Naive_H-64,CD8-Naive_H-65,CD8-Naive_H-66,CD8-Naive_H-68,CD8-Naive_H-69,CD8-Naive_H-7,CD8-Naive_T1D-1,CD8-Naive_T1D-102,CD8-Naive_T1D-104,CD8-Naive_T1D-106,CD8-Naive_T1D-118,CD8-Naive_T1D-12,CD8-Naive_T1D-121,CD8-Naive_T1D-124,CD8-Naive_T1D-127,CD8-Naive_T1D-129,CD8-Naive_T1D-132,CD8-Naive_T1D-135,CD8-Naive_T1D-137,CD8-Naive_T1D-139,CD8-Naive_T1D-14,CD8-Naive_T1D-140,CD8-Naive_T1D-141,CD8-Naive_T1D-15,CD8-Naive_T1D-153,CD8-Naive_T1D-156,CD8-Naive_T1D-158,CD8-Naive_T1D-170,CD8-Naive_T1D-174,CD8-Naive_T1D-2,CD8-Naive_T1D-21,CD8-Naive_T1D-25,CD8-Naive_T1D-28,CD8-Naive_T1D-29,CD8-Naive_T1D-37,CD8-Naive_T1D-39,CD8-Naive_T1D-42,CD8-Naive_T1D-44,CD8-Naive_T1D-52,CD8-Naive_T1D-61,CD8-Naive_T1D-73,CD8-Naive_T1D-79,CD8-Naive_T1D-8,CD8-Naive_T1D-82,CD8-Naive_T1D-86,CD8-Naive_T1D-87,CD8-Naive_T1D-88,CD8-Naive_T1D-93,CD8-Naive_T1D-96,CD8-Naive_T1D-97,CD8-Naive_T1D-98
CD52,4.41109639442267,4.36972295509367,3.84178702293878,3.78300296042961,1.8282327815989,4.24238763344863,5.38639843507488,4.09873356057358,5.20930673157084,5.17810110563909,4.91544927104767,4.66082937070932,4.44300182338256,4.46652151827705,4.41448453235881,4.75024295458069,4.25480922422228,4.55015398700202,6.97129511509032,4.8006126142105,3.82742388227497,3.82932316757257,4.25534786848563,3.89053531301427,3.98644135750076,4.59749937406622,4.6386083405973,4.45962113738815,4.39326271073612,4.82134981808436,4.192054970416,7.2431463524748,6.93355247084058,6.82229153791227,6.93641940170639,6.41715311327978,5.6849269910605,5.4573989642232,6.15822524173635,7.30324910925999,5.41457410957618,7.06286050494738,5.38587189879226,6.26832808363307,5.86542264795782,3.66258781386667,5.95143351501958,7.04108520358765,4.08488753204775,7.22401435893478,6.89169494101705,6.83432507141484,6.41749686371961,6.83009620218862,4.63935599881732,5.22217023478172,5.62274224205847,4.92746491750643,5.12988719945203,4.17958548290629,4.36014368451611,4.36118075738786,4.91444693457691,5.32663174680374,4.66870379427353,4.03625585143832,4.65696896448499,4.01858474858785,4.73639121803862,4.90591106475063,6.96170643272396,4.68706420971974,6.76160821894505,6.62567020431805,6.20040729214956,7.0002668433268
ACTG1,6.16039790589345,5.02231099364489,5.89825182709839,5.15741730557585,4.56357196387667,5.82897889500323,5.77177916664568,5.38522215460613,6.07435534570085,5.67330821641942,5.23576338477395,4.75633438549943,5.84912890399541,5.97351692406902,5.93582796139095,4.75024295458069,4.92622661770881,5.43299422085339,5.62140275842812,5.23700238267574,4.31758080081373,4.49456776544218,3.46209028150396,4.36342876897164,3.98644135750076,4.12058449443505,4.47457005355926,4.35126029357622,4.10895110487588,4.61333787109541,5.23337566221219,6.14492508470897,5.09469941929777,6.16384082680425,6.01453752338205,5.74729335645584,5.3817584073738,5.54099843053796,5.755223461799,5.96982914745931,6.32321774068322,6.26373608977055,4.9376443737182,5.63790075757428,5.35110559487982,5.43774164536953,5.90299033659947,6.4932887609624,5.41684198618775,5.71506461132907,6.04476133079395,6.07161531842339,5.83520370431528,6.67102682626433,5.92036538963226,5.63333531188985,5.58978922599049,5.80737540007561,6.24912547008228,5.55298060947668,5.99834211688725,5.3780476833826,4.91444693457691,6.40519484895857,5.6953101384474,5.55855150154002,6.21929199546971,5.70158020371039,5.3497239797977,5.15433209298617,6.04158293339684,5.75491199296522,5.55739746495375,6.03898394653209,6.12573292879747,5.92091110329892
FAM173A,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,3.27022357651307,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,3.18142728957421,3.52260877913826,2.66545903277942,2.82122286496272,2.4329587552735,2.5194329847911,2.68917109941503,2.75267883238656,2.99695558255484,1.8282327815989,1.8282327815989,2.55539165315701,3.17770682261733,2.95260406056617,1.8282327815989,1.8282327815989,2.85851112333939,1.8282327815989,3.75199496802899,3.46455939612243,2.62370359425614,2.63253569572275,3.18707298357918,3.48717081709332,2.75845440638046,2.48030721379548,2.51448271569221,2.32435640356668,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.21629008810003,2.30069134721216,1.8282327815989,2.32958296809834,1.8282327815989,1.8282327815989,1.8282327815989,3.11769577910413,1.8282327815989,3.09478422408927,2.92653995605195,1.8282327815989,2.80878442290384
HSPB1,1.8282327815989,3.80036950787423,3.30510305072745,2.90389040445212,1.8282327815989,3.50384381571551,3.63906203846416,3.30173642499049,3.01014453599188,3.3638439924338,2.99975398954034,3.69192738453139,3.46409137919025,3.33656704632607,1.8282327815989,1.8282327815989,2.77390217993186,2.54220231233941,4.51896862510644,3.13036589447537,3.11021720495954,3.04228935847412,3.46209028150396,3.12431493809183,2.568028746592,2.62179662578493,3.4866538762372,2.76409218710891,3.23060451575409,2.48357524468897,3.41498247344604,4.03682613177575,3.52260877913826,3.8062795112638,3.4890538479188,4.04139900630931,4.02663130149288,3.87887787302207,4.01132029705199,4.05266531382218,3.08463455090597,3.66209161407349,3.75935667541285,4.15765604438576,3.78089611723102,3.40538983034786,1.8282327815989,4.29912302351421,3.16341028231072,4.52318956092546,4.16537990581953,4.17218564056086,3.93927911759765,4.04513827505929,3.81343855211103,4.22120450963665,4.09272188033047,4.01308992519169,3.38058291993034,3.33847547149219,2.90359776594368,3.51429340589168,3.2445788953144,3.54988246843543,3.65950444157734,3.45833980951135,3.41777401021955,3.5446216115903,3.70164323090946,3.44528938711026,4.38013598613976,3.9169092416249,3.48930463389908,3.8965428110257,4.41358675216111,3.88468520169387
DDOST,3.52947032950299,3.02314420921984,1.8282327815989,2.71305526942478,1.8282327815989,2.83065944382155,3.14791403839398,2.70296240463852,3.01014453599188,2.74192113553343,3.12973299447895,2.80734038695034,3.46409137919025,3.21474196822995,1.8282327815989,1.8282327815989,3.14364288907522,2.54220231233941,3.42553697429655,2.93884511590319,2.36587413033925,3.2953646265632,3.01273126833308,2.99481925469063,2.35418043974186,2.62179662578493,1.8282327815989,2.76409218710891,1.8282327815989,1.8282327815989,1.8282327815989,3.6825600386501,3.52260877913826,3.55702618942953,3.4890538479188,3.01298583484528,3.32112320273053,2.87524918677831,3.43855419616154,3.44128095272013,3.5565220140609,2.9325858876868,3.3935568679687,3.41881878842612,2.48817404295939,2.34934476823573,1.8282327815989,3.78046161266265,2.78857286393047,3.52157414917916,3.06440345120711,3.60337983012416,3.43926937634859,3.18707298357918,3.48717081709332,3.12280030421819,3.30518591562065,3.16533645855386,3.35820685755472,2.91937486038561,3.38395869036108,3.19896267519044,3.2445788953144,3.58444417790028,2.96134370888773,3.45833980951135,3.11798456007634,3.72321351187974,3.30310504945151,3.44528938711026,3.73538638146667,3.36400835564322,2.96793450756857,3.39072773673468,3.76275575690493,3.46952329513823
CORO1A,4.64708541562587,4.05822814578299,3.30510305072745,4.17952405672646,1.8282327815989,4.71429914393902,4.85582907688434,4.21217164483287,4.25078058106785,4.40827752326007,4.68814119199429,4.19443419882855,5.00405413701701,4.31626741405257,1.8282327815989,1.8282327815989,4.12494579944666,4.30584073789115,5.73062446032804,4.93365727131045,3.71434412337028,3.50099182717837,4.04097675336038,3.89053531301427,4.15770287886694,3.91456372962447,4.6386083405973,4.23349324868954,3.23060451575409,4.13465753415277,4.53420636399761,5.92251910484743,4.83853235567898,5.44983602908463,5.32308060323952,5.2520778728694,4.84897319988366,4.88112445353366,4.9816226387803,5.60507777693054,4.73897890770679,5.13503562519916,5.10335182772894,5.04281107156489,4.58291617936036,3.9694085522829,4.22065273602942,6.11406798767633,4.08488753204775,5.76459643168133,5.8382937773276,5.78231060212661,5.14721795106448,5.46294489231554,4.71462270516393,4.80976388757318,4.43601498068439,4.62067943033185,4.5740419819783,4.37102625277115,4.65509990382727,4.8005190967808,4.91444693457691,4.56239245997151,4.64629510192486,4.03625585143832,4.65696896448499,4.25933731510079,4.66785091228418,4.84419386546216,6.10665534393459,4.50776354606852,5.34451529339407,5.64493294877874,5.02760213378807,5.3534569342365
STMN3,1.8282327815989,1.8282327815989,1.8282327815989,2.45871973388025,1.8282327815989,1.8282327815989,1.8282327815989,2.70296240463852,1.8282327815989,2.74192113553343,2.66767979720269,3.18865953849133,3.68842694763804,3.0772680818202,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,3.68531442063089,3.49698922924062,2.36587413033925,2.69897919609432,1.8282327815989,2.42332003735184,2.35418043974186,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,3.18142728957421,1.8282327815989,3.31205931954081,3.20730877530239,3.20410926078555,3.36596901306968,3.16179811680442,3.18786941573102,2.89974105897467,3.08463455090597,3.90677007577318,3.52823972955946,3.78916817247885,3.86319935513681,2.85436497620336,3.30762082740887,2.85851112333939,2.51344398170484,4.52318956092546,3.91044175583467,3.49048314803127,3.18848947261658,2.806160171249,3.03177791695586,1.8282327815989,2.8467666241034,3.16533645855386,2.91704813046763,2.28250400874242,2.51762992658507,2.66671104932294,2.66732053307294,3.36008149848557,3.26841506599158,3.45833980951135,2.53377025066814,1.8282327815989,2.72477821480298,2.42606310623309,3.4870032211341,1.8282327815989,3.64524797029203,3.15847214068314,3.24351940523217,3.58720131716917
HLA-F,3.24193483139182,2.68488110035567,1.8282327815989,3.06138159863018,1.8282327815989,4.09341023264614,1.8282327815989,3.68373019165588,1.8282327815989,3.91670026839426,3.12973299447895,3.18865953849133,3.18595632515754,3.44646422076672,3.44378428855906,1.8282327815989,3.14364288907522,2.82813967754175,4.79909160175833,3.29177382938982,2.88590297103948,3.04228935847412,1.8282327815989,3.12431493809183,2.72952544456361,1.8282327815989,3.4866538762372,2.76409218710891,1.8282327815989,2.48357524468897,1.8282327815989,4.31531215332647,4.83853235567898,4.71697947362637,4.07486312987301,4.25579716411664,3.52968785213219,3.65710081701301,4.11361901496268,4.92953046624307,3.73606688677204,4.71597335022243,3.06304500349877,3.2640570293386,3.25762018454796,2.96980392950877,3.84500738152854,4.55890527672591,3.84676443309587,5.16908203711739,4.50515949201157,4.6194778811445,4.13086029036545,4.84289416715395,3.03177791695586,3.78985322012199,3.17397339513855,3.31109968132535,3.52615576107119,3.27918385086053,2.90359776594368,3.0524162137506,3.2445788953144,3.6507472380564,3.26841506599158,4.03625585143832,2.81654721807021,2.72350817994335,3.40064368403012,3.04523289650642,4.16769346240993,3.10060125859409,4.4782708583346,4.71848669478513,3.24351940523217,3.46952329513823
RGS19,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.57137418219554,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.48357524468897,1.8282327815989,3.18142728957421,1.8282327815989,2.79065575805569,2.82122286496272,2.56622898917892,2.5194329847911,2.44145485755284,2.85759431164003,2.31618679876842,3.08463455090597,3.35603686131769,1.8282327815989,2.97995444757784,1.8282327815989,1.8282327815989,1.8282327815989,3.54735889343431,1.8282327815989,2.84199186931051,2.96212542927947,2.5192655695668,2.56400316369982,2.806160171249,3.03177791695586,1.8282327815989,2.62356334767731,2.51448271569221,2.40018109463531,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.37539926112676,2.30069134721216,1.8282327815989,1.8282327815989,1.8282327815989,2.17176198124018,1.8282327815989,3.00123101484401,2.74202456187065,1.8282327815989,3.30359805513454,3.76275575690493,3.19060051210249
SNHG9,5.51050741557151,5.69995881111998,5.56723880756027,5.43733475667836,5.86093971308695,4.6106235771753,5.38639843507488,5.82472141076444,5.20930673157084,5.39725037562303,5.08467553565332,4.84571184115988,5.66811100033653,4.46652151827705,6.04808761996489,6.08225699891616,5.996081940442,6.41042711657868,4.24480106317272,5.28728827731659,6.15547910527734,6.27807731418963,5.31072066708242,5.22514337353597,5.41262674746563,5.00221886932394,6.37190127796455,4.97542518423586,6.1745372544603,5.62453465983124,6.04967566145125,4.74368356346064,3.52260877913826,4.64650620212561,3.4890538479188,4.84914641953195,5.12884084648466,4.91311094484417,4.6704124529213,4.41096218608686,4.73897890770679,4.44721512363346,4.84683867508649,4.81384916976258,5.05247014476013,5.77199959262507,5.44186030798892,4.14781552338619,4.75707363871981,3.52157414917916,4.47475354731241,4.46143077039876,4.54609033596338,3.87977385700663,5.68264905619037,4.54673214484617,5.58978922599049,4.57075474476425,5.06362080522758,5.09027475041465,5.51307344450391,5.42886095512196,5.08364640508708,4.97797461210021,4.8162007368854,5.39438303122264,4.60548097421433,6.0795503313015,5.21359039604614,5.47060897999977,3.99592200082442,5.11785079944146,4.26931758533161,3.92397288748527,4.41358675216111,4.32992043431228
SUN2,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.83065944382155,3.63906203846416,1.8282327815989,1.8282327815989,1.8282327815989,2.84945158525483,1.8282327815989,2.80532958118237,2.7247808879839,1.8282327815989,1.8282327815989,2.77390217993186,2.54220231233941,3.56243098482055,2.69673558487884,1.8282327815989,2.69897919609432,1.8282327815989,1.8282327815989,2.72952544456361,1.8282327815989,1.8282327815989,2.76409218710891,1.8282327815989,2.48357524468897,1.8282327815989,4.03682613177575,3.52260877913826,3.37834273396984,2.82122286496272,3.1442571833815,2.94006509394559,3.48347956430966,3.18786941573102,3.44128095272013,3.34523425938204,3.90677007577318,2.55539165315701,2.86357624651035,1.8282327815989,2.72140723772455,2.89620418999708,4.14781552338619,1.8282327815989,3.23516460316228,3.39522242310325,3.63878325745576,3.03711973550444,2.806160171249,3.48717081709332,3.6063680400183,3.24156101777328,1.8282327815989,2.67938651113808,2.60875417741499,2.51762992658507,2.94125984451682,2.66732053307294,3.07956196170778,3.12629636605467,1.8282327815989,1.8282327815989,1.8282327815989,3.43138808145706,3.24543846019348,3.63505880186987,2.74202456187065,3.48930463389908,3.43191655020365,3.24351940523217,3.01837227759886
ACTN1,1.8282327815989,2.68488110035567,1.8282327815989,3.19733440824778,1.8282327815989,1.8282327815989,3.14791403839398,2.70296240463852,3.45868041643766,2.74192113553343,3.12973299447895,1.8282327815989,1.8282327815989,3.0772680818202,1.8282327815989,1.8282327815989,2.77390217993186,2.54220231233941,3.08915117413474,2.8262840900655,2.36587413033925,2.69897919609432,1.8282327815989,2.42332003735184,2.568028746592,3.1711127488085,3.03138497661605,3.13041029257653,1.8282327815989,1.8282327815989,1.8282327815989,3.6825600386501,1.8282327815989,2.899534166624,4.07486312987301,3.08075348727573,2.6238951529404,3.16179811680442,2.29634804905327,3.08525869279179,3.34523425938204,3.90677007577318,3.24087953759228,2.86357624651035,3.49523948122839,3.07269893843319,3.60592304742768,3.25728219646383,2.78857286393047,3.94651846878157,3.46455939612243,3.45033520280364,3.59696763502234,3.18707298357918,3.03177791695586,2.75845440638046,2.8467666241034,2.79000344525704,2.76631199061178,2.82808517267625,3.38395869036108,3.10361906823978,3.2445788953144,3.36008149848557,3.04724578826659,1.8282327815989,3.02763311994417,3.07554453190851,3.15802106677079,3.28132238093186,3.44692378713475,3.10060125859409,3.20752342314517,2.92653995605195,3.24351940523217,3.01837227759886
YIF1B,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.35418043974186,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.74739097225285,1.8282327815989,1.8282327815989,1.8282327815989,2.51495638092615,1.8282327815989,1.8282327815989,2.8713172598156,1.8282327815989,2.63215219050243,2.79084318732409,2.73022204487231,2.9325858876868,2.55539165315701,2.35416780179636,2.75373731019186,2.34934476823573,1.8282327815989,2.85851112333939,2.51344398170484,2.84199186931051,1.8282327815989,2.71488496120252,2.80721387126592,2.806160171249,1.8282327815989,1.8282327815989,2.48030721379548,2.79000344525704,2.32435640356668,1.8282327815989,1.8282327815989,1.8282327815989,2.66732053307294,2.49640790600185,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.42048207309171,2.17502954679077,2.93734531558528,3.10060125859409,2.40908630302787,2.38724037422011,1.8282327815989,3.01837227759886
CD27,2.84704573184045,3.2727801311928,1.8282327815989,2.45871973388025,1.8282327815989,2.83065944382155,1.8282327815989,3.30173642499049,3.01014453599188,3.10046141295865,2.66767979720269,3.88198310885538,2.80532958118237,2.7247808879839,3.44378428855906,1.8282327815989,2.77390217993186,3.72804014586003,4.69372742081786,3.43256330943205,3.00454783747489,3.2953646265632,3.01273126833308,3.23932439924141,2.72952544456361,2.93719894446277,1.8282327815989,3.39901467006429,1.8282327815989,3.24823606512406,2.97705366738281,4.03682613177575,4.52462567986454,4.64650620212561,4.07486312987301,4.56454725755365,3.70707718983211,4.12525765130741,3.90034117655879,4.2914207174346,3.89301651559087,4.11225927968947,3.75935667541285,3.67773850272368,3.38260419437197,2.34934476823573,4.04621453103923,4.7773732457853,2.78857286393047,5.43780652631667,4.67472288181907,4.47991568050578,4.20954303438886,4.92686340021626,3.48717081709332,3.6063680400183,3.52903442611506,1.8282327815989,2.9510796839804,2.91937486038561,3.00112791569922,3.24359871211253,2.99926510460271,3.40060229259693,3.39418688744988,3.45833980951135,3.27807753377964,3.07554453190851,3.19616655031894,3.38250841526218,4.96436420212046,4.18523117734906,4.39849575956614,4.41665414280789,3.76275575690493,4.26529629423374
SKAP1,1.8282327815989,2.68488110035567,1.8282327815989,2.45871973388025,1.8282327815989,3.21997195266961,1.8282327815989,2.70296240463852,3.01014453599188,3.10046141295865,2.66767979720269,1.8282327815989,2.80532958118237,2.46720308881898,4.01791669616301,1.8282327815989,1.8282327815989,2.54220231233941,3.42553697429655,2.33466498220445,1.8282327815989,1.8282327815989,1.8282327815989,2.42332003735184,2.35418043974186,2.62179662578493,1.8282327815989,1.8282327815989,1.8282327815989,2.74739097225285,1.8282327815989,3.18142728957421,3.52260877913826,3.6628336034749,3.90791433806752,3.63430662788548,2.94006509394559,3.27965782687652,2.95133776571949,3.37862872420819,3.5565220140609,2.9325858876868,1.8282327815989,3.67773850272368,3.25762018454796,2.96980392950877,3.30762082740887,4.14781552338619,2.78857286393047,3.75199496802899,3.65111044607247,3.73926882753642,3.54668323400893,4.19199618359193,3.03177791695586,1.8282327815989,2.93961194956571,2.51448271569221,2.84492375345229,2.82808517267625,2.31800613486367,2.99843568843572,3.2445788953144,2.83733701569063,2.96134370888773,1.8282327815989,2.32958296809834,1.8282327815989,3.07726446189629,2.73307765642834,3.56330669251111,2.74202456187065,3.20752342314517,3.34800279684625,3.76275575690493,3.33869641006911
HMGB2,4.53414349299269,4.62290412147286,4.95617419746212,4.34062421870096,1.8282327815989,4.71429914393902,4.48942978222761,3.9746502943473,4.25078058106785,4.40827752326007,4.5393496057171,5.08402584181223,4.55371488730142,4.68531225496648,5.1852451290969,1.8282327815989,3.98098149128403,4.16491782251982,3.99488689504643,4.26812995281486,3.6537220246914,2.69897919609432,3.01273126833308,2.99481925469063,3.34412506906645,3.79781644193202,4.28818446605883,4.10439590408393,3.74611775509139,4.06923840924884,1.8282327815989,5.07066850228173,5.31143181981111,6.25979258787334,5.32308060323952,5.41196406854024,5.22904542450222,4.94438448722286,5.6825861414162,4.62263203497817,5.02342636545651,4.29010225456304,5.06371567739896,4.44578180801985,5.01882063358689,4.17911473085057,4.63945280754252,4.55890527672591,4.08488753204775,6.47836844836094,4.94031040809205,5.33205978633592,4.89269943615419,6.31888247164113,4.63935599881732,4.96106255800968,4.68917796810519,4.71543397140789,4.48356532397443,4.34528245513373,4.52880950220523,4.57553794975619,3.76411969013885,4.40879752630422,4.57680718873342,4.03625585143832,4.40842771086064,4.01858474858785,4.769435611788,4.94559675037383,4.04732349268026,4.60031973921943,5.40580194243484,5.55619078485324,5.87510551415186,5.79319744526385
GZMM,1.8282327815989,3.47580789012712,3.84178702293878,2.71305526942478,1.8282327815989,3.21997195266961,3.63906203846416,3.50809296492746,3.45868041643766,3.10046141295865,3.12973299447895,2.80734038695034,3.46409137919025,2.7247808879839,4.01791669616301,1.8282327815989,2.77390217993186,2.54220231233941,4.3187006053311,2.93884511590319,2.58429813530404,1.8282327815989,1.8282327815989,3.43846047344531,2.9799810315677,2.93719894446277,3.03138497661605,1.8282327815989,3.74611775509139,1.8282327815989,2.97705366738281,4.31531215332647,4.11690133304382,3.76026499337748,4.69273460244374,4.09832763091507,4.34544021300051,4.23310954629996,4.08039329755915,4.43927628956946,4.1592407673394,3.90677007577318,4.12394161907165,3.73469381945725,3.94052913585143,2.56129762641044,3.30762082740887,4.29912302351421,2.51344398170484,4.40044582615899,4.0440837459383,4.40442880836063,3.92038498465164,5.34671553626584,3.66109569045223,4.09255214966692,4.15638490840578,3.84945561758422,3.7731537908787,3.49981148031667,3.66926274580646,3.0524162137506,2.99926510460271,3.96334631647239,3.56032538167437,1.8282327815989,2.53377025066814,3.72321351187974,3.57407492836885,3.74152652871376,4.29912620110663,1.8282327815989,4.26931758533161,4.55900797664669,4.12778859682762,3.88468520169387
RBL2,2.84704573184045,1.8282327815989,1.8282327815989,3.42663513374809,1.8282327815989,2.83065944382155,3.14791403839398,3.04769436866354,1.8282327815989,2.74192113553343,2.84945158525483,3.46725327301912,1.8282327815989,1.8282327815989,3.44378428855906,1.8282327815989,2.77390217993186,2.54220231233941,3.99488689504643,2.8262840900655,1.8282327815989,1.8282327815989,3.01273126833308,2.66405393054394,2.9799810315677,2.62179662578493,1.8282327815989,2.76409218710891,3.23060451575409,2.48357524468897,3.41498247344604,3.6825600386501,3.52260877913826,2.99673174894541,3.71605004441663,2.67740751595111,4.00063919385588,3.38610651110681,2.75267883238656,3.66316105103658,3.08463455090597,3.66209161407349,2.8462578159892,3.84139134014956,3.94052913585143,2.56129762641044,2.89620418999708,3.97706082554565,3.16341028231072,3.52157414917916,4.00103990258152,3.91896030908796,3.75828650714515,3.6898730457318,3.03177791695586,3.12280030421819,3.30518591562065,2.51448271569221,3.38058291993034,3.33847547149219,2.66868950434634,3.19896267519044,2.66732053307294,3.07956196170778,2.63948601086839,3.45833980951135,2.68818512689186,2.72350817994335,3.30310504945151,3.16989028364772,3.91481088196701,3.36400835564322,3.7163274198905,3.10533031411624,4.12778859682762,3.19060051210249
RPL10A,8.65786006078645,8.5831792175755,8.54020041789317,8.55614103561604,8.37306517759598,8.56316105492892,8.69579892075328,8.56430004009535,8.17618392279213,8.54016197375696,8.59502583359941,8.50072707358154,8.52151164087125,8.66172432988501,8.6336622199537,7.84626821545038,8.54650351089038,8.77914843479849,8.74147544837982,8.60536619707856,8.37869749789048,8.48808415252667,8.45662104296966,8.35018230109995,8.55800993189212,8.36097857242448,8.21654277585363,8.34796086058292,8.26763374796051,8.42622639005126,8.50402286287743,8.42232265062792,8.88728351505761,8.7959805116604,8.79037133560786,8.78172692578573,8.58176651264817,8.59288596486267,8.75781502379053,8.66716760787233,8.54188320330342,8.67593219116874,8.78477182512867,8.6361602399889,8.63651402894893,8.39772028839458,8.58423105828816,8.78660876195358,8.60685587845163,8.80513670986744,8.66217468553616,8.90144215849638,8.71969817883833,8.71652663279155,8.48860028152357,8.6866264309612,8.61286638823573,8.79797079894492,8.71714101318158,8.67568573289979,8.69230569716327,8.61182149142333,8.43287615908432,8.66770681999483,8.67457386453695,8.73176311962477,8.61527163100786,8.46922825152877,8.81991661000433,8.72640062986433,8.77745407142466,8.54049304043621,8.68642490143942,8.81641919451912,8.64136910975525,8.81183721905333
GIMAP2,2.84704573184045,1.8282327815989,1.8282327815989,2.71305526942478,1.8282327815989,2.83065944382155,3.14791403839398,2.70296240463852,3.01014453599188,2.74192113553343,2.4259366156342,2.80734038695034,1.8282327815989,2.46720308881898,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,3.08915117413474,2.540852249026,1.8282327815989,2.69897919609432,1.8282327815989,1.8282327815989,2.568028746592,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,3.18142728957421,1.8282327815989,3.31205931954081,3.90791433806752,3.36607722103004,2.71509721985004,2.87524918677831,3.32023226045591,3.50073154595898,3.34523425938204,3.66209161407349,2.8462578159892,3.34409129302874,2.95260406056617,2.96980392950877,2.89620418999708,2.85851112333939,2.51344398170484,3.52157414917916,3.59207725958281,3.63878325745576,3.07711868636798,4.75356159654187,1.8282327815989,1.8282327815989,3.10175766739626,2.99595272204982,2.72403619594819,2.28250400874242,2.66868950434634,2.58024757259003,2.66732053307294,2.9661876267353,2.30069134721216,1.8282327815989,2.68818512689186,1.8282327815989,2.66012058717595,2.66785506317366,3.52576537029431,2.74202456187065,3.30950083560127,2.85855879489504,3.76275575690493,4.12590734950537
CD3E,4.27583804413589,4.27369954606949,1.8282327815989,4.17952405672646,4.56357196387667,4.37648459148833,4.68468484399446,3.9746502943473,4.59803630917316,4.76844777759265,3.34948062973195,4.32683205918465,3.46409137919025,4.76398915876876,4.41448453235881,1.8282327815989,3.14364288907522,4.08846341529966,5.62140275842812,4.45954534189022,3.3753071364164,4.30729911993409,3.46209028150396,3.52642611652499,3.67777814959737,2.93719894446277,1.8282327815989,4.90164422068927,4.62830276633429,3.58687265225396,3.98154619038213,5.07066850228173,5.49941291869123,5.77703289260486,5.97482730196358,5.52608225370366,5.14033167286324,5.32200486621665,5.26509531994478,5.79904490801158,5.20442071867699,5.83596202948638,4.27423424936919,5.23971516569424,4.87554492880056,4.09918077075959,3.30762082740887,5.99053695956546,3.43770110585054,5.90366701375218,5.54048609588013,5.55365817990707,5.44696018398697,5.57039925466656,4.9187313505733,5.2805536515506,4.77085407564565,4.15851337931779,4.58277121587476,3.84705741269544,4.23483393409542,4.14897149507807,4.41525136503338,4.82625070674434,4.5036341003772,4.03625585143832,4.10416252700049,3.72321351187974,4.27789566773127,4.32782581252239,5.63893782822528,4.50776354606852,5.55739746495375,5.36970739127209,4.85137522721515,5.62818483541425
