,CD8-Naive_H-1,CD8-Naive_H-10,CD8-Naive_H-11,CD8-Naive_H-13,CD8-Naive_H-16,CD8-Naive_H-18,CD8-Naive_H-23,CD8-Naive_H-25,CD8-Naive_H-26,CD8-Naive_H-27,CD8-Naive_H-33,CD8-Naive_H-36,CD8-Naive_H-37,CD8-Naive_H-4,CD8-Naive_H-40,CD8-Naive_H-43,CD8-Naive_H-45,CD8-Naive_H-49,CD8-Naive_H-55,CD8-Naive_H-56,CD8-Naive_H-57,CD8-Naive_H-59,CD8-Naive_H-61,CD8-Naive_H-62,CD8-Naive_H-63,CD8-Naive_H-64,CD8-Naive_H-65,CD8-Naive_H-66,CD8-Naive_H-68,CD8-Naive_H-69,CD8-Naive_H-7,CD8-Naive_T1D-1,CD8-Naive_T1D-102,CD8-Naive_T1D-104,CD8-Naive_T1D-106,CD8-Naive_T1D-118,CD8-Naive_T1D-12,CD8-Naive_T1D-121,CD8-Naive_T1D-124,CD8-Naive_T1D-127,CD8-Naive_T1D-129,CD8-Naive_T1D-132,CD8-Naive_T1D-135,CD8-Naive_T1D-137,CD8-Naive_T1D-139,CD8-Naive_T1D-14,CD8-Naive_T1D-140,CD8-Naive_T1D-141,CD8-Naive_T1D-15,CD8-Naive_T1D-153,CD8-Naive_T1D-156,CD8-Naive_T1D-158,CD8-Naive_T1D-170,CD8-Naive_T1D-174,CD8-Naive_T1D-2,CD8-Naive_T1D-21,CD8-Naive_T1D-25,CD8-Naive_T1D-28,CD8-Naive_T1D-29,CD8-Naive_T1D-37,CD8-Naive_T1D-39,CD8-Naive_T1D-42,CD8-Naive_T1D-44,CD8-Naive_T1D-52,CD8-Naive_T1D-61,CD8-Naive_T1D-73,CD8-Naive_T1D-79,CD8-Naive_T1D-8,CD8-Naive_T1D-82,CD8-Naive_T1D-86,CD8-Naive_T1D-87,CD8-Naive_T1D-88,CD8-Naive_T1D-93,CD8-Naive_T1D-96,CD8-Naive_T1D-97,CD8-Naive_T1D-98
CPNE1,1.8282327815989,2.68488110035567,1.8282327815989,1.8282327815989,1.8282327815989,2.83065944382155,3.14791403839398,2.70296240463852,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.7247808879839,1.8282327815989,1.8282327815989,3.14364288907522,1.8282327815989,3.56243098482055,2.69673558487884,2.36587413033925,1.8282327815989,3.01273126833308,2.66405393054394,2.568028746592,2.93719894446277,1.8282327815989,1.8282327815989,1.8282327815989,3.48457301156484,3.41498247344604,3.6825600386501,1.8282327815989,3.61107873796601,3.4890538479188,2.56622898917892,3.52968785213219,3.16179811680442,3.11500036429813,3.55733872215733,3.5565220140609,2.9325858876868,2.55539165315701,2.86357624651035,3.25762018454796,2.85436497620336,1.8282327815989,3.54735889343431,2.51344398170484,2.84199186931051,3.39522242310325,3.67319272964361,3.41080448692229,4.19199618359193,3.03177791695586,3.6063680400183,3.02403672515885,3.16533645855386,3.1875636591886,2.60875417741499,3.00112791569922,2.99843568843572,2.66732053307294,3.07956196170778,2.86683575568251,3.45833980951135,2.68818512689186,2.72350817994335,3.15802106677079,2.90254819697992,3.70283761125916,3.10060125859409,4.07517786031427,3.04927383196396,3.24351940523217,3.69444018321434
TMSB10,6.43165832648103,6.74879769965491,7.13872652073446,7.2254794996627,7.16629608090232,7.54895512951773,7.67573063820643,7.18630289142882,7.805615794161,7.57821335179931,7.23320867764855,7.30615436296727,7.08327637273434,6.96858276008062,7.67642341084197,6.76001147450017,6.99063095855214,7.24502869126724,9.0290221920287,7.17935376090031,6.93361669535693,7.23855773971458,6.28197149790025,6.78855595227649,6.63735942732353,7.0748222293483,7.629510660158,7.09793890129549,7.55790468824097,7.67647995778527,7.20002543028829,8.70385846507783,8.21869415756811,8.84824886197393,8.77892250715478,8.67403304267239,8.36620401178234,8.00643722264235,8.51467107385037,8.88556699088812,7.97866779160096,8.76555829188775,7.73762820744561,8.30717817643857,8.27730579996696,7.1247257228138,7.57222908520214,8.84111838600417,6.85235746450845,8.85721319459757,8.87152703534764,8.75660884345261,8.73127938865183,8.81212082801851,8.08467321558802,8.35745907392493,8.07540721545914,8.07172758166628,7.7135511507408,7.58486951908925,7.41494455182764,7.22280671157437,7.08210892878188,7.92040603615713,7.35237826450871,6.36635596346824,6.84360803732769,7.34283372392353,7.70827740932641,7.71795521353026,8.88478489586061,7.40126381057106,8.62378589986976,8.78938861873952,8.6546779188881,8.69505165009203
EVL,3.76071557838321,3.93571015517572,3.30510305072745,4.12121446702151,1.8282327815989,4.24238763344863,4.85582907688434,4.41382789648019,4.25078058106785,3.57721599118214,4.18226432901637,4.19443419882855,3.87821862796346,4.14721670538452,4.41448453235881,4.75024295458069,4.12494579944666,3.72804014586003,5.70409164285909,4.45954534189022,3.20598874773909,3.2953646265632,1.8282327815989,2.99481925469063,3.78920962032922,3.66918838498932,3.81284418047077,4.35126029357622,3.74611775509139,4.00040421767336,3.41498247344604,5.75241591541187,4.52462567986454,5.22926224938524,5.55698241999266,4.97228542868887,4.93098805144428,4.78053172756664,4.58038386047071,5.61724639104168,5.02342636545651,6.0891341211984,4.69851352965757,4.97795359258543,4.94900834419686,3.60326340722856,4.86139845247476,6.07406137984588,3.75647826952435,5.94717649473558,5.59694267238322,5.69208866676336,5.13943406422655,5.51768436457547,3.28296771584191,4.88745367935066,4.9388338585253,4.35066927873516,4.73895569186835,4.37102625277115,4.20159712107978,4.19013255478415,4.12933204597179,4.92920054013616,4.34441308820231,4.03625585143832,4.17798363220597,4.01858474858785,4.769435611788,4.65288170657737,5.86809569018559,4.18523117734906,5.118700230992,5.21973717276238,5.32520481327217,5.60297532793012
CCND3,3.95587779952108,3.2727801311928,3.84178702293878,4.39032410963976,1.8282327815989,3.21997195266961,4.85582907688434,3.83747962781996,4.25078058106785,4.18500396250688,4.23240042701282,2.80734038695034,3.18595632515754,3.44646422076672,4.41448453235881,1.8282327815989,3.81910335816061,3.21659169612227,4.69372742081786,3.36434941185489,3.3753071364164,3.2953646265632,3.01273126833308,2.84509680582608,3.78920962032922,3.91456372962447,3.03138497661605,2.76409218710891,1.8282327815989,3.58687265225396,4.53420636399761,5.20948785369086,4.83853235567898,5.14739602008784,4.78882455597928,4.12589841124123,4.19551496399228,3.38610651110681,4.23879985099993,4.69432546920195,4.73897890770679,5.13503562519916,4.27423424936919,4.19722514031799,4.3279619875682,4.29071401571982,4.63945280754252,4.55890527672591,4.40592248080102,5.24118310468344,4.80173122874512,4.66838040122953,4.92941505982397,4.92686340021626,3.94942712873528,4.72749806319934,4.09272188033047,4.22566262245749,3.97947746318808,3.99036056699772,4.09661608683486,4.66423217090977,3.76411969013885,4.17264986915936,3.79476559497503,4.03625585143832,4.40842771086064,3.07554453190851,4.32380545499396,4.4449533599425,4.88475571020388,3.10060125859409,4.5536584740663,4.94084449233036,5.67977950241588,4.32992043431228
FYB,3.76071557838321,3.93571015517572,3.30510305072745,3.70315403932623,5.35579526518442,3.73240333252163,1.8282327815989,3.83747962781996,1.8282327815989,3.3638439924338,3.89842471586115,4.04747265914708,3.68842694763804,3.0772680818202,4.41448453235881,1.8282327815989,2.77390217993186,3.21659169612227,5.03226887643438,3.87186962971816,2.88590297103948,3.50099182717837,3.78458077220501,3.52642611652499,3.55528811422656,2.62179662578493,4.47457005355926,3.80054301294816,4.39326271073612,3.68119325180812,3.41498247344604,5.65912485611294,1.8282327815989,5.21326330766661,5.11830701654988,4.98694549699221,4.77675401550457,3.80919400921545,4.69203459439094,5.67658100061387,4.88840684589977,5.6593446792994,5.10335182772894,4.886543478269,4.87554492880056,3.16602527066994,4.63945280754252,5.13263973437214,4.0102440059477,4.83700505725189,5.40463660823872,5.3119353642082,5.07556929693215,5.71778134891706,4.9187313505733,4.88745367935066,4.86665182496415,4.28961186085907,4.4456370551356,4.14986565108956,4.26726833897992,4.32499783012116,3.8976434716079,4.49624058520452,4.47835146766804,4.43493498600201,3.20103032821711,3.33453865669771,4.50657553698974,4.4449533599425,5.34627677802153,4.30148046167184,5.16683543302715,4.79184695822927,4.41358675216111,5.62818483541425
HSD17B8,3.24193483139182,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.66767979720269,1.8282327815989,1.8282327815989,2.46720308881898,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.540852249026,1.8282327815989,1.8282327815989,1.8282327815989,2.42332003735184,2.568028746592,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.79065575805569,2.82122286496272,2.86113149143486,2.79681964865219,2.87524918677831,2.29634804905327,2.89974105897467,2.73022204487231,3.35603686131769,2.55539165315701,2.86357624651035,3.11643014262933,2.34934476823573,2.89620418999708,3.25728219646383,1.8282327815989,3.23516460316228,3.06440345120711,2.87107045725693,2.85807766490137,3.46539756994411,2.69123669365242,3.12280030421819,2.74287984899898,2.51448271569221,2.46666416594143,2.46806987024382,2.79433723727053,2.36296201476689,1.8282327815989,2.21629008810003,2.30069134721216,1.8282327815989,1.8282327815989,3.07554453190851,2.31292232306957,2.59645398755795,2.79442358326581,1.8282327815989,2.40908630302787,2.98986439877797,1.8282327815989,1.8282327815989
RPL41,9.35520156122087,9.70969387575554,9.57333136916926,9.49926216158181,9.31960047618187,9.85501823062709,9.59118823371213,9.54820701399847,9.82027627287968,9.73775321765942,9.73201312583074,9.92019428245995,9.80642334178992,9.71864396701687,10.1012143221338,9.44417464850745,9.6595272717488,9.57946903054166,10.2294545858583,9.80682352074605,8.62283124398778,9.23936950034663,8.80577545064772,8.80036225943385,8.71698356032687,8.62933595174842,8.87695601838545,9.22817707260032,9.4437606291778,9.23699338447365,9.94723832333696,10.1751722399948,10.0358057747117,10.2696622724925,10.2543273996673,10.186146884267,9.90193423725066,9.85798012116891,10.1818398014812,10.2864395730124,10.1400262448265,10.2126719277541,9.9461938009691,10.0383887207315,9.98935384816401,9.53061109567911,9.92532930941694,10.3031545017232,9.23970890633576,10.3568542259832,10.3433051885483,10.3006689377751,10.1498335425459,10.2252286495675,10.0330772109222,9.91247342218263,9.89694604118102,9.82345644009771,9.82587348903962,9.89116814309212,9.7432211055675,9.69465584423821,9.43105890419116,9.93622114650507,9.83469207180094,9.78708549321015,9.15201497879658,9.49206014707505,9.7382454305805,9.79221577183106,10.0738127151948,9.56654475274664,10.1704042231665,10.318925371868,10.2710181323764,10.2167709021076
EPB41L4A-AS1,5.67674458186573,5.07907617965062,4.75074497294738,4.97764595515616,5.35579526518442,4.09341023264614,5.77177916664568,4.74526493349783,4.8752229654163,5.23614345787006,4.97414855185903,4.92972133301795,4.75160921076691,4.60190847277065,4.01791669616301,4.75024295458069,5.32161050596618,5.02029709931285,4.08353291732028,4.9123418895424,6.00627200890101,5.11846590354655,5.40056836760192,6.07856710498026,5.99299367881261,6.14621833603081,6.06795558302039,6.42412140492317,5.42924390322367,6.18039210741258,5.56008593798503,3.6825600386501,5.09469941929777,4.32190100860831,3.90791433806752,4.25579716411664,4.46194532714438,4.4701360926851,4.58038386047071,4.08950970164933,3.73606688677204,4.29010225456304,4.27423424936919,3.8915604192063,4.58291617936036,4.88880185859193,4.63945280754252,3.97706082554565,5.33103698765393,4.83700505725189,4.20347194656054,4.05165736358887,4.14697263560717,3.87977385700663,4.63935599881732,3.78985322012199,4.27526997652577,4.28961186085907,4.36646863276285,4.42109752768418,4.58071943404465,4.86397432425121,4.72200211710826,4.56239245997151,4.73383850999695,4.99507196393443,5.41818155041738,5.24149411688683,5.01810836823431,4.73486304628552,4.14447707037386,5.17837827225381,4.22336051045776,4.07741462210668,1.8282327815989,3.69444018321434
TMEM261,1.8282327815989,2.68488110035567,1.8282327815989,2.45871973388025,1.8282327815989,2.83065944382155,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.84945158525483,1.8282327815989,2.80532958118237,2.46720308881898,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.57137418219554,3.13036589447537,2.88590297103948,1.8282327815989,3.01273126833308,2.84509680582608,2.86360037346961,2.93719894446277,1.8282327815989,1.8282327815989,1.8282327815989,2.48357524468897,1.8282327815989,3.18142728957421,3.52260877913826,3.1662146686412,2.82122286496272,3.20410926078555,2.94006509394559,2.44145485755284,3.18786941573102,2.79084318732409,3.08463455090597,3.90677007577318,2.8462578159892,2.86357624651035,3.25762018454796,2.96980392950877,3.30762082740887,2.85851112333939,2.51344398170484,3.75199496802899,3.39522242310325,3.12050813391274,2.99543189938221,3.6898730457318,2.69123669365242,3.39008332101053,2.93961194956571,2.79000344525704,2.76631199061178,2.60875417741499,2.31800613486367,2.74425668789753,2.99926510460271,2.83733701569063,2.49347064938837,3.45833980951135,2.32958296809834,1.8282327815989,2.51053885428689,2.84966206784029,3.52576537029431,1.8282327815989,3.30950083560127,3.43191655020365,1.8282327815989,2.52812673500027
CTSW,3.24193483139182,3.64879666452823,1.8282327815989,3.78300296042961,1.8282327815989,3.50384381571551,3.14791403839398,4.21217164483287,3.45868041643766,4.0576766834814,3.53322687718047,3.46725327301912,4.19027976468544,4.14721670538452,4.97228155565398,1.8282327815989,3.14364288907522,2.82813967754175,4.5797105649382,4.26812995281486,3.3753071364164,3.04228935847412,3.46209028150396,2.84509680582608,3.55528811422656,4.02161854855587,3.4866538762372,3.13041029257653,3.74611775509139,3.24823606512406,4.37386646656144,5.07066850228173,4.52462567986454,5.02418131196079,4.47792080001778,5.28788721164175,4.19551496399228,4.06786542661455,4.91006387964844,5.1646300756892,4.57156019396147,4.94108224295685,4.12394161907165,4.0313439456613,3.86319935513681,3.66258781386667,4.63945280754252,4.7773732457853,3.55355224281263,4.83700505725189,4.80173122874512,4.34493981092037,4.7037936506119,5.51768436457547,4.63935599881732,4.33858851310179,4.82911677521529,4.51895535767056,4.14556898908554,3.54900247339052,4.09661608683486,3.81793281054143,2.66732053307294,4.33457066191366,4.1639799208204,3.45833980951135,3.6551931376418,4.3652289620512,3.92332301485166,4.13058403461034,4.59779659268038,4.40851827880316,5.118700230992,5.07553894352028,3.76275575690493,4.26529629423374
PTMA,7.58201914768888,7.87007747432759,7.96877454598499,7.52990926723824,8.21619107223107,8.05422093536928,7.63006538916755,7.40839557105078,8.47073803920411,8.06444634022168,7.66556246881602,7.69737646415865,7.94035319749312,7.74003983092062,8.35774068015165,6.76001147450017,7.60878048481523,7.64128823141593,8.5508271750283,8.2295854502677,7.05233639712718,7.4514340863457,7.583585964768,7.5718359438153,6.81313234360676,7.16624833990332,7.40285927778056,7.71253138267894,7.74036219462008,7.55589080468717,7.72204812893383,8.71543752961381,8.46264348025641,8.6563701888918,8.85176545367553,8.62859857596906,8.18310269115339,8.31458157423172,8.39206423468054,8.48098651370558,8.69947711768233,7.96298369357814,7.87988906925884,8.41801256044793,8.00741537248286,7.54601480784761,8.24002823489653,8.62340168112587,7.52474494759973,8.49765026419502,8.2234930264298,8.25871938575447,8.49884256982367,8.5952983334492,8.30968752496751,8.52842951801146,8.10277626847202,8.20580812651822,7.88558712050829,8.23018441700978,8.03341647033687,7.7972313431863,7.68614310282244,8.04848884020566,8.22812267491906,7.55736150463583,7.77387514691529,7.82849093386053,8.05632772594369,8.20400846591679,8.34556886084372,7.70616580260795,8.43966849433069,8.37525019105516,8.9090674146119,8.77862368792636
SEPT6,3.24193483139182,2.68488110035567,3.84178702293878,3.19733440824778,4.56357196387667,4.09341023264614,4.26167536148679,3.68373019165588,4.03668466581197,2.74192113553343,3.4449746380373,3.69192738453139,3.46409137919025,3.8819704864554,1.8282327815989,1.8282327815989,3.63350761883874,3.92079621478228,3.99488689504643,3.96126932289669,2.88590297103948,1.8282327815989,3.01273126833308,3.89053531301427,3.41885394099592,3.36216370705888,4.07185080918968,3.61628386637219,3.74611775509139,3.85075406909483,2.97705366738281,4.03682613177575,4.52462567986454,4.35209645339606,5.25805575205557,4.48321427774009,4.74678668399158,4.51297058441282,4.04631019086009,4.69432546920195,4.95753740055831,3.90677007577318,4.20119582146929,4.23565791840545,4.58291617936036,3.40538983034786,4.37498364614624,5.47911997544465,2.99424416067556,4.26554284951683,4.41183883174095,4.34493981092037,4.35429861769073,4.55559159265188,3.66109569045223,3.39008332101053,4.05970482791825,4.22566262245749,4.18111035027169,4.05649564597881,4.02170315144925,3.76285785770157,3.76411969013885,4.40879752630422,3.65950444157734,4.43493498600201,3.98507606784801,3.5446216115903,4.14721079155768,3.96071774276019,4.88475571020388,3.75860394154184,4.35678813297158,4.45365205319694,4.64970757215214,4.56151629526548
SERF2,3.95587779952108,4.62290412147286,4.75074497294738,3.78300296042961,4.56357196387667,4.81077878598354,3.14791403839398,4.41382789648019,5.30515833814044,5.17810110563909,4.0759567892107,4.92972133301795,4.75160921076691,4.94323012423186,4.97228155565398,5.56667544372351,3.98098149128403,3.72804014586003,6.39249002824568,5.42826991854806,3.3753071364164,4.40414602290217,4.04097675336038,4.01120205758003,4.15770287886694,4.29884888977762,4.47457005355926,4.45962113738815,4.39326271073612,4.47166371964126,4.53420636399761,6.00055016960516,6.38849604237322,6.75810614939193,6.97709411100023,6.35702841647195,5.97367461888462,6.15789722836228,6.38392715118301,6.34298437113353,5.83456608052835,6.17908762652989,5.25163812724747,6.33819988529108,5.86542264795782,4.52011973242293,5.57183356693727,6.5232757017408,2.99424416067556,6.38669517978354,6.62063237249912,6.4095867671264,6.16331720276434,6.4921653000175,5.98161729731245,5.8407542681683,5.72739842025088,5.55309447814125,5.53200518043692,4.31904089025416,4.83593242940486,4.44764056233295,4.23153428058799,5.34524006519471,5.07142911335857,4.43493498600201,3.41777401021955,4.5551211074926,4.91407948136783,5.12017784785011,6.22856654816797,4.40851827880316,6.28762437337527,6.56106300229252,6.40362785105741,6.47210474625807
C1orf228,2.84704573184045,1.8282327815989,1.8282327815989,3.06138159863018,1.8282327815989,1.8282327815989,1.8282327815989,2.70296240463852,1.8282327815989,1.8282327815989,3.12973299447895,1.8282327815989,2.80532958118237,2.46720308881898,1.8282327815989,1.8282327815989,1.8282327815989,3.21659169612227,3.08915117413474,2.8262840900655,2.74913853710325,3.2953646265632,1.8282327815989,2.42332003735184,2.72952544456361,1.8282327815989,1.8282327815989,2.76409218710891,1.8282327815989,1.8282327815989,2.97705366738281,3.6825600386501,1.8282327815989,3.24158490432414,3.4890538479188,3.36607722103004,2.8713172598156,3.02897243664145,2.63215219050243,2.99695558255484,2.73022204487231,3.35603686131769,2.8462578159892,3.17770682261733,2.48817404295939,2.96980392950877,1.8282327815989,3.25728219646383,2.78857286393047,2.84199186931051,3.24240717128532,3.00381663598688,3.11559132883799,2.806160171249,2.69123669365242,3.12280030421819,3.10175766739626,3.55593838658305,2.98392204494882,2.72597856225621,2.66868950434634,3.10361906823978,2.66732053307294,3.22892607545846,3.12629636605467,3.45833980951135,3.02763311994417,2.72350817994335,3.15802106677079,3.28132238093186,3.17128628365534,3.36400835564322,3.40291515866309,2.78490612518364,1.8282327815989,3.33869641006911
RPS9,8.45273881711036,8.21498623630825,8.16513395208823,8.3763444796333,8.21619107223107,8.33501574599358,8.13395523320308,8.44120389576485,8.35337181515641,8.4579601888843,8.33814757437224,8.56687506071867,8.18648830364075,8.19874997541874,8.52180525000297,8.18474986563558,8.41231962964246,8.30351092696809,8.37361042844783,8.64095334424518,7.82692592115161,8.15845664253475,8.20760424927002,8.0732353596602,8.258615418949,8.23473244435418,7.75715630418904,8.14207474597782,8.3177118268097,8.16657706435492,8.37588471233888,8.54420691950087,8.63186535464454,8.75001300434337,8.29927657918557,8.72996081697382,8.38186114743854,8.47635380449263,8.64136007957792,8.54099604457591,8.33961279308894,8.43313031386153,8.59498375671389,8.53027567885055,8.46497905267451,8.33840913603024,8.36113998129484,8.7927681071378,8.24092512695652,8.6693146679401,8.72177548779842,8.75937625572341,8.35070203502558,8.36248520267609,8.25509403968533,8.22371187909343,8.3929783827782,8.35035994618667,8.47209818588385,8.62858164079169,8.55797410932694,8.36101905941053,8.28641401713839,8.50169938631505,8.35206979517403,8.6971636678405,8.42472799943467,8.36804015870449,8.50423935548245,8.4104514274458,8.59107893531454,8.55751443883107,8.54934275715178,8.61958323083524,8.61437734983872,8.61263481963485
HMGN3,1.8282327815989,2.68488110035567,1.8282327815989,2.90389040445212,1.8282327815989,4.37648459148833,3.14791403839398,3.30173642499049,3.45868041643766,3.57721599118214,3.34948062973195,3.46725327301912,3.18595632515754,3.54687887567708,1.8282327815989,1.8282327815989,3.41453596701376,3.36706607983662,4.3187006053311,3.43256330943205,3.3753071364164,2.69897919609432,1.8282327815989,3.75735385136677,2.35418043974186,3.36216370705888,3.03138497661605,2.76409218710891,1.8282327815989,2.94501078068036,2.97705366738281,3.6825600386501,4.52462567986454,3.76026499337748,4.22303199937002,3.85402330796482,4.12575152220884,4.42591943443262,3.90034117655879,3.76060564248373,3.73606688677204,3.66209161407349,3.3935568679687,3.55525053979804,3.78089611723102,3.4750939350609,4.04621453103923,4.14781552338619,2.99424416067556,4.74006572998177,3.95653043549892,4.28272300002505,3.88174631886864,3.18707298357918,4.18506182741647,3.95001602510707,3.71733100861753,3.31109968132535,3.56465145372696,3.149971092529,3.85760162962088,3.28647357333582,3.6147024955837,3.74395381949072,3.75128339811286,1.8282327815989,3.35008327739278,3.33453865669771,3.54687413521995,3.9404075970711,3.88660380671689,3.36400835564322,4.35678813297158,3.95083308808176,4.12778859682762,4.0503276257136
ANKRD44,1.8282327815989,2.68488110035567,1.8282327815989,3.06138159863018,1.8282327815989,3.21997195266961,4.26167536148679,3.30173642499049,1.8282327815989,2.74192113553343,2.66767979720269,3.18865953849133,2.80532958118237,1.8282327815989,4.01791669616301,1.8282327815989,3.14364288907522,2.54220231233941,3.99488689504643,3.2141019294551,2.74913853710325,2.69897919609432,3.46209028150396,2.84509680582608,3.26408929253149,3.1711127488085,3.03138497661605,2.76409218710891,1.8282327815989,2.74739097225285,1.8282327815989,4.03682613177575,4.83853235567898,3.37834273396984,4.07486312987301,3.63430662788548,4.0771213848385,3.27965782687652,3.59619671918366,3.76060564248373,3.89301651559087,3.66209161407349,3.86060221536546,4.0313439456613,4.01350296145112,2.85436497620336,2.89620418999708,3.78046161266265,2.99424416067556,3.75199496802899,4.08576299938004,4.05165736358887,3.75828650714515,3.87977385700663,3.48717081709332,2.75845440638046,3.52903442611506,3.16533645855386,3.33538023716909,3.07888984384287,3.00112791569922,3.47930025029308,2.99926510460271,3.80244247193998,3.65950444157734,1.8282327815989,2.81654721807021,3.33453865669771,3.49054283624773,3.61574271756214,4.07228933543448,3.57739869448718,3.7163274198905,3.65278190758483,3.76275575690493,4.26529629423374
BSG,1.8282327815989,2.68488110035567,1.8282327815989,2.45871973388025,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,3.3638439924338,2.99975398954034,1.8282327815989,1.8282327815989,2.7247808879839,1.8282327815989,1.8282327815989,3.63350761883874,2.82813967754175,3.27022357651307,3.13036589447537,2.36587413033925,1.8282327815989,3.46209028150396,2.99481925469063,2.568028746592,2.93719894446277,1.8282327815989,1.8282327815989,1.8282327815989,2.48357524468897,1.8282327815989,4.31531215332647,3.52260877913826,3.24158490432414,3.20730877530239,3.55144237019898,3.56729819426128,2.87524918677831,3.03656078177769,3.89395175578902,3.34523425938204,3.35603686131769,2.55539165315701,3.17770682261733,3.38260419437197,2.56129762641044,2.89620418999708,3.78046161266265,2.78857286393047,4.52318956092546,3.8129952663108,3.60337983012416,3.38161915818631,3.6898730457318,3.03177791695586,3.39008332101053,3.30518591562065,3.31109968132535,2.98392204494882,2.91937486038561,2.79433723727053,2.81500784782711,1.8282327815989,2.90403731289734,2.96134370888773,1.8282327815989,2.32958296809834,2.72350817994335,2.72477821480298,2.51693931560643,3.59971252290687,1.8282327815989,3.48930463389908,3.51016734753957,3.24351940523217,3.69444018321434
AC097500.2,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.66767979720269,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.33466498220445,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.82122286496272,2.25739183393476,2.71509721985004,2.68917109941503,2.29634804905327,2.79084318732409,2.73022204487231,1.8282327815989,2.55539165315701,2.5680111574007,2.95260406056617,1.8282327815989,1.8282327815989,1.8282327815989,2.51344398170484,2.84199186931051,2.8473984145606,2.71488496120252,2.16012456715312,2.806160171249,1.8282327815989,1.8282327815989,2.29126396464782,2.51448271569221,2.32435640356668,2.46806987024382,2.31800613486367,1.8282327815989,2.66732053307294,2.49640790600185,2.76104407601725,1.8282327815989,1.8282327815989,1.8282327815989,2.31292232306957,1.8282327815989,2.86875145872932,1.8282327815989,2.82138275176523,2.22473911376539,1.8282327815989,2.80878442290384
ATP11C,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.4259366156342,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,3.18142728957421,1.8282327815989,2.31608921980819,1.8282327815989,2.25739183393476,2.39436907998685,1.8282327815989,2.63215219050243,2.51509248233766,2.73022204487231,1.8282327815989,1.8282327815989,2.35416780179636,2.48817404295939,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.34569960237204,2.71488496120252,2.56400316369982,1.8282327815989,1.8282327815989,2.75845440638046,2.29126396464782,2.51448271569221,2.32435640356668,1.8282327815989,2.51762992658507,2.81500784782711,1.8282327815989,2.59754204014942,2.49347064938837,1.8282327815989,2.32958296809834,1.8282327815989,2.51053885428689,1.8282327815989,2.51769263858696,2.74202456187065,2.82138275176523,2.51078194793445,1.8282327815989,3.01837227759886
PRMT1,3.24193483139182,1.8282327815989,1.8282327815989,2.45871973388025,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,1.8282327815989,2.74192113553343,2.4259366156342,1.8282327815989,2.80532958118237,2.7247808879839,1.8282327815989,1.8282327815989,1.8282327815989,2.82813967754175,3.68531442063089,2.33466498220445,2.88590297103948,2.69897919609432,1.8282327815989,2.66405393054394,2.86360037346961,2.93719894446277,1.8282327815989,1.8282327815989,3.23060451575409,1.8282327815989,1.8282327815989,4.03682613177575,4.52462567986454,3.55702618942953,3.4890538479188,3.50776888088461,3.32112320273053,2.68917109941503,3.03656078177769,3.44128095272013,3.08463455090597,2.9325858876868,3.06304500349877,2.97995444757784,3.38260419437197,2.34934476823573,2.89620418999708,3.97706082554565,2.78857286393047,1.8282327815989,3.59207725958281,3.36562172600571,2.7531163167347,3.18707298357918,2.69123669365242,2.75845440638046,3.10175766739626,2.99595272204982,2.58123733459467,2.82808517267625,2.66868950434634,3.0524162137506,3.2445788953144,2.90403731289734,2.86683575568251,1.8282327815989,2.53377025066814,1.8282327815989,2.58934621144714,2.90254819697992,3.52576537029431,3.10060125859409,3.40291515866309,3.58357550859008,3.24351940523217,2.80878442290384
