,T-reg_H-1,T-reg_H-10,T-reg_H-11,T-reg_H-13,T-reg_H-16,T-reg_H-18,T-reg_H-23,T-reg_H-25,T-reg_H-26,T-reg_H-27,T-reg_H-33,T-reg_H-36,T-reg_H-37,T-reg_H-4,T-reg_H-40,T-reg_H-43,T-reg_H-45,T-reg_H-49,T-reg_H-55,T-reg_H-56,T-reg_H-57,T-reg_H-59,T-reg_H-61,T-reg_H-62,T-reg_H-63,T-reg_H-64,T-reg_H-65,T-reg_H-66,T-reg_H-68,T-reg_H-69,T-reg_H-7,T-reg_T1D-1,T-reg_T1D-102,T-reg_T1D-104,T-reg_T1D-106,T-reg_T1D-118,T-reg_T1D-12,T-reg_T1D-121,T-reg_T1D-124,T-reg_T1D-127,T-reg_T1D-129,T-reg_T1D-132,T-reg_T1D-135,T-reg_T1D-137,T-reg_T1D-139,T-reg_T1D-14,T-reg_T1D-140,T-reg_T1D-141,T-reg_T1D-15,T-reg_T1D-153,T-reg_T1D-156,T-reg_T1D-158,T-reg_T1D-170,T-reg_T1D-174,T-reg_T1D-2,T-reg_T1D-21,T-reg_T1D-25,T-reg_T1D-28,T-reg_T1D-29,T-reg_T1D-37,T-reg_T1D-39,T-reg_T1D-42,T-reg_T1D-44,T-reg_T1D-52,T-reg_T1D-61,T-reg_T1D-73,T-reg_T1D-79,T-reg_T1D-8,T-reg_T1D-82,T-reg_T1D-86,T-reg_T1D-87,T-reg_T1D-88,T-reg_T1D-93,T-reg_T1D-96,T-reg_T1D-97,T-reg_T1D-98
RPL35,8.45313826005,8.32089627422708,8.24354184577212,8.34215944977015,8.41690779341502,8.18274804974625,8.46809411454273,8.23682827524344,8.44119477051943,8.47575321415803,8.52645169646745,8.19078991432774,8.1827709236406,8.18899587589425,8.15759283261794,8.62921295473194,8.57475034002757,8.63021697830915,8.04418161665696,8.52636235786879,8.64571198584202,8.56477346440822,8.51183992675895,8.50703790808945,8.58742421492486,8.53903960305535,8.50596493198153,8.75183817730967,8.80284997074138,8.77293540851881,8.44050039038775,8.42070302748944,8.04249631173944,8.32484039891581,8.31100991051124,8.35273051063926,8.3313071758105,8.18412105303666,8.51667146862195,8.32592962834838,7.92860186842997,8.1970989589076,8.3230862297424,8.31359463714498,8.33928328073549,8.50300088603598,7.9545079365596,8.13618045988814,8.29011951786359,8.17129166033932,8.29002924496932,7.97814261796678,8.25724736807438,7.66379121605124,8.16364250662853,8.00009295013519,8.31211314969305,8.33980326270164,8.25013667953555,7.86733719088147,8.19259437506348,8.49335486319722,8.27319269972067,8.42883176239836,8.18696580480901,8.77043160084603,8.14073606925975,8.35569542080481,8.10650713118686,8.40082986020624,7.723064281989,8.21871903397161,7.96900215564546,8.29671503058459,7.96053322224965,8.02700924450533
ACTB,6.95377552334106,6.37982175140558,7.39307435902189,6.86196880865814,6.5839409522795,7.31646661583416,7.34516575390554,6.75189995344769,7.28006522931673,6.85148111395421,6.91188610165546,7.49024930402981,6.90947495738669,7.20888382904205,7.40451960206756,6.80120965651845,6.7329266595898,6.37927014260722,9.21155074709388,6.69578231380313,6.51018110790458,6.16891655228604,6.58340213865713,6.31620512249648,6.36100116082017,6.40627777652027,6.74008649780843,6.69562574157438,6.48674183764049,6.61980808793983,6.86562858345407,8.281911977558,8.4737449295103,8.42829705805356,8.52955171543487,8.39474056586605,7.55174754912651,7.51650057708527,8.12897002972965,8.32592962834838,8.18761583241034,7.60453475004841,6.44722054239902,7.91459265158464,6.89134134853319,6.94574987887358,7.65169822609981,8.62072161991962,6.90033220299773,8.78782491898681,8.2373755546739,9.9222654849453,8.147201328783,9.16727668937212,7.39340681678487,7.543329891348,7.94878505173437,7.06207144348312,7.23327029345173,7.30631146096065,6.99829647923857,6.29732114801892,6.91995676129018,6.36353698965241,7.32306137359074,6.89532205072348,6.34941130807022,6.45360667454889,7.32570869866487,7.20054662295669,8.30616890981302,6.8147520318797,8.53529843946101,8.88445321865061,8.91409111608392,8.55436832326292
ACAP1,3.54229966985905,3.77898428130691,3.35567448372545,3.52983769419277,3.20934200936926,3.61150142904829,2.52805875764377,3.16168468642255,3.89206996907143,3.58045656862504,2.38756541397089,4.10188437227112,4.48916033130469,3.49945288072452,3.83621694239555,2.90571631597527,2.81017148539656,3.05606949999996,5.0822649315315,3.57201542274861,1.57954716112657,2.91611320895535,2.3941227225945,3.01465767981372,2.8439365949229,1.57954716112657,3.55244195351962,3.39354197262674,4.24980412320376,3.77114674180223,2.992662858447,3.84133469244456,4.16707417033142,4.40344329186629,4.05035424475887,4.06824487951265,4.17689180453126,3.83329493087208,4.27025346326377,5.1626069565809,3.66008275735679,5.382129460782,4.28926171342303,4.75713652651223,4.60025480572721,3.41320029928984,4.22543729844739,4.61615810594905,2.6126857575403,4.94230534101279,5.13614943019394,4.26230527697137,4.42093344829477,4.08074460406583,3.98910953854742,3.47625352129361,3.64169644665282,3.94626629500274,3.88761009160197,4.08951343586629,3.3678465282569,3.00531447561236,3.61745931776804,4.30207117066696,4.52270142976488,3.47633049166303,2.66107134416939,3.61560643818002,3.4283983144836,3.43257056724329,4.747335302316,3.35797696826214,4.48721688514885,4.29642323271256,4.38429646122132,4.13088127916764
RPL37,8.98937938629857,8.86105572396331,8.5622687138539,8.58562253780678,8.71484794303996,8.61115325102525,8.88663154413352,8.76811227954774,8.58538041402033,8.83127899304332,8.80932601233571,8.44984941350853,8.3784050488684,8.72399232200866,8.59960610601123,8.82285510084519,8.66371965639679,8.77590225369958,8.32734339957707,8.79168462105078,9.24430176471892,9.03010689221283,8.77933800616966,9.09581487398604,8.89825041645577,9.0331055951174,9.00628921319216,8.91620899656048,8.91213559788672,9.14182104298419,8.6777147299566,7.98227389296587,8.1231600233669,8.58470371597953,8.22864252419799,8.53572086204576,8.58912329717238,8.60284871501404,8.70995024902128,8.36156400238899,8.37144271614232,8.64856463300085,8.96541263375967,8.72909783940777,8.68480881976796,8.90740032872506,8.32175502524106,8.29120734427961,8.94765873339142,8.27608967881222,8.3959173517228,8.49820106951126,8.21294630415078,7.66705275977775,8.81604456487743,8.48877047751444,8.3886998698167,8.8192657228618,8.58917980337668,8.64162402649577,8.60932184442298,8.59130703567804,8.69114361470553,8.53462730216321,8.45424326320957,8.98343225070025,9.00713158280955,8.5023346315293,8.48578478687074,8.69230716962206,7.87683399566429,8.13474227847094,8.173068659632,8.42850525456316,8.24206095067782,8.44136303531439
TBC1D4,2.43163990195842,2.4790906740168,2.41332459591424,2.86605798552475,2.76096378572017,2.92433697634276,2.52805875764377,2.52258216783168,3.0498581675294,2.5800524205451,2.70824516513825,2.78123046029609,2.59232751023418,2.48785341360734,2.91473459903383,2.90571631597527,3.27406083457956,1.57954716112657,3.64764571293588,2.19681767295646,2.56359779638843,2.36921322303053,2.71718896242439,2.48034939737178,2.5709623807843,1.57954716112657,3.18027960193488,2.53019148733508,2.53234503886273,2.33260066085741,2.74784609234518,3.84133469244456,3.08620846043548,3.30730953244437,4.28022882553964,2.92335498594296,2.75614673391649,2.66717377737429,3.6007565494639,3.16937767823718,3.27191858657789,3.84196045713351,2.54967820564063,3.29609641806025,1.57954716112657,2.82350575679111,3.23764807003452,3.62593909532013,2.6126857575403,3.04155460121457,3.61579510987052,4.26230527697137,2.89072704712472,3.47778805423487,2.65645830136028,3.93714984808183,3.45105297438945,3.33653272035791,3.10526022447352,2.70935393657317,2.75185892803208,3.52755585734853,3.4285170464061,3.40556183014201,2.82578318623899,2.72493208133169,2.66107134416939,2.30820651344947,3.20516253637885,2.45299328541308,3.21026143814328,2.69331907297504,3.51559611728649,3.70479624058831,3.23407986820742,3.64311614574349
PSMB10,3.01678596299025,2.4790906740168,2.41332459591424,1.57954716112657,2.42626828873288,1.57954716112657,2.89878890758217,1.57954716112657,2.25960484615036,2.08726081816438,2.38756541397089,2.56977571014087,1.57954716112657,1.57954716112657,2.74556735444778,1.57954716112657,3.06620433487219,2.45616474372077,4.11027716999033,2.19681767295646,1.57954716112657,2.36921322303053,2.95639934517695,1.57954716112657,2.15936042404382,1.57954716112657,1.57954716112657,1.57954716112657,2.53234503886273,2.33260066085741,1.57954716112657,3.2524532899658,3.51585069513597,3.62623889919975,2.92254663548632,3.50049671154701,2.75614673391649,2.89711340285444,3.3737826451938,4.12953528017033,3.41522542113172,3.84196045713351,2.92790250276294,3.29609641806025,2.37519823967096,2.31230137115612,3.23764807003452,3.47004166040626,2.6126857575403,3.33703576185695,3.42697022377526,4.70892422382621,2.89072704712472,4.03974790010837,1.57954716112657,3.16168468642255,2.56314522578104,1.57954716112657,2.17913867887087,2.70935393657317,2.41957515317454,1.57954716112657,2.5502024927556,1.57954716112657,2.82578318623899,2.72493208133169,2.66107134416939,1.57954716112657,3.20516253637885,2.79726730732143,3.96229022311225,2.14670649037518,3.33397469343473,3.70479624058831,3.6954250494611,3.90923309695458
S100A4,5.11678247496006,4.80004073891234,5.43405404605535,5.68636707395006,5.22962519696348,6.18636823480578,5.43516297005477,5.507013010872,6.10351920117527,5.50536886055715,4.74496012339543,6.70540403804612,6.05422855279153,6.14448954662789,6.48687451478628,5.939075113853,4.78642028517481,4.94107594350457,7.94127285858112,5.18132307532385,3.45183977912072,4.19712555511334,4.26378367010994,4.40615512869385,4.37252801858356,4.39944035177274,4.74538199238231,4.96594050506237,4.90737123557258,4.52875987066216,5.87273199686205,6.88439718864502,7.14421959648517,7.67845349209879,7.46422592064652,7.26111091925709,6.58810936784207,6.51333379310629,7.68027222509957,7.37853217441214,7.39296230745774,7.5363249718622,6.01730374951383,7.21480712222338,6.94694210761126,4.79241218862136,7.16838060463681,7.40117657630544,4.53511713544711,7.31844378080892,7.62947293883745,9.11137483340017,7.65493798310252,7.63410053757471,5.62642518031896,6.96565553635956,6.41425249409507,6.19909607441173,6.0228107211774,4.39095938044637,5.03576797511,4.41833683804552,4.39261208849562,5.83710172745127,6.33971204922064,5.84371498379571,4.53544017260617,4.22803150501065,5.85275938746875,5.42758827931774,7.12914631578033,4.9520858708798,7.48205339603486,7.65084706685632,7.2851461205674,7.39249271081984
RP11-864N7.2,8.31409614000655,8.26288976314744,7.60570640976917,7.75904529803682,7.77394951170796,7.87929483798592,8.03920392634218,8.00381670887791,7.53293015878281,7.65484181216965,7.84644965300485,7.59231564193441,8.28921963453864,8.12399333535177,7.49523072705571,7.8071076028457,8.1215237033214,8.77215224009105,7.53772194572438,8.10526740775443,8.58998296557686,8.39810512966506,7.69684760485615,8.30773339595746,7.83642986508464,8.50143751230363,7.88542954918764,7.51268598442624,8.82021150271512,8.19224553768925,8.18237573406485,7.04023820780529,7.553379076279,6.92695784087804,7.19864946774509,6.99719980106671,7.93284561930524,7.73124278879631,7.14733578319701,7.13252161447067,7.42426286437764,7.30989454442055,8.21140678404811,7.87617598422452,7.84943077245097,8.22770885883734,7.60895245444513,7.37058110492636,7.92268965391718,6.56106878369577,7.81160357909138,6.56669281483554,7.72872219508217,6.35823377188181,8.24883599295916,7.46444183784146,8.23123089804848,7.97360169813992,7.65305229784419,7.6764905240147,7.30457563716972,7.58973130256398,8.38654386190742,7.30169864810843,7.08322574025794,7.64711912163181,8.49756766407304,8.43899433661914,7.38754180227885,7.42579677842532,7.24670846228735,6.93555013347677,7.40444665269881,6.88824805099743,7.27497569892966,7.11355759695402
RPL27,8.02999800342778,8.07018750496726,7.87853825033456,7.80070951355336,8.10343775863962,7.92557118257762,7.94040851853686,7.9352722236352,7.91907215832503,8.01962816741169,7.97893454907947,7.72556087411162,7.68770380862733,7.94559481594581,7.72812831535689,7.97959100120113,7.77867123620849,8.2482304952787,7.63326476894848,8.14828091466884,8.38694258901286,8.08346803033141,8.11352977540255,8.11867199587594,8.19310221769206,8.26384757373307,7.89039160232715,8.25932053466957,8.34405221215204,8.34420489143223,7.91182991294566,7.56990733465177,7.4244760046843,7.79550284360334,7.60149468198371,7.79046828771058,7.901497931526,7.56480048973924,7.92200050466632,7.92271248019685,7.77926638455331,6.93914863259206,7.7945691975284,7.83169761712946,7.96161465089304,7.94828156610588,7.60895245444513,7.56326267094572,8.22219802743642,7.05391125202382,7.58801275605552,6.76131335208824,7.50551073532675,7.06535359056181,7.88363683984004,7.88366009262269,7.82561911876847,7.97360169813992,7.90398557271073,7.70344381481068,7.82585945910899,7.94510465451356,8.16436754235635,7.95690791466003,7.96292467552654,8.05509489125574,8.05740557935555,7.64834334908324,7.8843670206145,7.84978119783432,7.37028165594557,7.66471517013011,7.45151010474107,7.74581038315657,7.37358862349148,7.67373366899563
HCST,2.43163990195842,4.07451547220733,3.75788049606083,3.9594848097166,3.20934200936926,3.98905827129911,4.01228351843814,3.27594894936259,4.02251759968563,3.7597743325937,3.69911931552592,4.06979147388848,4.14969508864293,3.41253731884135,4.31879224446584,3.89292711190105,3.98243187641837,3.26277094845638,5.57232406056815,3.88935191169402,2.94661693449757,2.91611320895535,3.46449037741619,3.42817578417662,3.2378976598567,2.83069328515247,3.55244195351962,3.52074317732376,2.90456550027849,3.33486524025678,3.6445883977083,3.84133469244456,4.89500929939869,4.99109807336223,5.0676379434494,4.75524248857708,4.48433671777958,4.08975307281802,4.80588186721165,5.31669168713565,4.46975462155434,5.0294464536817,3.61647564027599,4.75713652651223,3.96926858308663,3.80783541225868,4.62592743985661,4.75065708080388,3.73364891762361,5.35193856586475,5.01527629409684,5.54909962196994,4.8139634275182,5.1138460545074,4.73176387978755,4.42213621065889,3.80766055310486,3.94626629500274,3.88761009160197,4.39095938044637,3.65100225097728,3.89435837779146,2.5502024927556,3.69310472435213,3.6290835748886,4.67105869421789,2.66107134416939,3.28277125420499,3.61733157833311,3.43257056724329,4.747335302316,4.05926115794242,4.907696498779,5.3841781921244,5.09564231255855,5.0365826367209
TRIM23,2.7682672396969,2.67284253202654,1.57954716112657,3.34717614192474,2.76096378572017,1.57954716112657,1.57954716112657,2.7248817109602,2.53278804934474,2.5800524205451,2.38756541397089,2.0818960638469,2.30288674697347,2.48785341360734,2.53989462339071,2.53319915157232,2.81017148539656,3.05606949999996,2.36521844634193,2.63328534785979,1.57954716112657,2.68318848375355,1.57954716112657,2.48034939737178,2.71728136501288,1.57954716112657,3.31740903963433,3.17371208268616,2.53234503886273,2.85662581838019,2.41662643881997,1.57954716112657,2.35809981799186,2.02234570486488,1.57954716112657,1.93827188094404,2.75614673391649,1.57954716112657,2.39655963462668,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.37519823967096,1.57954716112657,1.57954716112657,1.57954716112657,2.6126857575403,2.63448893426615,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,3.07084769263192,1.57954716112657,1.57954716112657,1.57954716112657,2.42160961008333,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.43901083304773,1.57954716112657,1.57954716112657,1.57954716112657,2.30820651344947,2.92851622435139,2.45299328541308,2.33945723740121,2.81759648760698,1.57954716112657,1.57954716112657,1.57954716112657,2.22202226586994
ZFAS1,5.54131377537367,5.74993215753798,5.78346434211867,5.68636707395006,5.6214898806766,5.53124676473618,5.47933942316227,5.00731340093316,5.47040276226582,5.35452383439274,5.77851724757581,4.82565391175591,5.56122909992526,5.10813658549376,5.39834586958078,6.1188524952874,6.04211764881764,5.71311662695914,5.23025977594676,5.34896890890791,6.41553755582106,5.69223135198759,6.34347047082792,7.03870155429108,6.44452088793767,6.52358990975812,6.39347937942718,7.23618438477423,7.04018381010299,6.61980808793983,5.31830161240288,5.38130188940082,5.60278458746042,5.272896152026,5.25572771666706,5.50279949248652,5.4456938674187,4.97788541164173,5.42117040312759,5.07882153260679,4.74603306124612,5.0294464536817,6.04828695412947,5.19524885144749,5.11359986796137,5.47166758223668,5.40771786298822,5.23469815707397,5.66056307616969,5.46592676304913,5.1929378624677,4.70892422382621,5.1209253729208,4.66425783595663,6.17252703912506,5.62820810028781,5.05058722915883,5.73852287906703,5.19506705570813,4.9429084801602,5.16807385786429,5.09578355148475,5.81735336578378,5.52997787979572,5.0612411939357,6.19657201318999,5.73671639681615,5.26502965817245,5.40203905615559,5.22346227813857,4.54941491762858,5.87519595438034,5.20698504001049,4.92078247226106,5.14146346556864,5.36855788515973
STK10,2.43163990195842,2.4790906740168,2.59395631960244,2.5038031419381,2.42626828873288,2.75408592664554,2.89878890758217,2.7248817109602,2.53278804934474,2.79348386808589,2.38756541397089,2.95491529973136,2.59232751023418,1.57954716112657,3.30487893346601,1.57954716112657,1.57954716112657,1.57954716112657,3.26130125549064,2.44608855412247,1.57954716112657,2.91611320895535,1.57954716112657,2.31893644363408,2.39419048759665,1.57954716112657,2.84326698467156,1.57954716112657,1.57954716112657,1.57954716112657,2.74784609234518,3.2524532899658,3.08620846043548,3.35197587798937,2.92254663548632,2.51463613653479,2.75614673391649,2.89711340285444,2.80694525327963,3.16937767823718,3.27191858657789,4.55882357621348,3.20444426032722,3.72532551317178,2.37519823967096,2.31230137115612,2.57080330282005,3.89053201705637,3.53669381241255,3.04155460121457,2.92741458972059,3.59419082505092,2.89072704712472,3.34260924275588,2.65645830136028,4.11865767070822,2.94600884270194,2.85790285166859,3.00067590557924,2.70935393657317,2.41957515317454,3.00531447561236,2.92860782022993,2.43901083304773,3.29452695789063,1.57954716112657,3.0769907393091,2.81681285217187,1.57954716112657,2.45299328541308,3.34943652630086,2.81759648760698,3.51559611728649,3.1013589032213,1.57954716112657,2.9732376728959
TMSB4X,8.48373994197716,8.87218341996077,8.68427622343846,8.69570928705669,8.57355637946488,8.88039084987688,8.80259212523512,8.63998582360463,9.13798518832524,8.65777674049248,8.8369135582646,8.82770803145771,8.30330453069902,8.75294247518737,8.77275319339321,8.45643473209298,8.81935852755196,8.5271886301217,10.4969081996298,8.82210769655152,8.33944964368509,8.49673602142493,8.6795881024397,8.47486142291309,8.68669984901697,8.20657839186124,9.31752844013582,8.36514875005397,8.5401559124735,7.99436501064514,8.94636554420714,9.90354654975809,10.0667290119936,10.4164080098463,10.1445912821763,9.82256657568563,8.70258666239572,8.90570876368063,9.81663040917542,10.3239271798618,9.41016311662368,9.67002198450882,8.7090306604159,9.44325275031101,9.05976817172026,8.51858001753657,8.99640852716933,10.1939934474649,8.41706061208038,10.3798156632467,10.3873056444201,10.9024428113525,9.82131416922279,10.5072971387876,8.53322476032199,9.38983163775853,8.81594947248694,8.39451316239812,8.54130654523912,9.20062340255332,8.49727048035636,8.62638964318863,8.70091719394501,8.72172020628621,8.67407793785981,8.62568945073407,8.72459834963419,8.8696344423625,9.36120814348022,8.78017413649177,10.4443651300123,8.98335818818068,10.341735431231,10.6795701684089,10.2816070342742,10.2852904870575
RPS27A,9.51257144081179,9.63919755585238,9.33859023612543,9.40109635112665,9.44655087720445,9.37614042029426,9.56963262372335,9.4538384996316,9.45408293796532,9.65115232499663,9.58876476492476,9.2671678599988,9.44544262976144,9.442705418845,9.54406444195638,9.64543080368436,9.6489623228193,9.76230672527942,9.05278728091328,9.6111038638422,9.7227190569872,9.71970879513119,9.58888007123346,9.66666360684322,9.6839987387684,9.85267875366286,9.442705418845,9.75164308287844,10.0279814952031,9.97733388783113,9.56448554099447,9.26809187726093,8.98615740627641,9.37507940150687,9.19159857349391,9.39793444567422,9.49638053417953,9.43360180597787,9.52369568559312,9.20384479641878,8.9571552228796,9.04195156301449,9.44360323729626,9.29280150274466,9.442705418845,9.57399212331573,8.84810757806291,9.16315035057418,9.46775674157799,9.26613355106784,9.23324174640726,8.12675979394988,9.08715992284317,8.73095295543349,9.62720027846091,9.30183460383923,9.4961271917458,9.72688988636954,9.45529092911556,9.46752627103252,9.33515570661774,9.43599863933974,9.56241877770199,9.65790502768052,9.37138356029601,9.6037949324204,9.56154170248708,9.48734124648219,9.3426019258795,9.44764898944844,8.88468497691379,9.41572620291268,8.99483215858336,9.28935379995109,8.99683992457557,9.2189161820231
RPL32,9.70666046793383,9.83672950826664,9.58695128813428,9.47757435594393,9.50451385676247,9.36244427692881,9.59483553719562,9.57516692493758,9.57673520939424,9.78987989203972,9.71966612104871,9.39738694194547,9.3805007723432,9.45282322263699,9.60005210072974,9.77595427498902,9.73163694529848,9.83779644530999,9.34451531637885,9.74415449479529,9.82855478506171,9.85885501806114,9.86193399736973,9.5526006493948,9.90771751298768,9.79168234104497,9.56720746256067,9.93135103208295,9.87647824871305,10.0368876298651,9.72831756765401,9.05325153454638,9.15137683481943,9.46297836607943,9.27819787985595,9.47225189837904,9.63813684094858,9.45022321788399,9.56490668696111,9.43882584466954,9.19117166117692,9.35072709930653,9.81791977113675,9.48213689108556,9.6240993706678,9.72262744152926,9.11186955535237,9.52437545691857,9.54082469177365,9.33865349809133,9.54081828133144,8.47065038886972,9.12862964456284,9.04727842832678,9.76081820805747,9.35963944764323,9.67750565174641,9.55022231254011,9.67916354799457,9.30107798901946,9.4406218741133,9.29048455828653,9.51334632561096,9.68112949366216,9.39190770756319,9.82513504719917,9.6838816570364,9.67495953027725,9.55144881511519,9.58763841668933,9.22462850604417,9.5869987878248,9.10357080060908,9.41601749847602,8.9937435170011,9.24207226759359
AC002056.3,2.43163990195842,1.57954716112657,2.17315978239507,1.57954716112657,2.76096378572017,2.26994414081064,1.57954716112657,2.25219944321332,2.90516241547922,2.45020525317582,2.38756541397089,2.44118021644975,2.30288674697347,2.48785341360734,2.53989462339071,1.57954716112657,1.57954716112657,3.59265631648193,2.36521844634193,2.19681767295646,2.28198457563194,2.68318848375355,2.3941227225945,2.48034939737178,2.39419048759665,1.57954716112657,1.57954716112657,2.13494947327236,1.57954716112657,2.63309072257353,2.41662643881997,1.57954716112657,2.35809981799186,1.57954716112657,1.57954716112657,1.93827188094404,1.57954716112657,2.35749778399109,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.72493208133169,3.0769907393091,2.81681285217187,1.57954716112657,1.57954716112657,2.33945723740121,2.69331907297504,1.57954716112657,1.57954716112657,1.57954716112657,2.48093757819754
ITGB2,1.57954716112657,2.67284253202654,2.98735000561441,3.34717614192474,2.76096378572017,3.77575087437843,3.38980496850419,3.16168468642255,3.49487102328316,2.79348386808589,3.13965403617273,3.85929377887893,3.27135856328573,3.31901698062388,3.76157307014496,3.178461883731,2.46250744653667,3.05606949999996,4.51401454146704,3.33516739897555,2.56359779638843,2.68318848375355,2.95639934517695,3.01465767981372,2.39419048759665,1.57954716112657,3.18027960193488,3.32465099886996,2.53234503886273,2.63309072257353,3.3621069276877,4.5580832747617,3.83478873674729,4.0446685372302,4.28022882553964,3.66719950823164,4.4136447600352,3.73549267512626,3.7197061432468,4.56399463696846,4.69496326009514,1.57954716112657,4.05890757783709,4.71367469830845,3.87703811010251,3.15608228577573,4.53609343321722,3.62593909532013,3.01242269292752,4.68237512349934,4.8831323000745,5.54909962196994,4.74367739570348,4.74152005004561,1.57954716112657,4.11865767070822,4.0877443085056,4.17013123054236,3.9900159059597,4.24849620684428,2.75185892803208,3.52755585734853,3.20526973454587,3.557476433925,3.00503808516518,3.72711060227444,2.66107134416939,2.59963225764853,3.20516253637885,3.25711984818774,4.38008345047375,3.28379863940519,4.44573808609304,3.90203923936728,4.22045270142717,3.78291118951307
SEPT9,3.21896773727332,3.56345133089651,3.35567448372545,3.68933001361983,3.53121670143304,3.52076656921757,4.01228351843814,3.87074899694047,3.49487102328316,3.31335743795092,3.58100631318699,3.56193630623759,3.94203243468875,3.10660143732955,3.68241298827311,3.74823566961021,3.06620433487219,2.45616474372077,4.51401454146704,3.49795675473352,2.94661693449757,2.36921322303053,2.95639934517695,3.3057336770515,3.2378976598567,3.30095718097426,3.83929955097652,3.32465099886996,2.53234503886273,3.19661807622443,4.0728517266429,3.2524532899658,4.16707417033142,3.55379035943608,4.47711578167376,3.94751669954316,4.2604174218697,4.08975307281802,3.4695729521388,3.73675619194164,4.34184240642185,3.84196045713351,3.42760274389628,4.36454272363701,3.55374399540278,2.82350575679111,3.65599545209538,4.38652758250494,3.53669381241255,3.94689136794093,4.73734491375467,4.26230527697137,3.869696894926,4.49564607968162,3.37107184483777,4.2787512307042,3.45105297438945,4.17013123054236,3.93979311581813,4.08951343586629,3.65100225097728,4.18134989130542,4.48775403555207,4.21776626568122,4.11467798632854,3.72711060227444,3.0769907393091,3.14787926209368,3.92812383129249,3.96052539462185,4.38008345047375,3.02816406532024,4.21736739221603,3.80710861449915,4.03430840452202,4.44879182941658
TMBIM4.1,1.57954716112657,2.4790906740168,2.74335152136787,3.13193799326416,1.57954716112657,2.26994414081064,1.57954716112657,1.57954716112657,3.2930154765493,2.8847993512026,2.94580899414263,2.95491529973136,2.80811200709081,2.98348653496481,2.26476371954352,1.57954716112657,3.4508886745241,1.57954716112657,4.11027716999033,3.33516739897555,2.56359779638843,1.57954716112657,2.3941227225945,3.16935551120579,2.5709623807843,2.47765413932836,1.57954716112657,2.79305605649421,3.39731361745168,2.63309072257353,2.41662643881997,4.81291157158064,3.83478873674729,4.23575911203025,4.05035424475887,3.42170620908582,3.65784970388678,3.24604117862258,3.02942427515844,3.16937767823718,2.91835933257837,3.84196045713351,3.61647564027599,3.52893244472471,2.92580666127466,2.31230137115612,2.95629513725393,4.30069138954547,3.90468882830395,3.77370821758699,4.17813323957344,5.04718375315085,3.99931647342843,4.46545225254309,1.57954716112657,1.57954716112657,2.94600884270194,2.85790285166859,3.00067590557924,3.14112342243041,2.99740520517788,3.00531447561236,3.4285170464061,3.02860858840921,3.00503808516518,1.57954716112657,2.66107134416939,2.30820651344947,2.55013440492589,3.43257056724329,3.69191246573747,2.81759648760698,4.11421092933107,3.90203923936728,3.6954250494611,4.02460740849737
ISCU,4.36238921204548,4.8311314967589,5.28930225394631,5.22762967633153,5.18802981497151,4.38525597607011,4.13089859265672,4.97705875504054,3.6686229790516,4.64780655779423,4.79643246395738,4.43771953329898,4.21241082511478,4.69117087899938,4.41683643900065,4.90956508862796,4.59004994373149,3.26277094845638,4.57119122219923,4.54672907306834,5.36351270040541,4.52555294171239,5.35690378898783,5.00800565438691,4.96037633320778,5.15502309401523,5.13118999928772,5.23188575258193,4.69531706947797,4.77123914603211,4.98014599622034,4.24608703466211,3.73694108742951,3.62623889919975,3.27701401489756,3.94751669954316,3.65784970388678,3.5145122131373,3.3737826451938,1.57954716112657,4.88899323911796,1.57954716112657,3.42760274389628,3.81337919406754,3.28097999364545,4.87304833462244,4.86535471963904,3.29178340651389,5.03978365300129,3.94689136794093,3.61579510987052,1.57954716112657,3.5644881352857,4.03974790010837,3.98910953854742,3.72702627457928,4.0877443085056,3.67716554299662,4.48133081225292,4.08951343586629,4.6683840511829,4.62066419273583,4.88536579345048,4.0317415339686,4.36234574889739,4.97716910550487,4.74206620020479,4.77912706487242,4.39245442136753,3.58616692529401,4.04145015962354,5.72970160059857,4.21736739221603,3.650457094054,3.81828309603426,3.90923309695458
