,T-reg_H-1,T-reg_H-10,T-reg_H-11,T-reg_H-13,T-reg_H-16,T-reg_H-18,T-reg_H-23,T-reg_H-25,T-reg_H-26,T-reg_H-27,T-reg_H-33,T-reg_H-36,T-reg_H-37,T-reg_H-4,T-reg_H-40,T-reg_H-43,T-reg_H-45,T-reg_H-49,T-reg_H-55,T-reg_H-56,T-reg_H-57,T-reg_H-59,T-reg_H-61,T-reg_H-62,T-reg_H-63,T-reg_H-64,T-reg_H-65,T-reg_H-66,T-reg_H-68,T-reg_H-69,T-reg_H-7,T-reg_T1D-1,T-reg_T1D-102,T-reg_T1D-104,T-reg_T1D-106,T-reg_T1D-118,T-reg_T1D-12,T-reg_T1D-121,T-reg_T1D-124,T-reg_T1D-127,T-reg_T1D-129,T-reg_T1D-132,T-reg_T1D-135,T-reg_T1D-137,T-reg_T1D-139,T-reg_T1D-14,T-reg_T1D-140,T-reg_T1D-141,T-reg_T1D-15,T-reg_T1D-153,T-reg_T1D-156,T-reg_T1D-158,T-reg_T1D-170,T-reg_T1D-174,T-reg_T1D-2,T-reg_T1D-21,T-reg_T1D-25,T-reg_T1D-28,T-reg_T1D-29,T-reg_T1D-37,T-reg_T1D-39,T-reg_T1D-42,T-reg_T1D-44,T-reg_T1D-52,T-reg_T1D-61,T-reg_T1D-73,T-reg_T1D-79,T-reg_T1D-8,T-reg_T1D-82,T-reg_T1D-86,T-reg_T1D-87,T-reg_T1D-88,T-reg_T1D-93,T-reg_T1D-96,T-reg_T1D-97,T-reg_T1D-98
B2M,8.50520752222418,8.4428416111306,8.7884161766147,9.08773250755088,8.44787820236272,9.01682288921482,9.36511463007713,8.34058741247668,8.84935759432685,8.42641741909956,8.852015031219,9.26973683712238,9.12698467034711,8.9007015196349,9.09800964939166,8.39391544475159,8.80079752304504,8.66298697195061,10.4080595076644,8.81144325129912,8.77509628230776,7.85653804372093,9.33282464097061,8.81013712012868,9.08920324443099,8.62460216314901,8.71056891896384,8.97910154435053,8.56611490554597,8.80284379311212,8.9033648071132,10.3629883606305,10.3490890165395,10.6668548797031,10.3584423046834,10.1624294149211,9.29159607339688,9.66005192079166,10.1921308555635,10.4616414433937,9.87112303122746,9.71698740594208,8.96135709283674,9.73514184268487,9.4252034647528,8.26143454659458,9.95849420173856,10.4248778168476,9.34894121207718,10.7731788044568,10.3583212201674,10.6310048148847,10.3085404775783,10.7325454679846,8.99437800878549,9.60733812115767,9.21691792449484,9.12126448361161,9.13883084437176,9.07727604150003,8.58603272244991,8.94629205591808,9.02651490700791,8.92346666433664,9.45990733300638,8.54364861182596,8.21097046768251,8.46466516354058,9.49359427459203,9.29260112339237,10.6812405359978,9.35620307561831,10.3733001462801,10.6779658784633,10.2929873621086,10.4055347311623
IL32,3.54229966985905,3.56345133089651,4.42424611406334,3.83130709672033,4.34840122605831,4.69280614035129,4.43522133478809,3.64876628552994,4.4913778916506,3.80098955986656,3.90738531209322,4.06979147388848,4.21241082511478,3.98366245204895,4.99104661648197,4.14236137479172,3.06620433487219,3.85426020083541,7.38921736389515,3.70836243124839,3.45183977912072,3.41231047399698,3.59541175701709,3.09465847195753,3.53179362080655,4.94515284538258,4.83142442891545,3.17371208268616,3.74653215955344,3.57168249697505,3.76536845870982,6.77027412140709,7.05023455389696,7.50896280118664,7.44898618864153,6.71018491130189,5.4802051018699,5.33910768793837,6.37472408412617,6.93370702744901,6.15512703714718,7.60453475004841,3.92717859488496,6.12999918230203,4.94770560456442,3.29154337347553,6.38612204176577,6.96905755317909,3.53669381241255,6.65980606490495,6.6002100259864,8.47065038886972,6.9641373303855,6.9734723356494,4.73176387978755,6.07405667806307,5.92358420079186,3.94626629500274,4.29745229932985,4.39095938044637,3.88284848197991,3.89435837779146,3.78204897496768,3.92816363650509,4.83784588466672,4.42223703499487,3.61939097538404,3.61560643818002,4.9528267592847,4.82012163979856,6.83940081714414,4.05926115794242,7.14925170227839,7.68320132965765,7.11312463815535,6.67672180698483
RPL9,8.7834131944388,8.80409208164425,8.37647674910193,8.59038119336561,8.58155807394556,8.33076735441222,8.53733281623608,8.51770631781536,8.42424693725038,8.62398410632932,8.63869203637373,8.34004821775707,8.27499584640077,8.57909480685142,8.31838090033851,8.59929911389666,8.46114142306913,8.79080557824623,8.09300741873605,8.70215002248309,8.9871781650103,8.75765320060346,8.73695714973544,8.76028448400667,8.89825041645577,8.7739963860281,8.69079737426852,9.03813616027187,8.99855136860051,8.9631298296434,8.48284498447947,8.21808274954255,7.82142177848989,8.20924191494511,7.95429789481507,8.32207576117516,8.48300859780926,8.40862566138451,8.45324984105234,7.94637471818354,8.14598614424772,8.28284919364183,8.75192435727844,8.39056137982772,8.48155340314567,8.47132858270287,8.05345953910445,8.21864091167829,8.71488000139421,7.98405767167583,8.38989922911137,8.1956943838416,8.07831591111512,7.74628233888394,8.51957566488657,8.06569252602767,8.305543514055,8.64068652492899,8.47277383738976,8.30582285304086,8.15087636976888,8.16784728197817,8.46893256290745,8.55152940036134,8.42466492102613,8.73726331101148,8.82877857107673,8.36594901660555,8.4163051360286,8.49867797909148,7.952927891419,8.47165019194637,7.97974279822785,8.30505441595287,7.73431468219009,8.1422786390548
RPS29,10.115406116121,10.3372420823233,9.90452004005154,10.059371414444,10.1555392537282,9.81202810894596,10.2830682882149,10.0728732481113,9.87266325752929,10.0843721607981,10.1700014176061,9.8845427445852,9.83414123991585,9.91840734803065,10.0430182516036,10.2646238348134,10.2427801661909,10.2714420728273,9.64386688874793,10.1081305589716,10.7657196762755,10.435476250423,10.242395642701,10.3796872571879,10.3131358969297,10.2793420694167,10.354518622281,10.5761700033913,10.6914493561112,10.6290165999897,10.2375521154733,9.57878663879482,9.52063222239352,9.75027007426391,9.64701999830024,9.68251788077804,10.0172309294953,9.90479447944744,9.91405913692642,9.80835835051824,9.56909262751715,9.58818005021608,10.1756234368356,9.71351824727721,9.97090587669869,10.2792614725923,9.41449681097743,9.85413720539141,10.1607516080251,9.53661068957472,9.86315477696958,8.77090233947785,9.55596211318986,9.0831173534562,10.2085346972763,9.87159492732704,9.98145084601928,9.98752104269592,10.0008379456076,10.0796264932859,10.1037000610356,10.0708787171878,10.0738463319329,10.0032673335006,9.63081687015032,10.3400209660965,10.1382088520294,10.1703064584372,9.76911149129883,9.9929685125749,9.46531803542096,9.82066559425321,9.53830290301508,9.60008824643336,9.52456292325081,9.6354569609583
OASL,3.79929026691849,3.48270177855543,3.8141903272963,3.9594848097166,3.53121670143304,2.54702820778177,1.57954716112657,1.57954716112657,3.49487102328316,3.18760157509993,2.70824516513825,2.87173358487721,3.8650078843337,3.49945288072452,3.59809269841604,3.178461883731,3.60561459906307,3.59265631648193,2.67772940941988,3.14694525868056,5.72191021816227,3.65688116070877,4.9601731248231,5.67628527077877,4.68314777823804,5.49992275701678,4.45020865002489,4.13565759028229,4.44543669959814,4.23501894886495,3.19203576711088,1.57954716112657,1.57954716112657,2.80015915463393,1.57954716112657,2.68929595519125,1.57954716112657,2.66717377737429,2.24954780217872,1.57954716112657,2.91835933257837,1.57954716112657,2.92790250276294,2.60817253412081,1.57954716112657,2.60525303641229,1.57954716112657,2.82368895943175,3.01242269292752,1.57954716112657,1.57954716112657,1.57954716112657,2.52207954583264,3.41205260937258,4.91161105723549,2.7248817109602,2.56314522578104,1.57954716112657,2.60390675712482,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,3.69310472435213,2.31369529962857,4.27884909719321,1.57954716112657,3.61560643818002,1.57954716112657,2.45299328541308,2.64248370970212,5.92059059297393,2.23316041949112,1.57954716112657,2.44008599677508,2.83513835819156
PTMA,7.81989723763605,7.89576319908063,7.9034935213967,7.79247240886918,7.80845444478997,8.29275681920414,8.03183995142084,7.87555323656142,8.36331050919784,8.07870459812211,7.85247014135413,8.07999807911057,8.25339366602481,7.99836315793034,8.02307348424655,8.11965091899824,8.02246590979131,7.5369008667233,8.58115055566051,8.1900487599189,7.40908114410991,7.59398260725902,7.65543169293516,7.49218788387184,7.1786243238589,7.22355135339997,7.4872454376902,7.45114774555943,7.89740981282999,7.78688806393808,7.84846126536996,8.21808274954255,8.67915767093068,8.60902408779563,8.693672853647,8.51316034086163,8.12422962167907,8.41992162767555,8.39537213601227,8.70453429341876,8.31412499752453,7.30989454442055,8.07541539305663,7.92403903156587,8.28425247789763,7.63608329124299,8.36091921495967,8.38090669844138,7.65142705055712,8.40966822826831,8.49456121466283,8.77090233947785,8.51874139289552,8.42487869568393,8.33707985686367,8.60364194920784,8.47319659193394,8.19935679585914,8.14194127914426,8.28812845222926,7.94659755828612,8.34679276721614,8.10671261035847,8.02505774725954,7.925867178376,8.16893199097618,7.92784567350452,7.87108018567569,8.53578287720384,8.48054481663274,8.23886612045294,7.84289826554504,8.29274291579022,8.61445328057167,8.5382814708853,8.58864681248041
SH3BGRL3,4.57581717284496,4.52294561717437,4.23619645871578,4.46417257272711,3.66553508128387,4.52543436968368,5.68181794117346,4.37597377386594,5.03405811421566,4.4859634156572,4.38872586763933,4.95168514352726,4.95451470018703,4.62009865661534,4.78857078302813,4.44746958391792,5.06296418081739,3.85426020083541,6.27863374741334,4.36050521977596,3.80855414083404,4.26936076830273,4.01685269093662,4.0232666918881,4.26396370348423,3.77592805505341,4.70030508117831,4.17304310137727,4.53379065088101,3.77114674180223,4.32318487991287,5.38130188940082,5.7053188281649,6.15214677705248,6.25455767412191,5.83973301691814,5.09056524027951,5.2054111051541,5.98322470204432,5.80651627710031,5.44447295876642,6.43865983964509,4.39139789077009,5.47913646541484,5.07390860670687,4.51839083171441,5.55067385929582,6.07267595588996,4.53511713544711,6.34061517584023,5.66298737386959,6.84957557855813,5.7385185939374,6.1120856190532,5.3448278440414,5.73994244954079,5.22901101382329,4.68164252092896,4.64372016066092,4.52012456192962,4.60710499631184,4.62066419273583,4.06003317347837,4.78145495774446,5.28397433166588,3.72711060227444,5.15555508425084,4.22803150501065,4.88519437966541,5.42758827931774,5.73686390182114,4.05926115794242,6.02508153430002,6.13141272180067,5.78404805842829,6.09837438838822
SERF2,4.43723190618445,4.66832261199445,4.73784833164382,4.37698514748559,4.42303184321464,5.39371508005561,3.73797602754683,5.03693598424965,5.55622916736065,4.66947171028838,4.31936433661734,5.52508763038973,5.02480413493187,5.43004977717406,5.59651496617489,4.61897885246224,3.98243187641837,4.16972456463919,6.73793921699231,4.80107287686151,3.45183977912072,3.65688116070877,3.82291611239666,3.90793427934366,3.76981222032913,3.9019786531581,4.45020865002489,3.97487631999397,4.61688144121404,4.29897347302308,4.53496625332746,6.1022975107703,6.39820755607702,6.50343176724224,6.48142839445154,6.26677168288803,5.61048103011267,5.54661487940067,6.6589054091001,6.13013598542052,6.17369056856835,7.5363249718622,5.66398192600627,6.22491441948674,5.7627180434128,4.51839083171441,5.24884629606459,6.21744420766859,4.72415630493271,6.50903925870927,6.0162833179887,7.28892359487475,5.87510715077532,6.16849400941399,5.28117722778903,6.19644897828954,5.61801649241272,5.35113916674047,5.44226582283259,4.638331747894,5.16807385786429,4.18134989130542,3.4285170464061,5.56382818182263,5.57598138327062,4.78064606930973,3.82221202286489,3.79714814451392,5.19508292187037,5.22346227813857,6.22093750077778,3.97288410438641,6.411482060012,6.73610175472731,6.0461903263732,6.34324695550351
OST4,4.7609246154763,4.8311314967589,4.87177212775187,4.46417257272711,4.42303184321464,4.87736695281198,4.60634072836106,4.97705875504054,4.94095514228834,4.94223976437457,4.98538426235079,4.82565391175591,4.99009508679273,5.00099432678775,5.22263259901655,4.90956508862796,5.20623016156983,4.64172346124054,5.57232406056815,5.08946586916309,4.47220921430154,4.97256118609122,4.71053288833509,4.37801984769828,5.02741690153012,4.22157883637719,4.60556309180497,4.44030702851151,4.76960369132797,4.58072942057848,4.77507746304975,5.52954389577588,5.46333947837876,5.62927151856109,5.5706694909206,5.6058380158081,4.67716319745613,4.80299070897217,5.42117040312759,5.58245706308272,5.05957143424235,5.66470556980402,5.07793557105793,5.34424045873041,5.29697144035533,4.94932991805786,4.86535471963904,5.36525634579506,5.03978365300129,5.29133936797158,5.24754750064568,6.07461551815357,5.46283004465965,5.26014687108231,4.99362152951728,5.2286145107768,5.65996857423357,4.68164252092896,4.99472055963288,5.03140571817334,4.78346018615391,5.34222212387792,4.88536579345048,4.94551848019842,4.6665021823276,5.06606440754159,4.64255687457368,5.10990263396804,5.01737558883826,5.34940602380994,4.83673920772449,5.01662835894566,5.53437820050014,5.77012717543294,5.53324060941412,5.52848883722717
NDUFA11,3.01678596299025,2.67284253202654,3.18610088548217,2.86605798552475,3.00816153790672,3.69622520556611,2.52805875764377,3.38020047625289,3.0498581675294,2.79348386808589,2.70824516513825,3.78102312952518,3.27135856328573,3.10660143732955,4.09886851640234,3.39880896346187,2.46250744653667,2.80156996844973,4.72991610253362,2.78789574189435,3.09514472867224,2.91611320895535,3.46449037741619,2.48034939737178,2.71728136501288,2.83069328515247,2.32440582952115,2.53019148733508,2.90456550027849,3.0396882077793,2.41662643881997,4.81291157158064,3.83478873674729,4.32214746951148,4.70262124070003,4.11685581095678,3.52389905732504,3.5145122131373,4.11047026735065,4.12953528017033,4.20086074057495,4.55882357621348,2.92790250276294,3.41800576138642,3.4248855148208,3.00247792884146,3.4643556831539,4.68501733292429,3.3031304885691,4.36307139363453,4.48566134344451,4.70892422382621,3.5644881352857,4.33764856019017,3.37107184483777,4.97705875504054,3.95501496300897,2.85790285166859,3.59026151176685,2.70935393657317,3.51738019206671,3.00531447561236,2.92860782022993,2.77828365810921,3.6290835748886,3.72711060227444,3.0769907393091,2.99495289422676,3.92812383129249,3.05099807639234,4.54941491762858,3.49405826870092,4.44573808609304,4.57474147176632,3.93065913091775,4.52765099910419
RPS20,8.60004051514709,8.66811624855707,8.31270496285965,8.38661051645658,8.38525782226194,8.28309559080267,8.40679445936397,8.53582234329278,8.49629123155453,8.65108124685593,8.4960108209757,8.27504163850758,8.08424399204746,8.43596462319161,8.45740134036049,8.55323206445849,8.45165408805458,8.65078529606732,8.17239661080513,8.59844057418126,9.01767064243898,8.56127143545547,8.58718164350032,8.88305392654749,8.83163906186545,8.99978310068607,8.77904844702102,8.8448312833423,9.11215111943259,8.81623619546038,8.40570631777004,7.95642563951096,7.86070168439533,8.35391343662628,7.99158329727995,8.33789874657357,8.3592637353582,8.31895282534201,8.37412552242203,8.10195754310746,8.14128557500037,8.47726601924316,8.5068360174403,8.35956970766019,8.33095245698915,8.42908672768412,8.04546797647769,8.11787989369993,8.5212217604759,8.1374519473377,8.15460575081551,7.01136818112298,7.92197073457442,7.7767942609166,8.56014151072831,8.03326565596559,8.15288075733826,8.37287756568414,8.27718173340902,8.20570240421735,8.375776463713,8.53087067002602,8.29271398623356,8.5002171110762,8.16328093383978,8.77043160084603,8.66954384561441,8.34536841585512,8.34330875333803,8.39600068420981,7.74034605198426,8.32779313007906,7.98330531122982,8.19269008569288,7.88231577766509,8.11117237787966
RP11-22P6.2,3.01678596299025,2.4790906740168,1.57954716112657,2.5038031419381,2.76096378572017,2.26994414081064,2.52805875764377,2.52258216783168,2.90516241547922,2.29395207012415,1.57954716112657,1.57954716112657,2.59232751023418,2.48785341360734,1.57954716112657,3.178461883731,2.81017148539656,2.45616474372077,2.36521844634193,2.92145848669035,2.56359779638843,2.68318848375355,2.71718896242439,2.48034939737178,2.95650873332952,2.83069328515247,2.62185787024901,2.53019148733508,2.90456550027849,3.0396882077793,2.41662643881997,1.57954716112657,1.57954716112657,2.45512474871016,1.57954716112657,2.19773815982495,1.57954716112657,1.57954716112657,2.05541789158311,1.57954716112657,1.57954716112657,1.57954716112657,2.92790250276294,2.31442879130269,2.37519823967096,2.31230137115612,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.54931553746191,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.7248817109602,2.56314522578104,1.57954716112657,2.17913867887087,2.70935393657317,2.41957515317454,1.57954716112657,2.5502024927556,1.57954716112657,1.57954716112657,1.57954716112657,2.66107134416939,1.57954716112657,1.57954716112657,2.45299328541308,2.33945723740121,2.14670649037518,1.57954716112657,1.57954716112657,1.57954716112657,2.67505453805979
CRIP1,3.54229966985905,2.97049916072999,4.27591427407581,3.34717614192474,3.66553508128387,4.80641554462357,4.23999746846018,3.80084934223308,4.73405968145437,3.42719347775247,3.58100631318699,4.80669511754241,4.71988429981112,4.42479827487828,4.82439665959325,4.14236137479172,3.98243187641837,3.43868210493205,6.05991625468308,3.64199513252491,2.77386130802735,3.41231047399698,2.3941227225945,3.23951454361046,2.15936042404382,2.83069328515247,3.31740903963433,2.6710077636921,3.17711328073874,2.85662581838019,3.51127492953124,3.2524532899658,5.57596152625858,6.48066619154371,6.54018203454186,5.25025139654574,4.48433671777958,4.80299070897217,5.32947019832491,5.5205024631432,4.84293067729202,5.0294464536817,4.17893531932804,5.22631938231848,4.54278157373851,2.31230137115612,5.30379290701915,5.59524149298232,3.73364891762361,5.66980504346501,5.70249921048772,6.21429000202512,5.84215972574646,5.01412093635324,5.07114548268124,5.507013010872,4.77129510851246,4.81757123496771,3.52158912040428,6.15832747048245,4.60710499631184,3.89435837779146,3.92826489432316,3.92816363650509,4.47127813848035,3.72711060227444,3.99793555434259,3.70954596510115,4.17994407270285,4.06502220162958,5.24746370172299,3.61678463324566,5.83265032854749,6.04426735289101,5.09564231255855,6.20846109678559
GSTK1,3.39128207635084,4.17667748763458,4.35206924022241,3.9594848097166,4.00122034597401,4.4802601952237,3.17034257953065,4.32821841701463,4.53486281498722,4.18605341408114,3.45079438129432,4.82565391175591,4.58606031000214,4.5452262536414,4.67527635779229,5.20482943867651,2.81017148539656,3.26277094845638,5.2988617999701,4.19106441227079,2.94661693449757,3.41231047399698,2.71718896242439,3.16935551120579,3.15162451548403,3.63645152009822,3.44049381596388,3.45876793237488,3.17711328073874,3.33486524025678,4.24471671628399,5.38130188940082,5.09811691367173,5.47146139564669,5.32451848594829,5.45450900989999,4.79240067159989,4.84878518646118,5.32947019832491,5.24173129814319,4.79531430239399,5.0294464536817,4.57555080978429,4.79929672325938,4.75975605819387,4.35816755616962,4.71034626841868,5.36525634579506,3.73364891762361,4.86086845915169,5.30014126865522,5.04718375315085,5.27758647525322,5.27742132564058,4.73176387978755,4.55207965403603,4.60773069500937,4.5311264609846,4.86983204065502,3.14112342243041,4.33091148712988,4.7974113298194,3.4285170464061,4.66040828962277,4.9539445418184,3.93723975119961,3.37820230837022,3.14787926209368,4.48759342211454,3.84718245867674,5.03824774453684,3.97288410438641,4.96702075632766,5.46117881191078,5.63250893558368,4.95410457921336
RP11-372K14.2,3.91102359399742,2.97049916072999,3.57265279491343,3.34717614192474,3.38085738696886,2.26994414081064,3.17034257953065,2.7248817109602,2.90516241547922,3.37160237329492,3.13965403617273,2.68153112457729,2.59232751023418,2.68333586269448,3.06032006188462,3.178461883731,4.51796188109213,2.80156996844973,2.36521844634193,3.14694525868056,3.80855414083404,3.1064056397248,4.10423762047342,3.53956560371123,3.71429065393416,4.12318769687403,3.75053137255993,3.63625801912456,3.74653215955344,3.94419407510563,3.6445883977083,1.57954716112657,2.35809981799186,2.34065364458376,1.57954716112657,2.68929595519125,2.42272672457161,2.89711340285444,1.57954716112657,1.57954716112657,2.37059956399827,1.57954716112657,1.57954716112657,1.57954716112657,3.28097999364545,2.60525303641229,1.57954716112657,2.47248216306262,4.05623093451609,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.54077094694318,2.65645830136028,1.57954716112657,1.57954716112657,1.57954716112657,2.42160961008333,3.45249344622839,3.19733231022532,3.00531447561236,3.61745931776804,3.23215769731423,2.31369529962857,2.72493208133169,3.82221202286489,3.40394056211986,3.92812383129249,3.58616692529401,2.33945723740121,4.10046324982571,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657
TMSB10,6.24071815944153,6.92732891880124,7.4619006767962,7.48009237652044,7.27885035445154,7.93382783180837,7.20811106429208,7.16512873320958,7.76155602380669,7.31181417253431,7.41343556012461,8.21587577355696,7.71956677965441,7.71279517536805,8.05696744080719,7.34880173106693,6.494815831975,6.903128774811,9.26791768527919,7.29485097669894,7.06412263370548,6.8587405681116,5.89818844106433,6.40778724682007,5.89841129874971,7.39744539504119,7.26834972944677,6.59873452240523,7.76020410689268,7.13807792211924,7.56282754659375,8.40167478233588,8.7436079106607,9.11573471756223,8.72879228193188,8.80680266639058,8.4002081682168,7.86399871610174,8.97089211953214,9.05400162277668,8.62141739820856,9.13711674136632,7.75762282621243,8.47331153335693,8.17213250991604,7.22191294468251,8.11584634902877,8.91728219382665,6.9938680401567,8.86221957208169,9.02380966483126,9.6911540774401,8.87205075743819,9.10131114834831,7.80704425217535,8.67543649066336,8.21729833617534,7.94456045997042,7.80945916134551,7.75588461689038,7.47488866126321,6.86614003795452,6.85136465703748,7.87869532038354,8.21795252903433,7.19814411041734,6.73065343454387,6.73272482614411,7.3631258564949,7.30731218496144,8.60235240683615,7.01079945860227,8.89435342472995,9.14353102534137,8.72164319891372,8.86708683151289
SNHG6,6.15625523850557,6.00094760004564,5.72849985112789,6.08824772060807,5.903444976938,6.00984087572691,6.47413788581014,6.01612462900171,6.04548101207021,5.93502810010386,6.33853160670029,5.61437671097945,5.71717098096241,5.40931586059243,5.82417370059619,6.06139037390879,5.93701848579518,5.8334961212216,5.57232406056815,6.05302136048904,6.79023948981098,6.24084369938017,6.7632284252358,6.90495664361614,6.59098167801888,7.1280480843721,6.70669724692096,7.09181758418489,7.04018381010299,7.00399868493701,5.79398276284732,4.81291157158064,5.93353686731735,5.73331638940445,5.85206239876855,5.74770176888956,5.54682514166135,5.79895170032758,5.68410903765804,5.5205024631432,5.64448719417669,5.66470556980402,5.8514905687025,5.8210319693898,5.68616299864047,6.24731039582062,5.40771786298822,5.73030185886647,6.19036573517246,5.8056777950754,5.77839824093711,5.32010791762585,5.58753263767359,5.24266047348955,6.0636740202048,5.79270468422005,5.99079118054349,5.98719390193491,5.38890190497284,5.90274703033868,5.7483022357896,5.73544405767097,6.0800964731426,5.56382818182263,5.47656309834393,6.03094991865087,6.31789010657937,6.00552323224674,5.81716452177098,5.88035911818794,5.31088632332275,6.04875112899349,5.15705142477586,5.65703459443542,5.89471193518416,5.5658250246766
RPL34,10.2073324858182,10.3040742623233,9.97903760171568,10.0140490455358,10.072811212504,9.82983196291155,10.1138122708691,10.011318953149,9.99630087046548,10.2931442275298,10.243990187405,9.96600264705714,10.0236350876525,10.0854153490897,10.0430182516036,10.415291630722,10.3295016052557,10.3120382781922,9.79610652807859,10.3733740412245,10.2475288700775,10.3739300405874,10.2447242711772,10.0927234649802,10.3798165202139,10.2541289205462,10.3732456667578,10.4365588036362,10.2651308849036,10.4212413918563,10.2873779612889,9.88311405930989,9.65116420888118,9.88582787062885,9.81389644858813,9.95075640594709,10.1256414289605,9.95871148445047,9.9909723903915,10.0098642637936,9.60878826501466,9.79201734904776,10.0816092639345,9.79941694787177,10.0000953122744,10.1239592455698,9.68523640452053,9.97258169506937,10.1363580919941,9.90417305267083,10.0213885673723,9.34172310807208,9.72996107836325,9.4094420356562,10.0679269234217,9.96623132081949,10.3049734470796,10.1521453476527,10.1815071513559,10.0325856571134,9.99885623255206,10.0451832011584,10.1684540930272,10.0560387845693,9.84567939229714,10.1936539165368,10.1605632241799,10.2154196656667,9.95002734447598,10.1885530137715,9.65188517345298,10.1037469652374,9.5455493609936,9.81458453295675,9.56684670802865,9.86347769347494
PTPRCAP,3.39128207635084,4.17667748763458,4.27591427407581,4.18413091162334,3.78717719238622,4.28324980613077,3.57578555298203,4.17413114051387,3.58470782751235,3.62767832978507,3.90738531209322,4.43771953329898,3.50161931983374,3.98366245204895,4.55202721969507,4.14236137479172,3.86838789532545,2.45616474372077,5.59971605845533,3.94456960169372,3.34432721716478,4.4658020031861,3.71413567789974,3.42817578417662,3.65629214970655,3.09036532646251,3.65529008046219,3.45876793237488,3.89114615200034,3.19661807622443,4.0728517266429,5.02865130787741,4.49337560334818,4.49878704615441,4.70262124070003,4.44132253234613,4.55161158852766,4.75565879235203,4.24488452958048,4.98978167756966,5.31621180531267,4.55882357621348,4.39139789077009,5.31566167027205,4.94770560456442,4.11072694714357,5.30379290701915,5.23469815707397,3.73364891762361,5.5196834616589,5.39984639810921,5.32010791762585,5.66501367119758,5.37689225405987,4.40968017145537,4.2787512307042,4.42248757008586,4.17013123054236,4.6127160852551,3.90937342822956,3.65100225097728,3.89435837779146,3.20526973454587,4.0317415339686,4.24409190826239,4.42223703499487,4.15331811325689,3.28277125420499,4.81416243958611,3.43257056724329,5.24746370172299,4.10046324982571,5.39086925654727,4.80671167474002,5.18585423189126,4.95410457921336
DNAJC2,4.28326306311345,4.0203963551164,3.97002892756268,4.18413091162334,3.78717719238622,3.69622520556611,3.88220007562924,3.87074899694047,3.58470782751235,4.091457709788,3.45079438129432,3.78102312952518,3.69601874837435,3.72925300235207,3.41052102536306,4.25175591919844,2.81017148539656,4.0725403563766,2.67772940941988,3.94456960169372,4.08871066098853,3.65688116070877,3.82291611239666,3.90793427934366,3.92356959210054,3.47995174913281,2.62185787024901,4.17304310137727,4.02155976889431,3.19661807622443,3.6445883977083,1.57954716112657,3.24723224173067,3.162283972589,2.68861412435129,3.18268921950558,3.77917647931805,3.0851129856648,2.96033236284657,1.57954716112657,2.91835933257837,1.57954716112657,2.54967820564063,3.72532551317178,3.55374399540278,3.52390745975547,3.23764807003452,2.82368895943175,3.3031304885691,2.63448893426615,2.92741458972059,4.26230527697137,3.16088970511674,2.54077094694318,1.57954716112657,3.16168468642255,3.22562485332483,2.85790285166859,3.77665043570224,3.14112342243041,3.9851151663519,1.57954716112657,3.20526973454587,3.02860858840921,3.41634934347768,3.72711060227444,3.37820230837022,3.28277125420499,3.4283983144836,3.43257056724329,3.05222161632773,3.83187952103022,2.69346878408577,3.26370062327132,2.77974418459261,3.09559510907232
RP11-165H4.2,2.43163990195842,2.97049916072999,2.59395631960244,1.57954716112657,1.57954716112657,2.54702820778177,2.52805875764377,2.25219944321332,2.53278804934474,1.57954716112657,2.70824516513825,2.28647654308479,2.59232751023418,2.48785341360734,2.53989462339071,2.53319915157232,2.81017148539656,2.80156996844973,2.36521844634193,2.19681767295646,1.57954716112657,2.36921322303053,2.95639934517695,2.31893644363408,2.95650873332952,2.47765413932836,1.57954716112657,2.13494947327236,1.57954716112657,2.33260066085741,2.41662643881997,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.93827188094404,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.31442879130269,2.37519823967096,2.31230137115612,1.57954716112657,1.57954716112657,1.57954716112657,2.63448893426615,2.54931553746191,1.57954716112657,1.57954716112657,2.14127688865806,1.57954716112657,1.57954716112657,1.57954716112657,2.85790285166859,2.17913867887087,1.57954716112657,1.57954716112657,1.57954716112657,1.57954716112657,2.43901083304773,2.31369529962857,1.57954716112657,2.66107134416939,1.57954716112657,1.57954716112657,1.57954716112657,2.64248370970212,1.57954716112657,2.23316041949112,1.57954716112657,1.57954716112657,1.57954716112657
