,C-Monocyte_H-1,C-Monocyte_H-10,C-Monocyte_H-11,C-Monocyte_H-13,C-Monocyte_H-16,C-Monocyte_H-18,C-Monocyte_H-23,C-Monocyte_H-25,C-Monocyte_H-26,C-Monocyte_H-27,C-Monocyte_H-33,C-Monocyte_H-36,C-Monocyte_H-37,C-Monocyte_H-4,C-Monocyte_H-40,C-Monocyte_H-43,C-Monocyte_H-45,C-Monocyte_H-49,C-Monocyte_H-55,C-Monocyte_H-56,C-Monocyte_H-57,C-Monocyte_H-59,C-Monocyte_H-62,C-Monocyte_H-63,C-Monocyte_H-65,C-Monocyte_H-66,C-Monocyte_H-68,C-Monocyte_H-7,C-Monocyte_T1D-1,C-Monocyte_T1D-102,C-Monocyte_T1D-104,C-Monocyte_T1D-106,C-Monocyte_T1D-118,C-Monocyte_T1D-12,C-Monocyte_T1D-121,C-Monocyte_T1D-124,C-Monocyte_T1D-127,C-Monocyte_T1D-129,C-Monocyte_T1D-132,C-Monocyte_T1D-135,C-Monocyte_T1D-137,C-Monocyte_T1D-139,C-Monocyte_T1D-14,C-Monocyte_T1D-140,C-Monocyte_T1D-141,C-Monocyte_T1D-142,C-Monocyte_T1D-15,C-Monocyte_T1D-153,C-Monocyte_T1D-156,C-Monocyte_T1D-158,C-Monocyte_T1D-170,C-Monocyte_T1D-174,C-Monocyte_T1D-2,C-Monocyte_T1D-21,C-Monocyte_T1D-25,C-Monocyte_T1D-28,C-Monocyte_T1D-29,C-Monocyte_T1D-37,C-Monocyte_T1D-39,C-Monocyte_T1D-42,C-Monocyte_T1D-44,C-Monocyte_T1D-52,C-Monocyte_T1D-61,C-Monocyte_T1D-73,C-Monocyte_T1D-79,C-Monocyte_T1D-8,C-Monocyte_T1D-82,C-Monocyte_T1D-86,C-Monocyte_T1D-87,C-Monocyte_T1D-88,C-Monocyte_T1D-93,C-Monocyte_T1D-96,C-Monocyte_T1D-97,C-Monocyte_T1D-98
BLVRB,4.10673540366523,4.33789647424237,4.11508040525592,4.55164735255949,4.36394212559642,4.40525774966449,3.7413466207858,4.85067572064767,5.10350410527151,4.34793457752311,4.19243929526025,4.7707618261302,4.13309464506615,3.879848814636,4.20816612102888,4.35148068684186,4.09346803721991,3.03165402487653,6.23225985516785,4.08449198935596,1.58920371181388,3.94074800389149,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,4.06058063811302,6.02154269573448,5.52614243694446,5.94313645620288,6.1177045432422,5.91648996807935,5.38964558495619,5.41434806308356,5.8733739335505,5.40187685548786,5.29566257846103,6.26987311248868,5.78235248178985,6.13665791296763,4.03531722409223,3.77571024490764,4.69844180528811,6.44797887443935,5.80202263763045,4.74313175105439,6.08322091229259,6.08708100031518,5.96837796871116,5.88310113362187,6.02092829957976,4.5904112385672,5.46577605412217,5.23051631701394,4.70409542687092,4.05952916945941,4.0863712540633,4.04232096657343,3.00098979878622,4.48320770222282,7.17790345124376,3.83461553813619,3.80161076311684,4.10025928269386,4.12029239310874,3.94424812030185,4.20633823517961,6.02530917934019,6.57273047000272,5.76208464560849,6.146866551246,5.78063467746774,5.92530402130733
CSF1R,1.58920371181388,2.84857801590634,1.58920371181388,2.21488950931407,1.58920371181388,2.31601722234516,1.58920371181388,1.58920371181388,2.31315034810119,1.58920371181388,1.58920371181388,2.09432995993332,2.18679897543439,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.58643380883559,2.23044207537093,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.74868186229223,3.53763974450326,3.42283959841445,3.66830363685924,2.84849681381211,3.09993905782365,2.30667344926683,2.43154314885646,3.65465990511285,3.19087369804425,4.88094387376875,4.29342537572034,3.86480903469223,3.41029146633276,1.58920371181388,2.81836690745485,3.82559035263739,1.58920371181388,2.35988103019257,3.95014000056366,4.5107369443292,4.23659025541347,3.31630457130681,3.73445914174004,2.81503227579798,2.57648768213175,2.97513551991696,2.64948964902121,2.55513042923114,2.32207292202213,2.16085405274622,1.58920371181388,1.58920371181388,1.58920371181388,2.1401726940748,1.58920371181388,2.43346970183186,1.58920371181388,1.58920371181388,2.62434898005549,3.6164463276464,1.58920371181388,3.58533609942922,3.49090944379402,3.27669724170126,3.50559337897622
PRKCB,3.24215223028255,2.84857801590634,2.7507283807415,3.27521605553507,3.27031298461843,3.46568242439382,3.39394718924561,3.92296095092651,4.22385262227993,1.58920371181388,1.58920371181388,4.12286179162976,4.01738906482321,3.22503251604419,4.20816612102888,3.66972412401147,1.58920371181388,2.72415151813157,5.44626060619697,3.78893503677888,1.58920371181388,2.73114557110259,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.12366788561332,4.48602432565342,4.74508557744792,4.79437985970921,5.12392817725337,4.50534564473563,5.03704647435134,4.75225222739233,4.74325738490183,5.40187685548786,4.38723594060136,4.88094387376875,4.29342537572034,4.77819433191717,5.04751132889513,1.58920371181388,3.6838508786445,5.29362184615731,3.33865128170725,2.35988103019257,4.63328126613927,5.11096344478243,4.98241920859559,5.2130683519297,5.48042072582525,4.21714617814319,4.6086718484126,5.04507860632952,4.19135671984628,4.17928573650114,3.53383574986575,3.69798489054291,3.51921921123556,1.58920371181388,6.23494533958607,3.85791301906695,3.4468858742555,2.89790114335307,2.77835209575152,3.5728280041795,3.65217784344123,4.89728233339019,4.3542304240106,5.52054011292076,5.02630070226341,5.12430948722131,5.1946283815977
ALDH1A1,1.58920371181388,1.58920371181388,1.58920371181388,2.03334983105343,1.58920371181388,2.47483669669529,1.58920371181388,1.58920371181388,1.58920371181388,3.32866529034737,1.58920371181388,3.04922764334284,2.52439469833067,2.77519793837149,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,4.38405571915306,2.23044207537093,1.58920371181388,2.4069331925565,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,4.20342701791576,4.04807985563204,4.4175516799969,3.6366721636277,3.75334455466498,3.40327851585184,3.44398381712039,3.3819990165136,3.65465990511285,3.68674191348742,4.88094387376875,1.58920371181388,4.1560109785204,3.41029146633276,2.48267458495073,3.12967659953687,4.11895787827944,3.94655237560069,2.35988103019257,4.50588259029797,3.75922690178825,4.46976132661849,4.15882799857925,4.60864182893896,2.59968737111708,3.7605721582211,3.64215056585737,2.64948964902121,3.42992340774495,2.11017517390468,1.58920371181388,3.00098979878622,1.58920371181388,1.58920371181388,2.84881595849048,1.58920371181388,2.61620919443272,1.58920371181388,1.58920371181388,1.58920371181388,4.0046769344816,1.58920371181388,4.04125191521339,3.93162567177506,3.80102652829744,4.48320063548213
ANXA6,1.58920371181388,1.58920371181388,1.58920371181388,2.46738708521525,1.58920371181388,2.91610651720456,2.90420532050642,2.74338623905413,3.07460479540361,1.58920371181388,1.58920371181388,2.79723270600617,2.52439469833067,2.28657299942101,2.65774757164567,2.33602030275901,1.58920371181388,2.25555528957182,3.98109223694004,2.68266476089537,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.50217033544519,3.93774997296757,3.81749997962159,3.74148169172186,3.42830715170389,3.96456533898828,3.6460024999755,3.06211216182078,3.78693342440025,4.33334146272857,3.76137183487079,5.73762486303237,3.62158731776601,3.65985938620271,4.03531722409223,2.48267458495073,3.41664167563363,4.39124489544772,1.58920371181388,2.35988103019257,4.18573005669434,4.1644902215314,3.85554517097738,3.56947115222235,4.2111211689083,3.39775525760281,2.96061718810269,3.52679338543111,2.34717855655977,3.78232107623759,2.11017517390468,2.94786588318657,3.00098979878622,1.58920371181388,1.58920371181388,2.79344222639361,1.58920371181388,2.19038581138896,2.77835209575152,2.33862894312826,2.32883759789993,4.26885591269771,1.58920371181388,3.56238319147508,3.87389837382594,3.91593432619798,3.87675708492361
APIP,1.58920371181388,1.58920371181388,1.58920371181388,2.21488950931407,1.58920371181388,2.82345115162672,3.7413466207858,2.49243876554697,2.71697648069559,1.58920371181388,1.58920371181388,2.45550971327972,2.52439469833067,1.58920371181388,1.58920371181388,2.85611670070026,1.58920371181388,2.72415151813157,3.58643380883559,3.10253062363091,1.58920371181388,2.4069331925565,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.86045643608119,3.64281857062687,3.3958479575711,3.26354705631131,3.40926763877011,3.44404236672186,3.40327851585184,2.59392057640168,3.8979145983143,4.33334146272857,3.06981217981822,1.58920371181388,3.62158731776601,3.45378322239642,3.41029146633276,2.8340713782216,3.12967659953687,3.56719234809179,3.33865128170725,1.58920371181388,3.79883013104624,3.60198830066142,3.46548374710891,3.54049970183437,3.49409997264435,2.31087114835762,2.89477479898456,2.83771197076432,3.05834249142499,3.20747862536615,2.92665559014497,2.83661005581381,1.58920371181388,3.42768311491307,1.58920371181388,2.26199530714887,2.94498782352197,2.61620919443272,2.44161154216977,2.63777479681601,1.58920371181388,3.73171711419038,4.12098389434568,3.27727885150588,3.58641763005395,3.52316856677303,3.36159881037285
MEF2C,4.04184947705614,1.58920371181388,3.28041699138532,3.6055142987683,3.15689418500031,3.71451267520716,3.39394718924561,2.74338623905413,3.45903286437129,3.32866529034737,1.58920371181388,3.48146062639416,3.41516790525976,3.09456806190922,3.80822997976816,2.33602030275901,3.70554821128777,2.25555528957182,5.28825806186429,3.64930556951481,1.58920371181388,2.4069331925565,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.8171203298583,5.34289222217279,5.92020315696083,4.70720003282145,5.04025001579752,3.92492542749656,4.56656549029761,4.34949976961148,4.62313600394408,5.40187685548786,4.04336904457959,6.26987311248868,5.35502996624894,4.60000143003207,1.58920371181388,3.09263289854801,3.6838508786445,5.24393193663061,3.33865128170725,3.50797535225832,5.18715186992971,5.65808972221014,5.49622246315787,5.06772610540715,5.18310685284218,3.70141638001533,4.13036600158286,4.12827402411823,4.04589632786613,2.93190180438117,4.0863712540633,3.75302958130773,3.51921921123556,5.07338869349254,1.58920371181388,3.51670121946466,1.58920371181388,3.53580129135379,3.80965653130517,4.16741872411623,3.91824222744615,4.95499316497717,3.83913305039544,4.82786746011641,4.64189987133685,4.88200757209087,5.03464735247921
DPEP2,2.29449303433954,1.58920371181388,2.18160829449339,2.46738708521525,2.2552363129105,3.2884699689464,2.90420532050642,2.74338623905413,3.34412369333539,1.58920371181388,1.58920371181388,3.37305444397863,3.00588564414496,3.22503251604419,2.88410996065217,2.85611670070026,1.58920371181388,2.72415151813157,4.17908105525468,2.68266476089537,1.58920371181388,2.73114557110259,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.86045643608119,4.36272983726387,4.57010229719306,4.10239895974986,4.0575376695023,4.45169845454671,3.6460024999755,3.85887373125906,4.00033932077992,5.40187685548786,3.89898033157717,4.88094387376875,4.29342537572034,4.43193347183638,3.41029146633276,1.58920371181388,3.64894812948343,4.08076664758967,4.68031181793342,2.89495755638496,4.61577695197612,3.97712879556653,4.3758663585351,3.44934913152557,4.26894438762994,3.27742393315865,3.72734901884625,3.60484738630456,3.79314566662341,3.20747862536615,2.83335021446849,3.04854426512748,1.58920371181388,3.42768311491307,1.58920371181388,2.84881595849048,1.58920371181388,1.58920371181388,3.2291885643314,2.33862894312826,2.62434898005549,3.73171711419038,3.47992863072909,3.86998955056773,4.38369779014077,4.31759754599972,3.94308735638958
DHRS4L2,2.57717688463713,1.58920371181388,2.60160147814948,2.88310651374539,2.52311111927158,3.08012845286194,1.58920371181388,3.25334693014144,3.6136658687225,1.58920371181388,1.58920371181388,3.18973696558144,3.52552290478578,3.22503251604419,3.71149111018778,3.33124030237087,1.58920371181388,2.25555528957182,4.50555003148357,2.98036083868096,1.58920371181388,3.16685144070351,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,4.20342701791576,4.39371974745696,4.44741105374232,4.21144378565946,4.39589586801,4.1828024133236,4.07684024400846,4.00033932077992,3.65465990511285,3.66087906024099,4.88094387376875,1.58920371181388,4.50161171003665,4.45960779331697,2.48267458495073,4.06914874358767,4.67014350916697,4.68031181793342,2.66688039757035,4.66764724036973,4.67133456551937,4.25599531306413,4.36286362564426,4.29140860864169,3.27742393315865,3.91514738216905,3.56642101020964,3.96684589311813,3.20747862536615,3.01234572205199,2.71148618740405,3.51921921123556,1.58920371181388,1.58920371181388,3.13090855526541,1.58920371181388,2.61620919443272,3.02694818232068,3.19904507781651,3.02476292307933,4.52143411640571,3.47992863072909,4.48953231174894,4.66693210445645,4.3645506663188,4.24608988653355
GTF2H5,2.29449303433954,1.58920371181388,2.42130676555135,2.94843779723441,2.52311111927158,2.47483669669529,1.58920371181388,2.62678065541192,2.47137754795496,1.58920371181388,1.58920371181388,3.25403914407842,2.52439469833067,3.09456806190922,2.35320869384802,2.33602030275901,1.58920371181388,1.58920371181388,4.28538352041384,2.68266476089537,1.58920371181388,2.4069331925565,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,4.20342701791576,3.85298832596521,3.85279255021351,4.17989642196337,3.92492542749656,2.68071617500657,3.64504129436305,4.34661564194776,1.58920371181388,3.15193029442813,1.58920371181388,4.29342537572034,3.5262757469416,3.41029146633276,2.8340713782216,3.37333809970284,4.36001344330203,4.36167799061676,2.66688039757035,4.23296619493506,4.26971038640447,3.9909813619311,3.98288582828292,4.02130482343135,2.81503227579798,3.2897955757957,2.67844492139537,2.34717855655977,2.55513042923114,2.83335021446849,3.04854426512748,1.58920371181388,1.58920371181388,1.58920371181388,2.53243076541939,2.94498782352197,2.19038581138896,2.44161154216977,2.86036970400387,3.02476292307933,4.23139699026753,3.47992863072909,3.79479323062941,4.04659940835318,3.73958078404246,3.92681179258023
CCL7,5.99603652726867,7.42649869749112,4.71438497144007,4.08590457908946,7.35113655090163,3.51950965751198,6.07619356240693,5.98046255364781,5.38462475277303,1.58920371181388,7.95671105879007,2.09432995993332,4.08799177609954,6.09273548812288,4.34011549625932,3.45455414007035,6.23647340215725,7.29360690554131,2.67883874150068,5.35202614368062,8.18933873327354,4.9326940659027,9.89892326395824,9.72400150482754,8.55196982092595,6.61824300160418,9.93406700205345,5.10454620221246,2.04282330228094,3.17674136204375,2.70716895090888,3.91005140756542,1.58920371181388,1.58920371181388,2.09911729114675,1.58920371181388,1.58920371181388,2.98115083969992,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,5.05076429209192,3.32843824531545,1.58920371181388,1.58920371181388,5.29267260659022,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.90813490602667,5.65601170174991,4.55487253011547,2.36833498259374,2.34717855655977,1.58920371181388,6.05673125326312,4.74082280601622,3.00098979878622,9.06744092762076,1.58920371181388,3.35642705970569,4.31142494030959,5.62351825193119,6.10014529378208,6.87288211506812,7.29565575780404,3.10012915015552,4.3542304240106,2.76939126870156,2.54309142575686,2.09163411423248,2.17193453942288
NAGK,2.96154290476413,1.58920371181388,3.28041699138532,2.81335036803264,2.72362544753853,3.84361953761639,2.90420532050642,3.18304337760568,3.70722061829515,3.32866529034737,1.58920371181388,3.42844816057101,2.82760436101774,2.94690178593519,2.88410996065217,3.03792856399001,3.14676582669685,2.72415151813157,4.8629691880318,3.10253062363091,1.58920371181388,2.73114557110259,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.12366788561332,4.96444585373655,4.52805689569924,4.29122276754275,4.09201669635073,4.47878064795635,4.32290495368594,4.23496060397887,3.8979145983143,5.40187685548786,3.71209768836913,4.88094387376875,5.35502996624894,4.26102265184675,3.41029146633276,2.8340713782216,3.6838508786445,4.83683965330668,4.36167799061676,2.35988103019257,4.68451951843632,4.5107369443292,4.58076912795378,4.34696984025136,4.69460479230765,3.39775525760281,4.33765367509989,3.44357459067516,2.34717855655977,3.42992340774495,3.36380349356365,3.30571643755286,1.58920371181388,3.42768311491307,1.58920371181388,3.57545820522317,3.4468858742555,2.89790114335307,3.2291885643314,3.33679853670966,3.31591280006102,4.88545207515198,3.47992863072909,3.90604385115019,4.50491040803398,3.96102718793041,3.95916707930128
PQLC3,2.57717688463713,3.32138213164042,2.60160147814948,2.73833113617439,2.52311111927158,3.35045326535505,1.58920371181388,3.60627368400381,3.21712750327131,3.32866529034737,1.58920371181388,3.31502084521708,2.94974909162801,3.80442832419199,3.80822997976816,1.58920371181388,1.58920371181388,1.58920371181388,4.0230778770171,3.40628359735528,1.58920371181388,2.73114557110259,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.74868186229223,3.78102876004953,3.48523001146635,3.71434309159033,3.50112272360206,3.84999866973001,3.77748900859627,3.8979145983143,4.33334146272857,3.73696769381993,1.58920371181388,4.74192478214022,3.9179477085974,4.03531722409223,3.30239094968585,3.84556200373612,4.08076664758967,4.36167799061676,2.35988103019257,3.83050733501841,4.34844193346809,4.36700631573096,3.91873055560041,4.31351200068028,3.50730857782547,3.54705998540941,4.04960182915893,4.25865411181021,3.78232107623759,2.92665559014497,3.30571643755286,3.00098979878622,1.58920371181388,1.58920371181388,3.08865955913928,2.94498782352197,2.61620919443272,2.77835209575152,3.04270527848968,3.43838373688172,3.83760199424402,4.12098389434568,3.85158809513834,3.78229596800998,3.95212952232537,3.63472144744518
UCP2,2.57717688463713,3.32138213164042,2.60160147814948,3.32170945387332,2.88874680949147,3.84361953761639,2.90420532050642,3.79648715728943,3.83602005396567,3.32866529034737,4.19243929526025,3.58118897050647,3.56024743949555,3.09456806190922,3.49308271269995,3.03792856399001,3.14676582669685,3.99117105047714,5.90333415057545,3.57338102447645,1.58920371181388,3.61198478467112,1.58920371181388,1.58920371181388,1.58920371181388,3.97252418002236,5.34046704998534,2.86045643608119,5.68452980689303,4.81636888084497,5.36277522372133,5.12392817725337,5.3062120603549,4.86719719062547,4.40338967291551,4.55897956862615,5.12677052085773,4.62439146637141,4.88094387376875,5.35502996624894,4.88557294634822,4.7840348025329,3.6366856681041,4.61432345855081,5.32581165970931,5.5163388953195,3.50797535225832,5.93083617892964,5.45491638186092,5.39697898276683,4.52663017887557,5.62611338914711,4.21714617814319,4.57303670520127,4.59842579255503,3.21606971545452,4.48624283520401,3.58573669178665,3.45061343339584,3.88365794098294,3.42768311491307,1.58920371181388,3.45505977657364,2.94498782352197,3.30322697931946,3.55260573121258,4.2981494282891,4.44412563617614,5.23156800994589,3.83913305039544,5.36703042554739,5.48531920924053,4.89561087553474,4.79450797353878
HN1,2.96154290476413,1.58920371181388,3.3620668952817,3.27521605553507,3.46921837064341,3.88398670915535,3.39394718924561,3.55397502287326,4.09534133163071,3.93412763354864,3.01588520391305,3.98926017707793,3.20567539866057,3.44936489241201,3.71149111018778,3.5667011789725,3.14676582669685,3.47002375109394,4.6956041619946,3.97398041394604,1.58920371181388,3.7310006373589,1.58920371181388,3.4688420596314,1.58920371181388,1.58920371181388,1.58920371181388,3.33691186158612,4.87791942709048,4.90068715176314,5.3420286537133,4.75470999287491,4.27704613525097,4.56656549029761,4.29342143179467,4.79967583097521,5.83097988748407,4.08192799229143,4.88094387376875,4.29342537572034,4.51849941200025,5.04751132889513,3.90137567719307,3.96201864299128,4.61864291459004,4.36167799061676,2.89495755638496,5.67102060373965,5.01913253899053,5.04409285284712,4.15882799857925,5.60869249404373,4.21714617814319,4.07969310269844,4.22655751860656,3.96684589311813,3.78232107623759,3.23565907190621,3.85662493436633,3.51921921123556,3.42768311491307,1.58920371181388,3.63161588219829,4.08041017689848,3.30322697931946,3.2291885643314,3.19904507781651,3.31591280006102,4.55188978962318,3.47992863072909,5.25692541959315,5.11934455058036,5.40880799056623,5.00488697101814
S100A8,8.4812001631393,8.99172773522672,8.58357887810891,7.91001734021896,8.87480657375359,9.73577855295721,7.71067345789514,10.3311125760885,10.7391461774124,10.1168398759758,8.09780704098268,10.9187719011157,9.21454350567948,10.5325914029475,10.1194860934961,9.0883991273458,5.99533947258692,8.77653706066147,11.6817682938671,9.93586634119426,6.27387815266167,8.33402619787783,1.58920371181388,5.87556524871772,1.58920371181388,5.83656125969921,5.34046704998534,8.992234587976,11.7444630876824,11.2098626073912,11.0579221096668,11.6128439428727,11.7071443969819,11.0699662474762,10.8630172171517,11.5103940362981,11.9723840442691,10.8961195176607,12.2443657918984,11.3436019480323,11.8843150350451,10.6456004228416,8.31885661945704,10.0921012322887,11.8590569050354,11.3513686864876,7.16100704528033,11.625667238249,11.2919502997982,11.3576830459655,11.1532606663237,11.320473994357,10.3311541874529,11.2025137257073,11.1607451743423,10.0156069465204,10.323426095562,9.12134542875889,9.77892982470347,8.9801085287906,8.18379492327949,9.5880487812552,10.1045387243239,9.33614932485812,7.53242384105868,8.3820656124631,9.8956990801878,10.1425652087517,11.4953848696578,10.1952876092421,11.5329080360247,11.4481099299889,11.1776536503516,11.1006339192242
PPP3CA,2.78819700304398,1.58920371181388,2.60160147814948,2.88310651374539,2.2552363129105,2.47483669669529,3.39394718924561,2.49243876554697,3.34412369333539,1.58920371181388,3.01588520391305,2.6970572492368,2.61024184972768,3.09456806190922,3.06935487273925,1.58920371181388,1.58920371181388,1.58920371181388,4.14172781971858,2.84248201988614,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.50217033544519,4.80153229202218,4.16402243006166,3.50535075626189,4.20100867574335,3.25487503116351,4.02665650455614,3.13507593301213,3.66568167460384,3.65465990511285,3.46348002361755,1.58920371181388,4.29342537572034,3.56101037129687,3.41029146633276,2.48267458495073,3.12967659953687,4.11895787827944,1.58920371181388,2.66688039757035,4.4672385807709,4.32917664515735,4.27512990358658,3.87417918424551,4.0875707700609,2.81503227579798,4.07969310269844,3.48587726180919,3.05834249142499,2.55513042923114,3.42311670735931,2.94786588318657,3.51921921123556,3.42768311491307,1.58920371181388,2.84881595849048,3.4468858742555,2.76728113779238,2.44161154216977,2.33862894312826,2.62434898005549,4.23139699026753,1.58920371181388,4.24952542210811,3.62269345825816,4.14322796193607,4.02162418485463
ATPIF1,3.65952591693597,3.32138213164042,3.81997775220082,3.67610234040154,3.27031298461843,3.92316256649911,3.39394718924561,3.44237879741223,4.22385262227993,3.32866529034737,3.01588520391305,3.95368134262159,3.80861809930258,3.63915408265547,3.36778049471442,3.66972412401147,3.14676582669685,2.88934056750734,5.25444359656023,4.28171789615094,1.58920371181388,3.84003557890617,1.58920371181388,3.4688420596314,1.58920371181388,3.97252418002236,1.58920371181388,3.51800164107896,5.32128900008892,4.83364026577318,4.9193263370337,5.16662010162375,5.08024719322944,5.03704647435134,4.90802171049758,4.95653915511363,6.00535111682317,4.43213335421861,5.73762486303237,5.35502996624894,4.92382428860733,5.46174741048911,3.77571024490764,4.2831265087674,5.29362184615731,4.36167799061676,3.82487100714145,5.35339656943934,5.50637368329863,5.17503065643798,4.81728914532235,5.02728494767096,3.788505749093,4.82054507377287,4.73642430772125,3.88283565883156,4.17928573650114,3.42311670735931,3.80584721822844,4.40488428613722,4.48320770222282,1.58920371181388,3.71149861197633,2.94498782352197,3.53580129135379,3.40154964419494,2.63777479681601,3.54979861061749,4.99952556507173,3.83913305039544,5.03119624322709,5.10121708817984,4.92243097396208,4.85429915778523
MRPS34,1.58920371181388,1.58920371181388,1.58920371181388,2.03334983105343,1.58920371181388,2.31601722234516,1.58920371181388,2.74338623905413,2.10376729391541,1.58920371181388,1.58920371181388,2.09432995993332,2.18679897543439,2.77519793837149,2.65774757164567,2.33602030275901,1.58920371181388,1.58920371181388,3.00736997078307,2.23044207537093,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.09744162992642,3.11491252963737,2.78577142697742,2.82334204609675,2.84849681381211,3.40327851585184,3.20364605823092,2.76466037838992,1.58920371181388,2.7198785820356,1.58920371181388,3.62158731776601,3.5262757469416,1.58920371181388,2.48267458495073,3.07413962608039,3.67681792175842,3.94655237560069,2.35988103019257,3.5524388013038,3.21239210158766,3.39319909901371,3.89664147059586,3.43148500977984,2.81503227579798,3.08131890566859,2.97513551991696,3.21606971545452,2.55513042923114,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.36379790895399,2.94498782352197,2.43346970183186,2.44161154216977,1.58920371181388,1.58920371181388,3.48973722195538,3.83913305039544,2.90021730585079,2.97903318839524,2.96478158415144,2.53049613356946
PTPLAD2,4.04184947705614,4.50549710465037,4.24152640012396,4.35915297085346,4.21609301788675,4.58307008340382,2.90420532050642,4.910961317956,4.47538351859138,4.92461027301612,1.58920371181388,4.66737714417578,4.64570613962965,4.7649785732074,4.5170516143026,4.62127212345368,4.394512561976,3.27105066641102,5.14789879653167,4.71244694748067,1.58920371181388,4.42499714963234,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,4.35928573202365,4.90735367488757,5.15477282354144,5.04059655329163,5.10209159785886,5.13178069471842,4.45007240700193,4.75225222739233,4.9061615498713,4.33334146272857,5.04300093976935,5.73762486303237,5.08133099170829,5.29765864249202,4.45960779331697,4.76174286699033,4.97884822498299,5.08352333834306,6.04014043750483,4.69432497490396,5.05157787483597,4.89528946019494,4.78601792616287,4.5951439899249,5.41169499262749,4.80666711517789,4.51781926834264,5.1592161774496,4.70409542687092,4.88310120360661,3.7298836353309,4.68751353918193,4.93884923691662,4.80898306234195,6.23494533958607,4.44730583516739,4.08041017689848,4.10025928269386,4.12029239310874,4.02281017897616,4.59902479477432,5.29528332956981,4.3542304240106,5.15216368947666,5.21230476173904,5.3929939450068,5.31443963167204
ANAPC16,4.22789524610315,3.65844069047027,3.70496604131935,4.11088320964411,4.36394212559642,4.80331556362625,3.7413466207858,4.57985179886918,4.71006559132491,4.34793457752311,3.90534424011349,4.64575440797704,4.76314929169327,4.41711729167509,4.27572345841385,4.62127212345368,4.64159915974752,3.79267692285169,5.32128905890764,4.93052824162711,1.58920371181388,4.42499714963234,1.58920371181388,3.4688420596314,1.58920371181388,4.71074273143841,1.58920371181388,4.35928573202365,5.37469594554255,5.18188300260274,5.33154114987859,5.14543434916137,5.21372478871039,4.67408579678311,4.94442035596856,5.1846338513737,5.83097988748407,4.97463565383716,4.88094387376875,5.08133099170829,5.19753017219367,4.7840348025329,4.62721281219998,4.96539842939883,5.30980756878454,4.68031181793342,4.00023171680626,5.502278913561,5.42847594368092,5.5549239681522,5.14225353044686,5.52291830878073,4.72411506075254,4.90852652404335,5.09694157881915,4.88292300020456,5.3502681638878,4.47701772864911,4.24343047852799,4.16905492676841,4.80898306234195,7.17790345124376,4.62949506027049,4.31142494030959,3.84802142164505,4.71242104117672,4.41753265596277,4.26974280996519,5.39829413734968,4.55370321363502,5.28360769759888,5.22350916781853,5.41508490416198,4.80320635370029
