,C-Monocyte_H-1,C-Monocyte_H-10,C-Monocyte_H-11,C-Monocyte_H-13,C-Monocyte_H-16,C-Monocyte_H-18,C-Monocyte_H-23,C-Monocyte_H-25,C-Monocyte_H-26,C-Monocyte_H-27,C-Monocyte_H-33,C-Monocyte_H-36,C-Monocyte_H-37,C-Monocyte_H-4,C-Monocyte_H-40,C-Monocyte_H-43,C-Monocyte_H-45,C-Monocyte_H-49,C-Monocyte_H-55,C-Monocyte_H-56,C-Monocyte_H-57,C-Monocyte_H-59,C-Monocyte_H-62,C-Monocyte_H-63,C-Monocyte_H-65,C-Monocyte_H-66,C-Monocyte_H-68,C-Monocyte_H-7,C-Monocyte_T1D-1,C-Monocyte_T1D-102,C-Monocyte_T1D-104,C-Monocyte_T1D-106,C-Monocyte_T1D-118,C-Monocyte_T1D-12,C-Monocyte_T1D-121,C-Monocyte_T1D-124,C-Monocyte_T1D-127,C-Monocyte_T1D-129,C-Monocyte_T1D-132,C-Monocyte_T1D-135,C-Monocyte_T1D-137,C-Monocyte_T1D-139,C-Monocyte_T1D-14,C-Monocyte_T1D-140,C-Monocyte_T1D-141,C-Monocyte_T1D-142,C-Monocyte_T1D-15,C-Monocyte_T1D-153,C-Monocyte_T1D-156,C-Monocyte_T1D-158,C-Monocyte_T1D-170,C-Monocyte_T1D-174,C-Monocyte_T1D-2,C-Monocyte_T1D-21,C-Monocyte_T1D-25,C-Monocyte_T1D-28,C-Monocyte_T1D-29,C-Monocyte_T1D-37,C-Monocyte_T1D-39,C-Monocyte_T1D-42,C-Monocyte_T1D-44,C-Monocyte_T1D-52,C-Monocyte_T1D-61,C-Monocyte_T1D-73,C-Monocyte_T1D-79,C-Monocyte_T1D-8,C-Monocyte_T1D-82,C-Monocyte_T1D-86,C-Monocyte_T1D-87,C-Monocyte_T1D-88,C-Monocyte_T1D-93,C-Monocyte_T1D-96,C-Monocyte_T1D-97,C-Monocyte_T1D-98
CNOT1,5.76191231494393,6.69507964607869,5.85361880135745,5.68770366889906,5.82710381780275,5.33990176517072,5.60511187207934,5.65858709171439,5.21363322671882,4.92461027301612,5.83038136037213,5.16788287088408,4.93529309201937,5.3030218235753,5.27068137149454,5.67763190509735,6.37734144018067,6.4633671901415,4.21543941725775,5.37332707591479,6.27387815266167,6.21722291662716,7.61259111376992,6.87661735032393,8.14455140772398,8.29326357060163,8.31513653286591,5.89310110035131,4.2739707537198,4.21848947971643,4.56082328121932,4.34033867891248,5.1148096825589,5.18871470433935,4.75225222739233,5.2261676261251,1.58920371181388,4.53157310700512,5.73762486303237,1.58920371181388,4.46720907335315,1.58920371181388,5.86499295923108,4.9242650179007,4.26184071279998,5.34880299647779,5.29267260659022,4.23296619493506,3.53326306693973,3.89386881444345,3.82807879077124,4.25757307285642,5.58821396191213,4.95054524020247,4.80065298513111,4.3841062465654,5.07671436553948,5.8633928300894,5.47839795988798,5.43404318375273,5.94750832150094,1.58920371181388,5.41528006858064,5.68875263926278,4.93713843260715,6.07717898688209,5.86227000352808,5.55608265836998,3.95903619330306,5.37525933784295,4.32991358198466,4.16448084048569,4.27603865672627,4.41623357466637
PAK2,2.29449303433954,2.84857801590634,3.09790180475727,3.06822893717792,3.37382302339707,3.84361953761639,3.7413466207858,3.25334693014144,3.40292361998707,1.58920371181388,3.53838800474154,3.71751217693472,3.41516790525976,2.77519793837149,3.49308271269995,3.03792856399001,1.58920371181388,3.03165402487653,4.74548679299193,3.64930556951481,1.58920371181388,2.73114557110259,1.58920371181388,3.4688420596314,1.58920371181388,1.58920371181388,1.58920371181388,3.12366788561332,4.73729490999251,4.66999646577703,4.11499788699802,4.431890043286,3.92492542749656,3.84999866973001,4.23496060397887,3.78693342440025,4.78527659594859,4.04336904457959,4.88094387376875,4.74192478214022,4.41395370966635,4.7840348025329,3.6366856681041,4.04315416754248,5.1924460146101,3.94655237560069,3.24129317390389,4.50588259029797,4.59333988161181,4.53427207205634,4.55444037466389,4.59079756259901,3.70141638001533,3.82459093966832,4.42492270678916,4.12057220793963,3.92811634369845,3.36380349356365,2.83661005581381,4.16905492676841,3.42768311491307,1.58920371181388,3.48626085161267,2.94498782352197,2.61620919443272,3.02694818232068,3.19904507781651,3.17950094516073,4.50595313177649,1.58920371181388,4.74337983615374,4.27845460853294,4.4784454743362,4.17983408784244
SDC2,4.97282148297319,2.84857801590634,4.20066467653318,4.51522103701013,4.36394212559642,3.22308692041352,6.98234546249668,3.38257956790689,3.70722061829515,3.32866529034737,5.83038136037213,2.88815690374759,3.94287758779697,3.80442832419199,3.60695420654955,3.19384295371225,6.5657409709266,6.87857751470787,2.36862297463055,3.57338102447645,6.27387815266167,3.7310006373589,8.18288071941622,6.94700944366221,7.57464970156312,1.58920371181388,8.59972099712098,3.8171203298583,2.76177628433242,2.82562485521756,2.52629588624103,2.25377517089563,1.58920371181388,2.68071617500657,1.58920371181388,1.58920371181388,1.58920371181388,2.65809063590907,1.58920371181388,1.58920371181388,2.01345413997149,1.58920371181388,3.09263289854801,2.81836690745485,1.58920371181388,1.58920371181388,5.0825968171668,2.47829664744904,2.18949943774908,1.88208386053301,2.25969939596225,2.36271588153032,3.14350917536571,3.33660861905543,2.48536262411149,2.64948964902121,3.20747862536615,5.28922534646613,4.51422130051762,4.16905492676841,4.48320770222282,1.58920371181388,2.99903486143072,2.94498782352197,4.56422584987044,4.20975510876371,5.22217034049606,5.34168115924794,2.48737802230852,1.58920371181388,2.97903407661636,2.28707698935027,2.96478158415144,2.40789392542419
BST1,3.11055386819694,1.58920371181388,2.7507283807415,3.27521605553507,3.15689418500031,4.06931678782277,1.58920371181388,4.14485487926834,3.56419571997281,1.58920371181388,1.58920371181388,3.98926017707793,3.59404515220518,4.36682935600459,3.80822997976816,3.76512058435658,1.58920371181388,1.58920371181388,4.64388412723277,3.85352958462606,1.58920371181388,3.16685144070351,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.12366788561332,4.05035814193828,4.01747331930995,4.11499788699802,4.19049332392773,4.00306565096693,4.95466751430717,4.45526167145878,4.34661564194776,4.33334146272857,4.30900861473697,4.88094387376875,5.58458102434703,4.80581504537914,3.41029146633276,3.09263289854801,4.01664908293444,4.50957907557823,5.15894564019685,3.24129317390389,4.52480973820975,4.6092902037358,4.56544148221322,3.96184070350606,4.34601639768917,3.87017111322003,3.99993710220037,4.31825864282737,4.04589632786613,4.57511357044769,2.61506741605455,3.75302958130773,1.58920371181388,3.42768311491307,1.58920371181388,3.85791301906695,2.94498782352197,3.01387381602046,3.2291885643314,2.86036970400387,3.43838373688172,4.45844973156601,4.3542304240106,4.2768467928909,4.13443764377368,4.35129761837638,4.15240540973566
CRIP1,5.89270003910038,6.43466715451051,6.50476830903268,5.63843012810969,6.139764981478,6.73531780927452,5.34358507042789,6.81178068455558,7.19354536955803,6.89889946236163,4.19243929526025,6.9331591219603,6.53276162685007,6.73183879175074,6.56809646562236,6.38206969079352,4.85156070307096,4.16404587792666,7.64941120605425,6.61136477053242,1.58920371181388,6.36376329107738,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,6.26497303242586,7.28466527986112,7.34260203108341,8.04656031554751,8.06255654039529,7.36349954582936,6.88159934772388,7.64148752510708,6.90570488398345,7.85877604517725,7.0196708437952,7.92795011480602,7.44790161623138,7.04158894757744,8.15343015113111,6.4015785211697,7.68056894188728,7.0176205595285,7.1373596311842,5.0825968171668,7.00675066757545,7.6566260334418,7.03888780609298,6.0655949102589,6.17655312282832,7.70675608919267,7.61342899381571,6.45007346934352,6.55922662504004,4.7375231545558,7.16578083381103,6.75326143462213,6.21930794939216,6.57395441637942,8.14808292817538,5.43774086532551,6.04246572881165,6.19403555019659,6.42505023060973,7.60944487867005,8.06541068983206,7.38044835760431,6.82091817234752,8.30060131024212,7.67725205333012,7.03246072151342,7.84277188554602
NUDT3,1.58920371181388,3.65844069047027,2.99431134260701,2.94843779723441,2.72362544753853,3.22308692041352,2.90420532050642,3.10818854001252,3.21712750327131,1.58920371181388,1.58920371181388,3.31502084521708,3.29391576539509,2.77519793837149,3.60695420654955,2.63419883927775,1.58920371181388,3.27105066641102,3.25860294935181,3.72099461537831,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.51800164107896,3.78213754034609,3.88754935765855,3.26354705631131,3.42830715170389,3.79837844286893,2.68071617500657,3.44398381712039,3.21113834445776,4.78527659594859,3.49364264064111,4.88094387376875,1.58920371181388,3.72177308916724,3.41029146633276,3.48072566343756,3.4584727544338,4.000988417133,3.33865128170725,2.89495755638496,3.47232714005562,4.1644902215314,3.74754831060861,3.82807879077124,3.71748411435769,3.60804870924241,3.19024042017216,3.39977454458004,3.59286373275153,2.93190180438117,2.73047895646709,3.04854426512748,3.00098979878622,3.42768311491307,6.23494533958607,3.39019402909761,3.4468858742555,2.89790114335307,3.02694818232068,2.86036970400387,3.02476292307933,3.67536797188347,3.47992863072909,3.69429773709075,3.64045267135446,3.52316856677303,3.65502623504308
TBCA,3.97368507160806,4.33789647424237,4.24152640012396,4.18317819011338,4.31640163269938,4.80331556362625,4.24244564240507,4.67604639717518,5.10350410527151,4.34793457752311,4.19243929526025,4.86707147073188,4.72025023241216,4.83996128665535,4.98380622775541,4.9285246104612,1.58920371181388,3.27105066641102,5.58851831626372,4.45415970789272,1.58920371181388,4.7829620370497,1.58920371181388,1.58920371181388,1.58920371181388,3.97252418002236,1.58920371181388,4.16756808626888,5.43625393060159,5.75026715718875,5.7602928316463,5.71073701286428,5.5141776513455,5.95089297381833,5.37507469849678,5.76525405384396,5.40187685548786,5.31941323103205,5.73762486303237,4.74192478214022,5.69955614111631,5.46174741048911,4.88452799853638,5.08208597258081,5.76141702460411,4.93977646070983,4.48008259509887,5.7837570476117,5.40153693173319,5.64410853247132,5.73518824093949,5.89024113741916,4.49360385501122,5.32448831572337,5.30942537262686,4.7509755942928,5.44650986925673,4.5284031780667,5.0870168081787,4.40488428613722,3.42768311491307,1.58920371181388,4.79068432698429,4.31142494030959,4.62844171325933,4.71242104117672,4.2981494282891,4.69350721956776,6.26597383690864,5.47562152022949,5.73342365665563,5.63721176577398,5.8283485773383,5.68524423795034
TMSB10,9.58660238383972,9.4249023920323,9.32508584534833,9.29725033972613,9.45630795037656,9.89729308795824,8.82392726490409,9.79396694935314,10.4441892975627,9.62555030385144,8.28652597800957,10.0126028350967,9.30032708649481,9.81015468354239,9.81922241292133,9.74838670993443,8.31626144516835,8.65785771839365,10.6834185494194,9.87403725166043,9.34276928795466,9.28889869500808,8.59049759793757,9.04605022975248,7.57464970156312,8.1443014397734,9.45217266303714,9.62257978979555,10.5082222804251,10.3062716228301,10.4280359360013,10.5629126138469,10.414960907099,10.5624710049238,10.3438741757028,10.513883022472,10.7847496381474,10.2685605896537,11.0337263365863,10.4041586892954,10.5851983971018,10.6602919966246,9.18937064951445,10.1183037806649,10.7153879282564,10.6653388040968,9.00615440041233,10.4248531134044,10.8029149541541,10.7908801239509,10.3702776397086,10.4223729351906,10.1575451138594,10.4278118957572,10.0628894450673,9.83140725949736,10.0269981297988,9.28347538641436,9.8937096643133,9.35466824132047,8.71159448620456,9.30103586088466,9.72183081993888,9.21646245716572,8.79389016619643,9.28405758533812,9.85617854521191,9.90051066336963,10.2657022923428,10.1842610689144,10.2897714604864,10.4942805221513,10.4325408661977,10.3180371428958
CD14,5.6606038120266,4.14707806028777,4.85080524406164,6.15834393698466,4.45438627655333,5.58332604996512,6.01764652283654,5.07779125925379,6.15513794662392,3.93412763354864,5.23568497516953,6.04979404655792,5.37187655867385,4.87600908550198,4.40163699308493,4.62127212345368,5.34145497215623,6.02981233307228,7.78214951844807,4.67834079056748,1.58920371181388,3.7310006373589,1.58920371181388,4.53879367920629,1.58920371181388,3.97252418002236,6.23541505379843,5.15623193311496,7.97852338308124,7.64794794881683,8.26167346222093,7.84001650663154,7.13185956106209,6.35332578196002,6.6455634494786,7.02745608379936,7.7651037208286,6.41294879579229,7.61478589382885,6.25101146306246,7.8702522672403,6.26587585643884,4.99749064511558,7.00334531693032,7.69062467224826,5.80202263763045,5.0825968171668,7.97995279257549,7.54263145751344,7.79269807432258,7.12070043904326,8.15047811233383,5.74168897871087,7.12164828412204,5.2535110984336,5.18436432070683,5.62149584864978,6.64855966676532,6.2618021056347,6.02533145899537,5.4888253273726,1.58920371181388,6.09839564424274,4.08041017689848,5.19037828656861,5.5181505338697,6.66414265464236,6.66260483529456,8.20942605774186,4.12098389434568,7.51967904127895,8.16401295260842,7.66142532521952,7.25189809114512
MAP3K1,3.11055386819694,1.58920371181388,2.7507283807415,3.86740776710809,3.46921837064341,3.6207235269885,3.39394718924561,3.319699153231,4.02621805802067,3.32866529034737,3.01588520391305,4.27328434730233,3.86396392066819,3.34239857688065,3.49308271269995,3.45455414007035,3.14676582669685,3.79267692285169,4.10332054958104,2.84248201988614,1.58920371181388,2.97114583699115,1.58920371181388,3.4688420596314,1.58920371181388,1.58920371181388,1.58920371181388,3.8171203298583,4.80153229202218,4.79888333298081,3.88294261030717,4.21144378565946,4.39589586801,2.68071617500657,4.23496060397887,4.26791482186069,4.78527659594859,4.55872774086587,4.88094387376875,3.62158731776601,3.9938854789432,4.45960779331697,3.48072566343756,3.96201864299128,4.11895787827944,3.94655237560069,3.82487100714145,4.3228229107262,4.59333988161181,4.29400179990092,4.15882799857925,4.69460479230765,4.21714617814319,4.05362789005223,3.87695932556889,3.47959280684504,3.42992340774495,3.7298836353309,3.04854426512748,4.16905492676841,4.05676866380491,1.58920371181388,3.78674796989503,3.80161076311684,3.53580129135379,3.02694818232068,3.46041674676152,3.99623563672667,4.32319717908458,3.47992863072909,3.92371099816227,4.33732899362345,4.42897630778742,4.36972236015005
FGL2,2.78819700304398,1.58920371181388,2.7507283807415,2.65690296111773,1.58920371181388,2.72131635502113,3.7413466207858,2.84729159323395,4.02621805802067,1.58920371181388,3.90534424011349,3.37305444397863,3.11019465892501,2.56628156751928,2.65774757164567,2.33602030275901,1.58920371181388,2.88934056750734,6.73750344392198,2.68266476089537,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.12366788561332,5.96712494589222,6.00574641497051,5.81763322761006,5.69629653156309,5.00849059721167,4.67408579678311,4.37670711407542,5.00518565612518,5.63244221320933,4.25984870483843,5.73762486303237,4.29342537572034,5.49594712919071,4.03531722409223,2.48267458495073,4.11968683698399,6.51204054326828,3.33865128170725,3.08152388454432,6.32560674235305,6.13134224997692,6.16418476895096,5.63594702638312,6.42019276511247,3.70141638001533,4.7899552426025,3.99448831404428,2.64948964902121,2.55513042923114,2.73047895646709,3.04854426512748,3.00098979878622,1.58920371181388,1.58920371181388,2.99903486143072,1.58920371181388,2.43346970183186,2.44161154216977,2.86036970400387,3.02476292307933,6.75893962372213,2.9705300403515,6.09789481912158,6.10527090153163,5.9126422876326,5.90142232886114
ZBTB1,2.57717688463713,4.33789647424237,3.76373604072524,3.22682921861527,3.46921837064341,3.35045326535505,2.90420532050642,3.704866233347,3.83602005396567,3.32866529034737,4.19243929526025,3.37305444397863,3.37607983212635,2.94690178593519,3.22805438086806,3.45455414007035,1.58920371181388,2.72415151813157,3.25860294935181,2.98036083868096,1.58920371181388,2.97114583699115,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,3.67621274331827,3.78213754034609,4.68914841544233,3.60139795254639,4.21144378565946,3.38420132782543,4.32290495368594,3.59768888707157,3.21113834445776,3.65465990511285,3.89898033157717,4.88094387376875,4.29342537572034,3.78087131098735,4.03531722409223,3.30239094968585,3.84556200373612,3.67681792175842,3.94655237560069,3.24129317390389,3.6989252263634,4.00202091828219,4.1456928133739,3.98288582828292,3.89311405013714,3.39775525760281,4.6086718484126,3.93701644047979,4.65559653437147,4.05952916945941,4.18688993956387,3.45061343339584,3.88365794098294,4.05676866380491,1.58920371181388,3.60384593125953,4.08041017689848,3.11867707918106,3.55260573121258,2.63777479681601,3.65217784344123,3.554677780171,3.47992863072909,4.00870529456492,3.6838062695794,3.82088509227823,3.89365218069508
PSMB10,3.82595004370948,2.84857801590634,3.43857155582852,3.40964626736909,3.86126890365996,3.88398670915535,3.7413466207858,3.88212982499968,4.44958956934435,3.93412763354864,3.53838800474154,4.15430103421759,3.65906852345853,4.31464300567434,3.22805438086806,3.5667011789725,1.58920371181388,3.03165402487653,5.62857678530719,3.97398041394604,1.58920371181388,3.33398492873442,1.58920371181388,3.4688420596314,1.58920371181388,1.58920371181388,1.58920371181388,2.50217033544519,5.85168177511833,5.41656121884452,5.45257573036256,5.4472535323945,5.0976335475833,4.67408579678311,5.29312938356866,4.68448125471842,4.78527659594859,4.74715257646996,5.73762486303237,5.08133099170829,5.08982129453521,4.45960779331697,2.8340713782216,4.50621499291401,5.80761255648993,4.68031181793342,3.08152388454432,5.76818454078602,5.51477269893951,5.58151500119582,5.01907846435662,5.93978355688811,4.33444902975442,4.97788035921449,5.00489831775595,4.3841062465654,4.17928573650114,3.53383574986575,3.51713681964302,3.88365794098294,1.58920371181388,1.58920371181388,4.12874396969156,2.94498782352197,3.46303703541775,3.40154964419494,4.16741872411623,3.65217784344123,5.63441116161936,4.12098389434568,5.03119624322709,5.6140512212944,5.04940180840205,5.17475428284776
MNDA,4.22789524610315,4.91352557214956,4.42940089419288,5.10843968682915,4.57989334152882,4.80331556362625,4.4373677138771,4.69909797433973,5.27293842755164,5.78544212823396,3.53838800474154,5.24125784546459,4.67600051603363,4.51253560180123,5.02299780218662,4.22689802881572,3.70554821128777,5.33709046460893,8.01076085111631,4.53295475823935,1.58920371181388,3.7310006373589,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,4.52760636197591,8.02910041287337,7.33961572099726,6.51372196575692,7.15793317097158,6.4070369561651,5.67216614382925,6.00824243704371,6.70130298255932,7.71588251496514,5.44700882269927,8.67887523686702,6.49559822246262,7.25720843149632,4.45960779331697,4.47836992981215,4.86749086584692,8.33231205083907,6.58212804013076,4.42095295644722,8.30854100361883,8.00422407200532,7.91304202717335,7.18336742494399,7.30945589758269,5.15962572448858,5.61180416150744,5.95918408134283,4.3841062465654,5.49230389906076,4.28051491884366,4.81718077347731,4.60632976891628,1.58920371181388,6.23494533958607,4.76705724918267,4.08041017689848,4.10025928269386,4.71242104117672,4.35912984994798,4.54927915944503,8.29711427376863,5.74031631367417,6.49446584187071,7.44669526301371,6.37097957914111,6.0962879240105
POLD4,2.57717688463713,1.58920371181388,2.7507283807415,2.56742409389237,2.2552363129105,3.5711256278862,3.39394718924561,3.18304337760568,3.07460479540361,3.93412763354864,3.01588520391305,2.45550971327972,3.11019465892501,2.56628156751928,3.71149111018778,2.33602030275901,1.58920371181388,2.25555528957182,4.38405571915306,3.64930556951481,1.58920371181388,2.4069331925565,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,1.58920371181388,2.50217033544519,4.1542929323165,3.95408805501978,4.39728218510745,3.69917778532086,4.11237635786028,3.6460024999755,3.81880985573116,4.42107161294428,4.33334146272857,3.63448627305506,4.88094387376875,4.29342537572034,3.9179477085974,3.41029146633276,1.58920371181388,3.07413962608039,4.45167170225005,4.93977646070983,2.89495755638496,4.20955194539885,3.89954854160055,4.0924456122376,3.96184070350606,3.99385899245834,3.27742393315865,3.46711517517936,2.97513551991696,3.47959280684504,3.20747862536615,2.92665559014497,3.22616025758758,3.00098979878622,4.48320770222282,1.58920371181388,2.73476781981235,1.58920371181388,2.89790114335307,2.44161154216977,2.63777479681601,3.83539823975663,3.98205062169054,4.72819570207144,3.60788218076634,4.59481246314773,3.82088509227823,3.50559337897622
