,NK_H-1,NK_H-10,NK_H-11,NK_H-13,NK_H-16,NK_H-18,NK_H-23,NK_H-25,NK_H-26,NK_H-27,NK_H-33,NK_H-36,NK_H-37,NK_H-4,NK_H-40,NK_H-43,NK_H-45,NK_H-49,NK_H-55,NK_H-56,NK_H-57,NK_H-59,NK_H-61,NK_H-62,NK_H-63,NK_H-64,NK_H-65,NK_H-66,NK_H-68,NK_H-69,NK_H-7,NK_T1D-1,NK_T1D-102,NK_T1D-104,NK_T1D-106,NK_T1D-118,NK_T1D-12,NK_T1D-121,NK_T1D-124,NK_T1D-127,NK_T1D-129,NK_T1D-132,NK_T1D-135,NK_T1D-137,NK_T1D-139,NK_T1D-14,NK_T1D-140,NK_T1D-141,NK_T1D-142,NK_T1D-15,NK_T1D-153,NK_T1D-156,NK_T1D-158,NK_T1D-170,NK_T1D-174,NK_T1D-2,NK_T1D-21,NK_T1D-25,NK_T1D-28,NK_T1D-29,NK_T1D-37,NK_T1D-39,NK_T1D-42,NK_T1D-44,NK_T1D-52,NK_T1D-61,NK_T1D-73,NK_T1D-79,NK_T1D-8,NK_T1D-82,NK_T1D-86,NK_T1D-87,NK_T1D-88,NK_T1D-93,NK_T1D-96,NK_T1D-97,NK_T1D-98
S100A4,6.03134060885507,6.21778181351188,6.28675218470664,6.18602799604504,6.7855669142117,7.16122654982547,6.87926109166792,6.59875378427187,7.86243559649245,6.97880053998777,6.00343623984123,6.90834124451267,7.12974451387736,7.36555972922566,7.01946237403301,6.45925471753438,5.6549790290316,5.10795061344542,8.32197924006681,6.29923159569234,4.85360548746281,5.00825828323981,4.67521348645511,4.84956329325201,5.48509160047514,6.14477494500614,6.31488530977594,5.5506273214024,4.41016622656165,6.07986617527425,5.77406372566301,7.70536391557712,7.44170535737754,7.68836858883576,8.02346450582171,8.12987580773157,7.69763691988842,7.28605082239042,7.52631560712504,7.98381310279005,7.34316743190629,7.75930425141066,7.477313085678,7.05464216735799,7.69553598590107,6.13435274024339,7.01616900239617,8.25162257733664,7.88977402517275,5.40189773270352,7.64136812129208,7.98444194925637,7.70043312761817,8.02124138960525,7.68827495587194,7.36881100097165,7.63302578700029,7.11443803601186,7.82751472322157,7.39475770773689,6.22958520682512,5.96279172537888,6.25988309449031,6.25899526990425,7.29716582812967,6.92162986317891,6.63273975103613,5.60299316216344,6.83973355202783,6.66238127969293,6.69632139516666,7.8585955388602,7.25233793228397,7.61357096687137,7.91427222444607,7.42094142240707,7.81074499364046
UBE2L6,2.94010339975175,1.35178087483051,2.29945054611396,2.67137292254115,2.49812287006163,3.09498903963296,2.94354285112677,1.35178087483051,3.37944628695434,1.35178087483051,3.20034243615367,3.02502179844489,3.03868319678471,3.27380648121319,2.16169736681934,2.67568968698592,1.35178087483051,3.02921256077676,4.28429442200118,1.35178087483051,1.35178087483051,3.50475461943129,1.35178087483051,1.35178087483051,2.98204145053969,1.35178087483051,1.35178087483051,3.80218536062741,3.68126762461435,2.87774473732825,2.41947219396528,4.27614425115996,3.30834320052004,3.95917110738044,3.57496163314046,4.04411722481886,2.31107992843734,3.61484744385814,3.67956573154672,3.61130229837104,3.23045029910574,4.27928193584455,2.79289489589082,3.92675364322143,3.16221175511892,2.48996606453048,3.01843554031451,4.36724798333278,4.13988274659647,2.90297381969685,4.55224400454669,3.32176580651392,3.73067437933061,3.81296334568386,4.24982031788528,3.22472357614787,3.51647028627496,2.95990658304004,3.59223865236068,3.2831338447453,2.64021706531263,2.52807618353121,2.57146820313571,3.3846966437734,3.12188033320955,2.93972306450192,3.63574706610911,2.53588941958255,3.21837675832807,3.51206457719503,2.75564755234499,4.10966017881963,3.73172682189554,4.18593539510746,4.21297195080895,3.99332752955461,3.96670914288659
KLRG1,2.94010339975175,1.35178087483051,2.29945054611396,2.17703068818776,1.35178087483051,2.91508419602577,3.41654800009911,2.78739516680243,2.31697863942993,3.58178037044544,1.35178087483051,2.1331430595941,2.1156066467774,3.04355013496296,2.48306846201565,2.67568968698592,1.35178087483051,2.35537021917787,4.21398029089371,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.41947219396528,4.45897102581581,3.23529576356638,3.8770596367144,4.36158139714796,3.50021633984834,3.36835347714925,2.35313205819534,3.58896028942803,5.00998791420897,3.71561614069392,4.15043893490638,3.40227964387398,3.15136980008228,2.20320124167655,2.48996606453048,2.90581985883397,3.64482881186748,4.13988274659647,2.90297381969685,4.14880660173845,5.08867796954703,3.9845155123763,3.68994861705447,3.19323910620831,3.44053614410108,2.94752996596796,3.80824160913223,2.80379512062871,2.46275281258517,2.51140457791134,2.7743456501323,3.03193755476292,2.84379853139357,3.7347846552254,2.36603404867908,1.35178087483051,2.98512440410167,1.35178087483051,1.35178087483051,2.07416771352796,3.94432377406345,1.35178087483051,3.14625128994524,4.55852802394449,3.62670123925192,3.78632903563689
STK25,2.29872772789102,1.35178087483051,1.35178087483051,2.17703068818776,1.35178087483051,2.53061018720365,2.38793150848046,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.42007937305621,1.94439903280099,2.48306846201565,1.35178087483051,1.35178087483051,2.35537021917787,2.26693562716504,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.41947219396528,3.1122658782285,1.95644666281695,2.39485869054629,2.26251075193229,2.10641102200885,2.31107992843734,2.89272821775752,2.7244150821695,2.64326899006912,2.48532401741099,2.47526268842633,2.48564638895874,2.85002908290848,1.35178087483051,2.48996606453048,2.47590143174169,2.10952889394193,4.13988274659647,1.35178087483051,3.03766305028589,3.91367565964878,2.72047552726102,2.65137014938104,2.84856996476595,3.22472357614787,2.35897567500599,2.31126969581678,2.55301990869565,2.0036088594261,1.94317831113345,1.35178087483051,2.57146820313571,1.35178087483051,2.64018558083173,2.26255459019819,1.35178087483051,2.20048159874263,2.90786581521238,2.00295979181061,2.07416771352796,2.66893325200296,1.35178087483051,2.39004143747945,2.07263412340169,2.63607748052368,2.35056860787934
RP11-446N19.1,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.02504457059454,2.4326316712888,1.35178087483051,1.35178087483051,2.31697863942993,1.35178087483051,1.35178087483051,1.35178087483051,2.64639562408329,1.35178087483051,2.91531931626899,1.35178087483051,1.35178087483051,1.35178087483051,3.23557684190308,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.41947219396528,2.5046671224467,2.66768089321231,2.57596629096179,3.02877561250319,2.72704792284256,2.31107992843734,2.74207739159521,1.98398798528273,3.12590147308809,2.4049038236933,2.47526268842633,2.2852231565745,2.1257119538758,2.53958694847566,2.9244553841356,2.47590143174169,3.4589002989958,1.35178087483051,1.35178087483051,3.11910915350259,2.79465188958455,2.33704091388279,3.08581668326434,2.78972641409004,2.80669208847286,3.03485610377203,3.36871063189676,2.68589401698889,2.26608770922535,1.35178087483051,1.35178087483051,2.22667688686806,2.84379853139357,1.35178087483051,2.54263200966246,1.35178087483051,1.35178087483051,2.47744461558676,2.00295979181061,1.35178087483051,2.60538156561439,1.35178087483051,2.6106821659515,2.81597922021386,2.85335638675614,2.73863818421106
TSPAN32,3.15929575753809,3.55209172590623,3.16056294678602,2.40801062424983,3.42264218202901,2.97816404971773,2.7886844497142,3.07855411221227,4.05029761239598,2.71952613806102,1.35178087483051,3.02502179844489,3.36911310185023,3.34195213212446,2.72110954070016,2.30375534573623,1.35178087483051,3.02921256077676,4.20190765827953,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.1763450623499,1.35178087483051,1.35178087483051,2.83079552819467,4.40064214117116,2.66768089321231,4.01129212917527,4.02401420267698,3.54733767616721,3.92715800484615,3.83240207163255,3.38649650706268,3.73977367143543,3.4131493710282,4.78948798971373,3.31951007387304,2.66282065276386,3.68169102893047,3.23755551598817,3.12124063508437,3.9533003940991,1.35178087483051,1.35178087483051,3.95596938257582,4.51369794817824,4.82704397588881,3.84203795977941,4.21062778092919,2.62420209215417,4.07094538831228,4.0373070146602,3.59223865236068,3.82619591586332,2.51140457791134,2.97482182097874,3.49855552502322,2.84379853139357,4.15260507921826,3.54127535224831,3.63574706610911,2.53588941958255,3.46625140311531,3.64581538808884,3.46582624802613,3.7811589549494,4.14922802670021,3.72649675203334,3.69240914736586,3.11652090963025,3.44226169543378
ITGB2,5.6269774266297,6.07121727635035,5.56070480399963,4.96403519116418,5.38330290184265,6.32308425383201,5.24452997992775,6.20137396040488,6.45007793256003,5.39282561688232,4.67991391764341,5.77740978252588,6.52250995523661,6.44521991988561,6.18436417300234,5.70653524262303,5.22369885035463,5.26162122495876,7.08556415336592,4.08829629325033,1.35178087483051,5.28686768308006,1.35178087483051,3.65197779173224,4.26678349593109,3.18322287303297,1.35178087483051,3.80218536062741,3.07884956749521,3.56837217384622,5.26983188854397,6.77967307619349,6.22155712480576,6.08123897852859,6.94014749512871,5.92406156962525,6.46184074707611,6.82252117880435,5.89546784904723,7.00607288658803,6.77195844432101,6.89459577624705,6.73900972053041,6.49246853576365,6.33934012724474,4.9846675608812,6.7065894682277,7.56054828174812,6.66882329361044,4.5027363032026,7.16293860497579,6.75935893380536,6.92317307697322,7.2901031981406,7.03527274564204,6.45303047299958,6.98654760605294,6.70858259809147,6.9328647179587,6.31728677819425,4.89119905548908,5.71397883487695,5.7639291986931,5.45023315982084,6.55749198354322,6.4523037778049,5.70255279558059,4.12579493468174,5.66490922343239,6.4517374680279,6.41608257542956,7.00668143250409,5.3082783247393,6.59181048680523,6.25646183635325,6.44459874050517,6.76029512970544
IL2RG,4.10962545875044,4.06017945322384,4.52890538885274,3.51072884764226,4.05294200809278,5.02322420283609,4.95428602924582,4.74438429559528,4.86724228830788,5.00372453614949,3.83176421337998,4.15214048517867,4.84800001847914,5.05732773436674,4.84922401254071,5.02491184324321,3.84626382332281,4.51213714840439,6.17426664538425,1.35178087483051,1.35178087483051,3.50475461943129,1.35178087483051,3.65197779173224,4.26678349593109,4.56147583567591,4.55298950069956,3.1763450623499,1.35178087483051,2.61580309892579,3.12903735350089,6.08177109775152,5.54905669868248,6.03286563542772,5.86441319335397,5.9659548957599,5.6619601297591,5.63702925219933,5.36811497126848,6.0003116082777,5.47645523425224,5.95339015521121,5.37341904308789,5.38577050544625,4.84137095131874,3.48728070487242,5.05108757569866,6.25438998322597,5.6468420547419,4.00540377179426,6.18230845227559,5.70373745412969,5.3514946554938,5.98056095205799,6.06744733934601,5.05052506827219,5.56316177605217,5.48470606927142,5.73441844548347,4.57951744955561,4.15266135549159,4.38741162036565,3.84069436558386,4.05664583083416,4.84788143591281,4.55396601702458,3.63574706610911,4.12579493468174,4.40182347589471,4.33038734771408,4.4458439474132,6.20657361324277,5.3082783247393,6.00764160276908,6.21152231717947,5.50984435361146,5.93088522787771
CCDC91,1.35178087483051,1.35178087483051,2.66988770260272,2.30055235081731,2.49812287006163,2.04478848295311,2.60817156076303,2.38696733261804,2.52359337291192,1.35178087483051,1.35178087483051,2.44407255376754,2.57660546075397,2.18417996043784,1.35178087483051,2.67568968698592,1.35178087483051,2.35537021917787,3.37769173934282,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.07884956749521,2.61580309892579,2.83079552819467,3.62156926194188,3.82777639059761,3.448514865043,3.21894413888825,3.11045233661032,3.53172029137456,2.74207739159521,2.58815301969081,2.64326899006912,2.48532401741099,3.46258058964283,3.03211013375274,2.85002908290848,2.20320124167655,1.35178087483051,2.6396951497125,3.4589002989958,1.35178087483051,1.35178087483051,3.33527605748141,3.42450323060749,3.58317513333276,3.13646034762194,3.52940569189469,3.22472357614787,2.8530704395551,3.18125376130544,3.18136011753362,2.26608770922535,2.95281186149509,2.97482182097874,3.73610342290273,1.35178087483051,3.4643861903521,2.75937472197571,1.35178087483051,2.53588941958255,1.35178087483051,2.99844978130049,2.75564755234499,3.44472510362881,3.119416541125,3.20607874042501,3.51482970840538,3.72813204349198,3.6409044696663
B2M,9.85474600253841,9.83325805618594,9.72508556853667,10.0943685338802,9.91865694700006,10.531191403379,10.818447855825,9.84952047916765,10.9117021407965,9.68475606469827,10.2863728878175,10.3629325909784,10.6987436081959,10.5228217001131,10.2494217558869,9.4099989302094,10.0838100063261,9.97901613317858,11.75150717783,10.0690142877968,9.45543140485385,9.82239386125256,10.4213109329938,10.1123380302512,10.6092807005391,10.265311740775,10.173667932648,10.4044922314966,10.0977553427857,10.0618348235541,10.0811136804635,11.302688454359,11.3114113670907,11.7507156975439,11.5039591171849,11.3945794948402,11.0910037729037,10.9412509858487,11.2090850138392,11.4985326845552,11.0888173465479,11.3919870662809,11.0099406555873,11.0598651482845,10.8337525183116,9.41475144785356,11.1139965782842,11.7739804507607,11.6795606098194,9.83602864353156,11.6674588217293,11.4188031505138,11.466575247415,11.5981447744225,11.852887645721,10.6996223361962,11.1838162092739,10.8846490825686,11.0819945476468,10.8642612591234,10.2244178957317,10.0802662246235,10.2151049267727,10.1103825757928,10.5746565947609,10.6548057642641,9.35887069744918,9.6015061188104,9.9401317080327,10.8576500571014,10.9548299233615,11.8212837401562,10.4656731789303,11.390471781035,11.713147016894,11.3729083343485,11.5184479210651
TATDN1,3.15929575753809,1.35178087483051,1.35178087483051,2.17703068818776,2.66477523788113,2.61959016649154,2.38793150848046,2.38696733261804,2.31697863942993,1.35178087483051,1.35178087483051,2.67488334199096,2.57660546075397,2.64274734169236,2.16169736681934,3.16810546782919,2.90246347196814,3.25796385066879,3.23557684190308,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.25940162033257,2.41947219396528,3.1122658782285,3.07483456291245,3.23720372705961,2.95802858123599,3.11045233661032,3.18092199207334,2.89272821775752,3.23127097546689,3.61130229837104,2.69292845309768,3.21503048199989,2.65069617201422,2.85002908290848,2.78794053973493,1.35178087483051,2.78085850104023,2.63650511310793,1.35178087483051,1.35178087483051,2.9502179266981,2.9500439279469,3.73067437933061,2.91952553924466,3.27601793147138,2.10197620611517,2.94752996596796,2.31126969581678,3.00768478056467,2.7646055181425,2.18248789074097,2.52807618353121,2.57146820313571,2.84379853139357,3.4643861903521,2.8227805819812,3.63574706610911,2.78357444748453,3.46625140311531,2.99844978130049,2.3632526653392,3.07640417815707,3.73172682189554,3.01695543403214,3.18116765828099,3.11652090963025,3.11805856681451
GZMM,5.20310118834892,4.96460115573384,5.01334243493824,4.74888357349815,5.05347268265085,5.92666181530858,4.70894313998145,5.07514799594258,5.69519169870921,4.46643256256919,5.14135523336494,5.30234044395796,5.80748179921468,5.75218257076462,5.67857412879286,5.34563312215296,4.14661686107579,4.99546662568264,6.17426664538425,4.8806811689192,1.35178087483051,5.51994815505232,3.90888420868935,3.05537917930931,1.35178087483051,1.35178087483051,4.10065217858014,3.1763450623499,1.35178087483051,3.27037763695179,4.66262181603915,6.00652646966704,5.47697389208232,5.83542512980872,6.34107915179068,6.06178331881904,5.44581507729972,6.1084469299308,6.10338483526009,6.16338362033502,5.96739143105859,6.06298191180352,5.86026926797828,5.92279119273072,5.58421254040639,4.18003905176866,5.64554085496228,6.66643344635535,5.97783539153377,4.69781534456654,6.1994461402121,6.18886580009617,6.26277434031479,5.96783242077103,6.21098474481837,5.8384709971814,6.14243804624026,6.32148932819547,6.19808232502916,5.83094707549173,4.89119905548908,5.44296093201683,4.6535356469071,4.5052012388566,6.13435274024339,5.82710843861514,4.3565295493681,3.77820767273132,5.41071530092478,6.15218678839431,6.10940997364148,6.17957405920924,5.59465991954117,6.28830316809133,6.47498202313859,5.9844671786011,6.19464120802057
DCAF11,1.35178087483051,1.35178087483051,3.16056294678602,3.00178293336644,2.66477523788113,2.91508419602577,3.83455901582539,2.38696733261804,2.83968858431267,2.71952613806102,3.20034243615367,2.67488334199096,2.93978329293542,3.12522126906445,2.16169736681934,2.30375534573623,1.35178087483051,2.35537021917787,3.67658908007214,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.65197779173224,3.55999725882792,1.35178087483051,1.35178087483051,1.35178087483051,3.07884956749521,2.87774473732825,3.12903735350089,3.39213785627082,3.62168442152206,3.28238139197839,3.85464313266982,2.89610929628412,3.36835347714925,3.53362740419289,3.10067835500622,4.06489013913649,3.30672452889168,3.67025751319728,2.91873457416873,3.27780197761877,3.31314716236357,3.23755551598817,3.01843554031451,4.14602260985228,3.4537858593447,3.46004326930839,3.68155009496793,3.84357839632896,3.00046918287614,3.48103531480751,3.76922938578574,2.96315728737594,3.62630790491157,2.68581209421477,3.00768478056467,3.44149789791802,3.12192139917655,2.97482182097874,2.82555059722563,2.84379853139357,1.35178087483051,2.99400880038492,3.63574706610911,2.98512440410167,2.47744461558676,3.43968740021172,3.27159289339971,3.75615536888702,3.119416541125,3.37004761439843,3.4254058355822,3.57292197782094,3.54534309297631
FAM192A,2.94010339975175,1.35178087483051,1.35178087483051,2.67137292254115,2.29565871681545,2.4326316712888,3.20261287895138,2.38696733261804,2.31697863942993,2.71952613806102,2.89228064081323,2.1331430595941,2.50154890247648,2.64274734169236,1.35178087483051,1.35178087483051,2.90246347196814,1.35178087483051,3.5257047552654,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.68126762461435,2.87774473732825,2.83079552819467,3.72284770597419,3.30834320052004,3.48689511761073,3.1587941729576,2.89610929628412,2.95960725467172,3.1452358569704,2.84520785781118,3.12590147308809,2.62835944768465,2.47526268842633,3.13558223290769,3.15136980008228,2.53958694847566,2.9244553841356,2.78085850104023,3.72882484681853,3.4537858593447,3.21271774909246,3.73134526641787,3.51964624608774,2.33704091388279,3.23185817062888,3.68428291731095,2.40140748481484,3.11619473277865,2.31126969581678,2.68589401698889,3.44149789791802,3.12192139917655,2.19473677434739,3.36136820799903,2.84379853139357,3.12188033320955,2.26255459019819,1.35178087483051,2.20048159874263,2.47744461558676,3.19417141854862,3.04154634165867,3.53722059600241,1.35178087483051,3.37004761439843,3.08779234217819,3.39689789391799,3.54534309297631
ATIC,1.35178087483051,1.35178087483051,2.29945054611396,1.35178087483051,1.35178087483051,1.84414322826208,1.35178087483051,1.35178087483051,2.04051951886606,1.35178087483051,1.35178087483051,2.1331430595941,1.79618551649963,2.36453426742854,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.53661121208998,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,2.17754131564428,1.35178087483051,2.16658632338182,2.62000872863106,2.5259305775657,2.31107992843734,2.06680131497997,1.80059227880617,2.27972195593028,2.21780936622342,2.47526268842633,2.2852231565745,2.85002908290848,1.35178087483051,1.35178087483051,2.27707582431016,2.10952889394193,1.35178087483051,1.35178087483051,2.85562554922243,2.09540250739266,1.35178087483051,2.39163242680156,2.72754396946432,2.10197620611517,2.17955328552899,2.68581209421477,2.21308684436112,2.0036088594261,2.18248789074097,2.19473677434739,1.35178087483051,2.84379853139357,1.35178087483051,1.81280348545233,1.35178087483051,2.20048159874263,1.35178087483051,2.26519161155526,2.07416771352796,2.60538156561439,1.35178087483051,2.70495269900787,2.45322894276559,2.94783078682065,2.73863818421106
MT-ND4,8.19677245663656,8.31574815474073,8.08233610080156,7.97528018979774,8.3260317472246,8.29440190926484,8.02220796313666,8.13306847236846,8.14522754758449,8.28304253713277,8.15402507410179,8.20861038162079,8.39267567826636,8.43356415764509,8.60686637944785,8.04617367453349,7.75431629443669,8.02039107879017,8.48173137375944,8.105501344021,6.26901275334295,8.37705304259289,7.72840574363523,7.59021348604402,7.54006771392136,7.90613717852742,6.61872144554467,7.17736698629199,6.51515502099113,7.33673724055886,7.70328116202469,8.78090319330894,8.23699696709492,8.58835447061218,8.54320988828573,8.70611478915706,8.31128805748526,8.4537284743267,8.68461534292313,8.55284361447678,8.48223936715981,8.69781444081734,7.86737643430066,8.74354140472895,9.02813436338358,7.99043636280339,8.22372944621296,8.61189247751316,8.43786533606304,7.98527411580516,9.11757468970064,8.54376914668763,8.56044908857731,8.66923720345443,8.49247468246021,8.61164489920078,8.72465530262228,8.10035565661828,8.33421822956119,8.17554819745576,8.36998970683445,8.4957040204684,8.31136064518751,8.31371947345004,8.40920580521422,8.35813343281098,8.00147505031825,8.05017955296881,8.15247479344933,8.69864382187962,8.59494850235508,8.81967129933175,7.73588186397863,8.33454654549291,8.44211934650603,8.75151116473747,8.59605472829456
GZMB,6.90873268439542,6.72205202889746,6.8832730939695,6.61475785690258,6.89943803447803,7.31058903593443,6.81905594872035,7.28464697239505,7.07556149178447,6.30656925342566,6.96521035110454,7.40939500038974,7.39338143484027,7.10671489990895,7.07354863685561,6.32041792445019,6.80849232390777,6.83706430137084,8.80115536059607,6.05414794200886,5.7292165285896,5.89623050118553,4.67521348645511,5.48801805667188,5.59757448232137,5.93898475183256,6.94425920239028,6.13336145188341,5.07562165162718,5.26077006427972,6.46619594944799,8.00469216857844,7.6780189712866,8.53948789234402,7.99995526798696,7.46366553578842,6.67532316304046,7.25010819808865,7.00908483461894,7.96500518804854,7.4467372094132,7.47243341123146,7.07724137133521,7.12633039796354,6.30632533022914,6.4972807070538,7.40641709383974,7.92372965802477,7.48492288215531,7.1100361836596,8.668258174477,7.96855696174992,8.26208242839022,7.66359672421775,7.95737402482221,7.44092375975278,7.73889240313511,6.77183100145794,7.19064481461572,6.92012080337951,6.95169371768982,6.78038269808686,6.86218916271552,6.77362444084014,7.17219286541213,7.0673511953113,6.7426355541966,7.05775371727516,7.06782480144426,6.94236028969752,7.18525733907437,8.30891141352875,7.29279984080215,7.98367529226384,8.16704314429272,7.95322473950224,8.31965158756511
MYO1F,4.66454491241396,3.82989505610734,4.20544585732174,4.8388914523115,4.92409604957342,5.60866023609715,5.6530514979115,4.50113788186355,5.06023818566128,4.62105466082514,4.3769436177626,5.62838710305724,5.10649249456998,5.09489838366461,5.63116635660685,4.30403089634533,4.6028025207498,4.87333114334858,6.38816469521083,5.38589631417533,1.35178087483051,4.66154002339152,5.16884589089413,4.37567918821149,3.95869854054176,5.04803203397356,4.55298950069956,1.35178087483051,4.09342376157106,4.35364641612776,5.21380662572687,6.1532749598815,5.73351738417637,5.84946584836683,6.02856772453418,5.62244622329629,5.28117847940054,5.32677549236024,6.06090701287604,6.46079446583278,6.00519175267106,6.61192569495404,6.06515990211081,6.2712364072546,6.12883797087011,4.18003905176866,5.80857333863188,6.44556372371208,6.84105317572115,4.00540377179426,5.98884411736131,6.21605950039471,6.00890609094626,6.17024341595406,5.93778701528166,5.01927575609203,5.58934810029798,5.19167801731811,6.04248436702327,5.21937950114546,4.97395048707595,4.90625834957422,5.38275712231209,4.98806926450754,5.83739585851623,5.56334944918933,4.82902477372349,4.73752073823999,4.87757812244555,5.47971206025217,5.62653177944319,6.17046045979537,5.71891650079081,5.74484125792212,5.70265937473702,5.82841998813977,5.82451723152763
SUN2,2.94010339975175,1.35178087483051,2.94124580831722,3.25895764965762,3.25002657178333,3.7688817313238,3.83455901582539,3.07855411221227,3.61832093916496,3.22494744551,3.44646219794128,3.40990070151074,3.66045434263259,3.63718887916703,3.94639327209687,2.94804669465816,3.45939543601013,3.45119217549538,4.34029562513739,1.35178087483051,1.35178087483051,1.35178087483051,3.90888420868935,3.05537917930931,1.35178087483051,3.18322287303297,1.35178087483051,1.35178087483051,1.35178087483051,2.61580309892579,3.89797190720795,4.51497347909157,3.87471923617737,4.50152360265547,4.11642378939118,3.94458384281293,4.23312145733302,4.18454934801387,3.79152599029913,4.40524838821242,3.93930994794718,4.60693996978303,4.12541141230178,4.4161169983554,4.34622965703614,2.9244553841356,4.10596298024224,4.97974136204067,4.13988274659647,3.46004326930839,4.41049838147855,4.32411393604019,3.86352588810559,4.17256123867641,4.0859307339484,3.93215716629885,4.03247406487121,3.67731648705153,4.03744562812777,3.44149789791802,3.33834797174544,3.429597720796,3.93778000794542,2.84379853139357,4.32194602314353,3.67149431523041,1.35178087483051,2.78357444748453,2.90786581521238,4.07744964318748,4.20735365461988,4.22183193523334,3.119416541125,4.18593539510746,4.32207175556158,3.99332752955461,4.32587337925187
ARL4C,4.72856673490629,3.55209172590623,4.66640834258535,4.43834900942322,4.10243008596976,5.31323525280484,4.50337152088595,5.1885770100439,5.44253596467724,4.46643256256919,4.25943538004204,5.02330572951574,4.89646221929622,5.0187402444744,4.890279840804,4.53976362249954,4.14661686107579,3.90249610857388,5.86014471905805,4.8806811689192,4.85360548746281,1.35178087483051,3.90888420868935,3.05537917930931,3.55999725882792,3.8106702105616,3.42116607571642,3.1763450623499,3.07884956749521,4.42654582863152,3.56925149954648,5.5300291270192,5.38539786075854,5.93753210202519,5.39561570922488,5.91553439683228,4.69627461132244,5.23128152121986,5.26869650230011,5.23709478117298,5.63661511997906,5.99085637553486,5.0971755913702,5.19067034664565,4.84137095131874,4.63895876235724,5.58134448462689,5.47838141205373,5.44749043043019,4.27616009600321,5.70645322794467,5.3074796755118,5.83185152985825,5.40352964732599,5.67293958167104,5.52041681290665,5.28715684621038,4.8225781482419,5.23756167903931,4.81713229686597,4.50135296152889,4.72090359474282,4.6535356469071,3.76237407187222,5.31224339841624,4.75181160038135,4.82902477372349,4.8790597551188,3.85394592452548,4.47665810665316,4.86075228340209,5.76677004537401,4.14922802670021,5.763326123937,5.78002301122716,5.61560402802864,6.09055270471878
PSMB10,3.15929575753809,3.82989505610734,3.16056294678602,2.40801062424983,2.66477523788113,3.43364181588621,3.6827707852006,3.07855411221227,3.88171103000555,2.71952613806102,3.44646219794128,3.29432690352789,3.25525938784138,3.52698541184221,2.72110954070016,2.30375534573623,1.35178087483051,3.02921256077676,5.18900876881647,1.35178087483051,1.35178087483051,3.50475461943129,1.35178087483051,1.35178087483051,1.35178087483051,1.35178087483051,3.42116607571642,1.35178087483051,3.07884956749521,2.25940162033257,3.12903735350089,5.05586115064163,4.16467850079524,4.94526437713962,4.71330462432639,4.77448649079341,3.92715800484615,3.96010787951924,4.30117129494194,4.67882471995251,3.98438603434489,5.02563728382842,3.31951007387304,4.56289072905411,3.68169102893047,2.48996606453048,3.90596950579003,5.5244144310198,4.13988274659647,2.47375516307373,5.0477433787865,4.79422146792448,5.3514946554938,4.72540965267128,5.21755804865685,3.6253449072234,4.14480989212285,4.23357169220482,3.75752311800478,3.51391958867587,3.19833494069083,2.97482182097874,2.22667688686806,1.35178087483051,3.12188033320955,3.50660231356945,1.35178087483051,2.98512440410167,3.67417512376742,3.87872569067834,3.78442518145907,5.05189393005056,3.73172682189554,4.84202609064263,5.23225390640815,4.49346915807734,4.87393399972076
