,B-Naive_H-1,B-Naive_H-10,B-Naive_H-11,B-Naive_H-13,B-Naive_H-16,B-Naive_H-18,B-Naive_H-23,B-Naive_H-25,B-Naive_H-26,B-Naive_H-27,B-Naive_H-33,B-Naive_H-36,B-Naive_H-37,B-Naive_H-4,B-Naive_H-40,B-Naive_H-43,B-Naive_H-45,B-Naive_H-49,B-Naive_H-55,B-Naive_H-56,B-Naive_H-57,B-Naive_H-59,B-Naive_H-61,B-Naive_H-62,B-Naive_H-63,B-Naive_H-64,B-Naive_H-65,B-Naive_H-66,B-Naive_H-68,B-Naive_H-69,B-Naive_H-7,B-Naive_T1D-1,B-Naive_T1D-102,B-Naive_T1D-104,B-Naive_T1D-106,B-Naive_T1D-118,B-Naive_T1D-12,B-Naive_T1D-121,B-Naive_T1D-124,B-Naive_T1D-127,B-Naive_T1D-129,B-Naive_T1D-132,B-Naive_T1D-135,B-Naive_T1D-137,B-Naive_T1D-139,B-Naive_T1D-14,B-Naive_T1D-140,B-Naive_T1D-141,B-Naive_T1D-142,B-Naive_T1D-15,B-Naive_T1D-153,B-Naive_T1D-156,B-Naive_T1D-158,B-Naive_T1D-170,B-Naive_T1D-174,B-Naive_T1D-2,B-Naive_T1D-21,B-Naive_T1D-25,B-Naive_T1D-28,B-Naive_T1D-29,B-Naive_T1D-37,B-Naive_T1D-39,B-Naive_T1D-42,B-Naive_T1D-44,B-Naive_T1D-52,B-Naive_T1D-61,B-Naive_T1D-73,B-Naive_T1D-79,B-Naive_T1D-8,B-Naive_T1D-82,B-Naive_T1D-86,B-Naive_T1D-87,B-Naive_T1D-88,B-Naive_T1D-93,B-Naive_T1D-96,B-Naive_T1D-97,B-Naive_T1D-98
FAM129C,3.71281064103152,2.918911223108,2.71914733692837,2.91602641430426,3.214225275639,4.2590591418454,2.95796676377429,3.88566054914865,3.80121333773546,4.01846865407282,2.39089020777119,4.40905551985806,3.36220481573608,4.08040969823444,4.15628824543794,3.49043529437002,3.18147498565177,2.7390690295136,5.2235636316082,3.74588656564656,2.9192513184512,3.57337758867953,3.04155658048376,3.79205998797033,2.46654943513294,3.11229148381475,2.77747368161492,1.62765670587281,4.25793406307466,3.2818109838832,3.69339039513263,5.70920180897199,5.14110203998022,4.95243792927667,4.74550773769368,4.43181066153035,4.96078418416685,4.60546572688937,4.8928222198666,6.08440198805925,4.31034390791235,5.30352810114146,5.04310022747735,5.28696987149432,5.13316122310085,3.62340444771384,4.53809667758662,5.25713063754576,5.64068501893514,2.92771415861357,5.7012956926818,6.06850415025827,5.42445217652789,5.74965733088866,4.98228085145668,4.50725472784799,4.86123434593978,4.88045810450211,4.95788318222994,4.47985059728167,3.56463844369883,3.84441322443799,2.91896220912101,3.34093750419742,4.44364510355223,4.16565582462973,3.72891890028484,2.95098148089209,3.60604171728909,3.3856627686683,2.82098820230074,4.93490908786175,3.76646358032925,5.08392152356187,4.93903180537773,4.66408431759485,5.14326327202023
FUOM,1.62765670587281,2.55542480809932,1.62765670587281,1.62765670587281,2.77634065897562,2.31213414571842,2.58438253717261,1.62765670587281,2.54748535868495,1.62765670587281,2.39089020777119,2.58468262604536,1.62765670587281,1.62765670587281,2.87014723863123,1.62765670587281,2.55281251672859,1.62765670587281,3.63184605154234,3.28413810914475,1.62765670587281,2.41044887256983,1.62765670587281,1.62765670587281,2.46654943513294,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.41230610236027,3.17799864011614,3.13139328796752,3.50607689227668,3.63355914238079,3.30354591687733,2.84911025296325,2.99052732710582,3.46457011937543,3.12459877653832,3.07245137450133,4.02412398223035,2.62384063617378,2.99922058689869,2.36892423459353,2.43307946086491,2.77366404292931,3.11587033834866,1.62765670587281,1.62765670587281,3.32520347085705,3.63458337992508,3.68187760835079,3.25143831785173,3.78207981045048,2.37549045223618,3.1300853575752,2.67036255768911,2.44093183621738,2.87718152422497,2.38069795831119,2.75000400052376,2.38944832924363,2.38180694273319,3.08540947709985,2.87554697262723,2.90845399423446,2.57919777321456,2.42520409462968,2.68293186829368,2.56216134079828,1.62765670587281,2.49884297913953,3.30506138537665,3.83952180524696,3.40763423171147,3.75800090036464
EIF3E,7.31578384203094,7.2783433073232,7.00583164918872,7.34269742007957,7.2740204380755,7.5181246449296,6.84079640149357,7.43099862171926,7.39688526350054,7.71549004511734,6.87817493346206,7.66950938582971,7.46920847817954,7.55737450562434,7.81168169891728,7.49524416388199,6.89699607875334,7.03698653738287,7.8436377349712,7.67823188733642,6.64443363737019,7.457797687634,6.56139201478889,6.61557840246716,6.43735620918263,6.80032180607618,6.13302080528722,6.83578482089451,7.26754118215034,6.45225630876509,7.71028276401284,7.88365172073994,7.78367656708356,7.7840401813361,7.98243236758038,7.98643636143194,7.59683328083606,7.82858344547525,7.90036560052863,8.07884283393253,7.81801993184656,8.24586164660623,7.6822946209015,7.87113288521034,7.84310873736356,7.50040612001202,7.55425969522375,7.90393910939125,7.67022869618612,7.1597158695193,7.82475824331133,8.02764986910809,7.99267225039653,7.72872120768967,7.85354281773818,7.7194425374443,7.66419410818138,7.91463034706955,7.67778729250026,7.46780838490464,7.22404812369782,7.55475619152056,7.36881381779054,6.9152455903054,7.66491075934972,7.560445284215,7.55542480557451,7.37243187806584,7.34911717050015,7.46669271497655,7.41621776026675,7.77552038156535,7.09565500907288,7.7756107289226,7.99442264252406,7.71777988604682,7.87129290847799
ANKRD44,3.373743166829,3.66705636338924,3.44169783497039,4.36704426260052,4.08519293043554,4.59768199963659,4.96556044673828,3.88566054914865,4.32154271822377,4.01846865407282,4.27864968046667,4.30756788165809,3.79472442472838,4.41078983115211,4.40358209706519,3.73793968090462,3.39687131319287,4.26054315501882,5.4336379089583,4.89245980775946,2.9192513184512,3.79523953221305,3.56039422535962,3.79205998797033,4.03048796619362,3.65113942250656,4.33556285132937,3.94391891436199,5.03523933632507,3.86591739648289,4.23169369543378,5.33940157959539,5.37325168465821,4.77660976143749,5.45551391966259,4.39963597602445,5.1168272767392,5.05988162370602,4.8451932997716,5.7678775689534,4.73863512754874,5.65022496475341,5.3825676463684,5.81822549811518,5.47000444807691,4.28751177920661,3.88553663823516,5.34523680106997,4.79635244613256,4.25542468867106,5.8768903779189,5.79620006927567,5.63325198869305,5.46615996613569,5.02400781560095,4.6128980420181,5.37089745246491,5.39902510387294,4.8344710254297,4.28030024108614,4.40816388386644,4.12356932317964,5.25228534347176,4.46997119179453,5.7255517965438,4.310517702748,3.38782976724911,4.12766069913135,3.47697439222454,5.00693953279836,4.7951466185676,5.79307815133464,4.29508441732015,5.61618689997799,4.49580226362664,5.10171903321731,5.26531338247256
MZB1,2.89766835929106,3.7445073272357,2.71914733692837,3.10047265860916,2.77634065897562,3.72854897977131,2.58438253717261,4.16816047847555,4.05749878214735,4.01846865407282,1.62765670587281,3.80306976716458,3.4454957714514,4.08040969823444,4.51236442695726,3.73793968090462,3.18147498565177,3.16483539630728,5.6167309006273,4.27128485268969,2.55567664892977,3.57337758867953,3.04155658048376,2.57916060971668,1.62765670587281,1.62765670587281,3.21572386144263,1.62765670587281,1.62765670587281,1.62765670587281,3.79969710344696,5.70920180897199,4.73504998924297,5.3777819505515,5.0322213579018,4.97768340365511,4.78536375415231,3.9976119744599,5.06874768532127,4.85195908975282,4.40722245761006,5.30352810114146,4.56434905962697,5.17041044236389,3.78958186787712,3.34830692142059,3.0144100495434,5.58097464278307,4.79635244613256,2.92771415861357,5.23168494394739,5.60096104177962,5.52103371145358,4.7846022743237,4.89494292850702,4.26825503992495,4.25703849507687,4.8380875844234,4.69920273947684,4.28030024108614,3.08777534922924,3.73654699236365,3.26211062265641,3.62236230793739,4.72327484185851,3.43738396964348,3.87049715499981,3.09546390739363,3.16880963052371,3.53325656762969,3.65321368684316,4.24703549721368,4.29508441732015,5.09500554532745,5.44531486460198,4.85570469395238,4.96709241101225
HLA-DRB1,8.5163837731941,8.93144008214866,8.09395706524416,7.95615800417818,8.88815205783612,9.80100999962623,6.80484627434243,9.40533783818104,9.81597429172153,8.5966403326827,7.84331420860275,8.96520150854304,9.2163766296178,9.33877102427369,10.0172145893606,8.66517594666239,6.88097978980096,8.93855688966523,9.03110538584997,8.88507280666096,6.92159980122284,8.98791151948508,5.99706095111399,5.73830875713531,6.36386542644965,6.93283488232787,7.64827761327133,5.78550261740984,5.53379577258409,5.39823305609625,9.09955825817328,9.60342414885016,9.49638013741461,10.0822237252158,9.86772310341792,9.67265265770926,8.61123314621539,9.48476954480183,8.9248839992291,9.53979432817092,8.40717688990556,9.72286768494488,9.03833746104576,9.22840679409461,8.83697460316179,9.2149232061152,9.51050472857288,9.94591345207315,8.72526717853704,8.22244136418553,10.0130551462848,9.57286475639246,9.2557144540428,9.47728273827724,10.2019561463577,9.57813937964307,9.42609378818206,9.04635607527789,9.53074191077806,9.23956451674973,9.33834175697639,9.27309542522713,9.07232462107254,8.98956520981167,9.39744907584911,8.93697048031754,9.1848728252257,9.21335944858257,9.3789900617068,9.48486757930374,9.67585751176457,9.29456355515257,10.5143613423794,10.0377357040097,9.50455700863119,9.38983796054455,9.92545009013795
AFF3,3.71281064103152,3.62650544788248,3.8884120919388,4.23542705315307,3.78074105174145,4.83412767016305,4.07815591845067,3.88566054914865,4.32154271822377,4.01846865407282,3.64360639046056,4.59212242946327,3.79472442472838,3.94961552126939,4.61325054023088,4.28363144218714,3.88131282194625,2.97343662338098,5.26812874055086,3.98129800503384,3.40191616701949,4.150743359035,3.92519188897342,3.22317934078297,3.24340307528062,3.11229148381475,3.21572386144263,1.62765670587281,1.62765670587281,3.2818109838832,3.69339039513263,5.66507925314206,4.9235045962435,5.42936344448264,5.61924334505982,4.66546091715586,5.1168272767392,5.45337316654227,4.63670733737679,5.48393200521819,5.09521231578428,4.76457350346194,5.82259122810726,5.22988306341253,5.49702229214403,3.49347488926342,5.02664200153281,5.38732884813701,4.79635244613256,3.75760734699732,5.47010089665196,5.61582460031633,5.77690426479245,5.74965733088866,5.2860875045001,4.97027100263479,5.9595048729109,5.03827280368394,5.23598895797999,4.47985059728167,3.81922553566174,3.73654699236365,4.4924933861859,3.58584521264649,5.33163002264372,4.35559269767561,3.17333649422432,3.62961186335626,2.97698568148027,4.31268297506829,4.72267503706968,4.63290519969251,3.39192175549932,5.48804256709382,4.90049043120641,5.02436867454767,5.63428698586319
MS4A1,5.95884124247894,6.32418078516394,5.9464368439396,5.15982317431527,6.2913352943835,6.93465861088729,5.5057431558262,4.93193069397154,6.69395396643319,6.66707533734797,5.53140240692309,6.73102173380493,6.29895010637289,6.03047023571876,6.97185006997007,6.51959221413393,5.58669554359749,5.85869367053614,8.24351972485841,6.54691453551277,5.01575305150556,5.61086782512727,4.90501914176382,4.95215490108134,4.37604781790256,5.10750627647576,6.21581605421792,4.67048208604261,5.90267869376064,6.01989250454032,6.04421538575746,7.98102007307436,7.19855489641664,7.22529071778953,7.31779893048378,7.03858588679498,7.72660814731454,7.2082838949633,7.1743719064318,8.85522994122124,7.13739876695964,8.70723649811466,8.0397237150054,7.60725831609421,7.91466690123467,5.19214394012406,6.7521045342194,8.63914228051336,7.81791027521084,5.39863963404412,8.44117149236694,8.70790673555851,8.66138181974855,7.85867383210126,8.62863063715425,7.14936308668524,7.09635339609527,7.78277810336937,7.57471153222297,6.72533477981071,6.78526117177531,6.56327141076216,6.0824572529684,5.9447541446117,7.74405992840729,6.65513917749301,4.66110006001142,5.53578643594143,5.9590463053515,5.8972188278294,6.02468037639069,8.05884742116686,7.14978358509707,7.81603956202986,7.60721158814521,7.24649672437552,7.61270389498689
CPNE5,1.62765670587281,2.55542480809932,2.71914733692837,1.62765670587281,2.77634065897562,2.79246101210308,1.62765670587281,1.62765670587281,2.74523700616614,2.50536876303409,1.62765670587281,2.58468262604536,1.62765670587281,1.62765670587281,2.35951251829535,2.75083145993323,2.55281251672859,1.62765670587281,3.63184605154234,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.41230610236027,3.17799864011614,3.94025571989161,3.57305964978603,2.68925577617918,3.05148983404707,3.31013296880759,3.38724689763984,2.96742078585508,3.33362281048455,3.19855888820592,3.87588516040738,3.44978026466007,3.14816051548633,2.66504271519374,1.62765670587281,3.0144100495434,4.32664617670632,1.62765670587281,1.62765670587281,2.42133490606021,3.96157613561744,4.30394734689623,3.9172955593639,4.75287967767499,1.62765670587281,2.87167437656819,2.67036255768911,3.43897760105303,2.87718152422497,3.38294872969345,2.75000400052376,2.55546256291753,2.06634782445284,1.62765670587281,2.71635125192414,2.90845399423446,1.62765670587281,2.42520409462968,2.68293186829368,2.82098820230074,3.70653380873421,2.49884297913953,3.78548362776527,3.92150546193352,4.17735892896125,3.792396305817
CSNK1A1,4.71386006112659,4.66168552755037,4.81235396114454,4.7002104670724,4.7260699908575,4.75965052177515,4.89826075513075,4.77649482215923,4.50138672258984,4.62435912712373,4.80575579264436,4.40905551985806,4.41867897392279,4.75578254103254,4.7073402950727,5.02120160721574,4.23432433265101,4.70270218871635,4.74324706344359,4.43522618740454,4.89132756832284,4.36694580962684,5.12207408389675,4.95215490108134,4.82834439063788,4.76867303006231,4.47921023588477,5.14572330309919,5.53379577258409,4.57832915658093,4.23169369543378,4.05274721120861,3.6755307962079,4.10144288012372,4.46478091686568,3.84501869705836,4.43325095046973,4.2508605737675,4.51953844583013,4.04532491550748,4.15085475634995,4.02412398223035,4.20443543563722,4.01094970068651,4.11293247166227,4.67662804667386,4.25043851516769,4.56859663210933,4.79635244613256,4.77085195307263,4.01239142598525,4.22380962137311,4.30394734689623,4.35679832343581,4.2835137966239,4.33199748467595,4.51522912298508,3.97135429843919,4.41691631463558,4.56979026928925,4.88458534481866,4.28201047199047,3.97389435301288,4.35024619971377,4.09278757651309,4.16565582462973,4.58375780938951,4.8502535563254,4.10857086800142,4.63268919963688,4.44979033347303,3.70653380873421,5.24291335228324,4.22026802927213,3.75207993639229,3.84833322795531,4.03934860760382
HLA-DPB1,8.3457024404051,8.41821238520744,8.4172591968539,8.40773479333732,8.49282694125622,8.73615870268696,7.46493461319928,8.75323626941355,8.90221298395142,9.15467884695337,8.36304723552523,8.5960450706092,8.78862220001955,9.07721641820934,7.88789664335732,8.79558932155974,7.40232095153811,8.53982549710475,9.05656856169921,8.57728337506506,6.58595617970156,8.73047444651509,7.28110795229676,6.84293053871488,7.13375901394992,6.43345455162809,6.97846530503523,6.70585189179419,6.43923919614686,6.89825484816285,8.63570300313725,9.14444841403762,8.52066729823726,9.91006632999685,8.96148627596717,9.18184476164603,8.76335804451752,9.22510511033038,8.84930798022953,9.3139033090107,8.15786406750525,8.94903460090389,8.59927227446815,9.27120019147273,8.60019696073265,8.40614245387552,9.07773867740071,8.9875650470336,8.56725993188464,8.62189653036546,9.584304223636,9.02870710988548,9.22394008558814,8.8146837829783,9.69781514274015,8.06422730952363,9.14398943360426,8.77653731699672,8.40031373185005,9.04733303668864,8.50258272211766,8.96500078993356,8.83666260762413,8.18727981259288,9.37276069666451,8.555909976755,8.73914081503073,8.87517256330228,8.74638248755813,8.7387204522659,8.8154858089494,8.90583442003191,9.2975752617324,9.25291941442731,9.49978087104764,8.96130746391973,9.37407595219452
HLA-DMB,5.38190016005405,5.92861051140208,5.98929113459988,5.58804579260798,6.04243665814503,6.61789266851096,4.40835591500209,6.48048308538892,6.59067176301359,5.9135338971579,4.87344110409534,6.38607919338007,6.30917315106012,6.1503237796977,6.01178391809017,6.08910862789445,5.06642211496796,5.67988880575223,6.71512415217475,6.41859876193068,4.01582175261163,5.74276487407687,4.07556257611154,4.06687063235669,3.81758631943461,4.18226955473936,4.60937503268182,3.94391891436199,4.25793406307466,3.86591739648289,6.08469066133187,7.05842242256369,6.59491418706132,7.18603903657968,7.03281993922821,6.9864868363398,6.59360883414646,6.7318670875311,6.62383298697298,6.96449325982799,6.42965758586947,6.77883457190962,6.71012356350129,6.85738534585498,6.78567733329215,5.30537140319481,6.806120685415,6.7997325759617,4.79635244613256,5.30324137769159,7.39405174431702,6.90374617106191,7.08287569628419,6.88528759234438,6.78053770499095,6.56042542223504,6.61052063176486,6.77823040009979,6.16155164478657,6.36681923224742,5.77248949958387,5.932703847661,5.84797292277738,5.77256111525206,6.39014822719308,6.21547029517777,5.44814932188629,5.89911088552081,6.29844044015868,6.07827792250207,5.92168305719348,6.02195993502592,6.1515250765435,6.73102860039268,6.92283624159608,6.88342732130336,7.07334242426577
CCDC141,2.89766835929106,2.09749646521796,1.62765670587281,2.69069934567553,3.214225275639,1.62765670587281,1.62765670587281,1.62765670587281,3.04865173713623,1.62765670587281,2.69514428587647,2.58468262604536,1.62765670587281,1.62765670587281,2.65212955155934,2.75083145993323,1.62765670587281,2.42301154918212,1.62765670587281,2.82933462794846,1.62765670587281,1.62765670587281,1.62765670587281,2.57916060971668,1.62765670587281,1.62765670587281,2.77747368161492,1.62765670587281,1.62765670587281,3.2818109838832,1.62765670587281,2.6354294876999,2.87278552517812,2.61523353708147,2.84490144265537,2.72178032199888,3.31013296880759,3.13866945085699,2.73399490472453,2.86701399704104,2.56359208059217,3.00782270111706,3.11325263931039,2.82596148473436,3.06621203751671,2.43307946086491,2.77366404292931,2.85960236343961,1.62765670587281,2.56194520379808,2.97072185948372,3.50410171474287,3.26707249894818,2.68581886306366,3.67639560585031,2.6740462487064,2.87167437656819,2.67036255768911,3.36371310917873,3.29059547734947,2.54491780659357,3.34426276191037,2.38944832924363,2.24571534696305,3.61673122549632,2.87554697262723,2.90845399423446,2.3064807249256,2.42520409462968,2.77881420859539,2.70078254564162,3.46182492026475,2.68696590087769,3.46220626584504,1.62765670587281,3.10901369615507,2.80342775340914
NDUFA11,3.373743166829,3.98429862175298,3.68441847757838,2.91602641430426,3.38211477767145,3.95286077789627,4.30688329313226,3.88566054914865,4.36874511834199,4.12324182029474,4.1734404757229,4.8990225158252,4.25531209318225,3.94961552126939,3.93594026855394,4.03835239356633,3.39687131319287,3.71811695834127,5.95227664137796,4.1813360809441,3.40191616701949,3.44594792258166,4.21083127526993,2.95093139980271,3.56313988103795,4.18226955473936,3.21572386144263,1.62765670587281,1.62765670587281,1.62765670587281,3.79969710344696,5.31098178827381,5.08975273838639,5.87547190651417,5.4935528952758,5.41863994143976,4.75388020795543,4.51305647636749,5.49449661319278,4.85195908975282,4.45322748585347,5.89243637758453,4.46585611862541,4.74916357158434,4.90906063990789,3.74127415310223,4.40173953326351,5.78330461618445,4.79635244613256,3.59699004284908,5.61891230292856,5.4761418111494,5.52103371145358,5.40798306411527,5.59260969154626,4.1311010823773,4.92127637394646,5.00043834446692,4.64122170630412,4.47985059728167,4.43773743875784,3.94409536968572,4.13257302182088,3.34093750419742,4.27941329076379,4.35559269767561,3.87049715499981,4.12766069913135,3.16880963052371,4.31268297506829,4.35626260969572,5.74256858355976,4.10776775841847,5.56153072605425,6.06294973022243,4.55746446482977,5.67875584795517
LY86,3.98082484165689,4.13248796613313,4.22121214748226,4.0897681504588,3.66126980657505,4.14474867459948,3.23142330252854,3.01449467150257,4.11457026009162,4.62435912712373,3.74807613539758,4.07880372420242,3.79472442472838,4.59391907808615,2.35951251829535,4.03835239356633,3.88131282194625,3.16483539630728,5.89682156037103,4.35569166136422,2.9192513184512,3.57337758867953,3.3291249332076,2.57916060971668,3.41374685915801,3.11229148381475,3.99325474655681,3.94391891436199,1.62765670587281,3.2818109838832,4.30370522077793,6.00284718251288,5.19065996730648,5.5584479682967,5.51219930264396,5.79199767455633,4.68871376970556,4.36178438379198,4.51953844583013,5.89120323593083,4.944172434147,6.0338132156951,4.77028943097625,5.22988306341253,4.7821076215832,3.9491405577603,4.40173953326351,5.61674446303384,6.16790990833438,4.14715651169271,6.24916045576335,6.0022954445774,5.56698261393638,5.25123096495058,5.47776852332052,4.26825503992495,4.86123434593978,5.07512354643955,4.19065181928955,4.4083546362747,3.31583457312192,4.20508964048299,3.64023923255391,3.46946210393536,4.51898411236875,4.26391405258147,3.72891890028484,3.8663627024352,3.7231680187703,3.92904657358845,3.70669234703279,5.88905405340286,3.9480328572145,5.77552236540892,6.24171553854991,5.49400476420114,5.14326327202023
SH3BGRL,2.89766835929106,3.81759184385321,3.8884120919388,4.16454770600463,3.5294797755943,3.80765663941713,4.82759209736451,3.52550035392032,4.36874511834199,4.39641788020602,3.97764404494733,4.30756788165809,3.79472442472838,2.95937318407573,3.20239286040633,3.73793968090462,4.00956237877661,3.71811695834127,6.4135926057456,4.27128485268969,2.9192513184512,2.72190340427482,4.3338872059107,4.49046473499074,4.21418257623927,3.41144136161957,3.99325474655681,3.94391891436199,5.03523933632507,1.62765670587281,4.07514875684172,6.26137974595726,5.84363075345,6.16559261905896,6.04704452078515,5.69115260616937,5.06669728504004,5.3777212049815,5.46348927747963,6.03180286570737,5.23171178840527,5.85480375701181,5.29084439147618,5.25871251508807,5.16729621760654,3.62340444771384,4.47159228162135,6.28287482027595,4.79635244613256,3.59699004284908,6.03331776026781,6.05767913593114,5.69658884084725,5.94601243280215,5.89043928085945,4.75775422408401,4.86123434593978,4.92159352072251,4.8344710254297,4.59139633689242,4.31544251671819,3.84441322443799,4.09462016731751,3.93994545505837,4.18929460626167,4.05973735717388,3.56990458936255,4.003377010645,3.47697439222454,4.31268297506829,4.44979033347303,5.88905405340286,4.10776775841847,5.82271743781423,6.08015185480548,5.7545741546989,6.15813167788186
PLAC8,3.98082484165689,4.54190887574272,3.8884120919388,3.74020987289811,4.25554539266022,4.79738166129733,3.94744144527402,4.16816047847555,5.23876908293669,5.48831102519505,4.05940525455834,4.67536389997938,4.72818927601695,4.75578254103254,4.56371980984172,5.06467562989252,4.51449335435795,4.184004617828,6.64964587728157,4.71441528438004,2.9192513184512,4.29859865515447,3.92519188897342,4.29495523044088,3.04368919130992,3.85281765169929,3.78263616537195,3.94391891436199,4.25793406307466,3.86591739648289,4.23169369543378,6.82846246245229,6.44062972002976,7.02852040272047,6.21537252099358,6.47615950625202,6.03089379420947,6.047797316677,5.55456351968162,6.97843605164248,5.90428500333579,6.58598849309216,6.04034688075487,5.91160260004425,5.80846550359045,3.62340444771384,5.27824353299191,6.91875264884917,6.16790990833438,3.19595079663626,6.54459414483424,6.97441298973822,6.85277906191629,6.1892699834685,7.50502988270659,5.67222796530933,6.66369637561898,5.73333708853918,5.7655579726951,5.01401242191541,4.3779440103585,4.77941537248181,4.7302313820651,3.65786000844587,5.05984780510236,4.52248662314177,3.99833604460006,3.71342963763459,3.92981241164479,4.45894640479948,4.02996673210427,6.76522530995133,5.12694837518666,6.7168540631109,6.96042593826858,6.16599938053351,6.66979129998763
SLC2A3,4.97312891845275,5.55387183206788,5.07544917600606,4.48718664990439,5.16395986530129,5.39568161423373,4.96556044673828,4.60171568893316,5.44759056200953,5.44970744022702,5.47482539445993,4.30756788165809,5.42138975062804,5.79314940342764,5.49066490172346,5.06467562989252,4.81734221383346,3.92441856551137,6.69903157014618,6.33978773721183,4.34095246314291,4.99934650013663,4.55126917370991,3.93655648449299,4.03048796619362,4.66951054780952,5.43296848928043,5.50112810408013,4.25793406307466,3.86591739648289,5.40909779934966,6.78800713981223,6.84601318388698,6.63547225371147,6.66067610377863,6.39048535216804,5.2795424544094,5.98140026831116,5.5836766232499,6.78572148732096,6.19748789562914,5.65022496475341,6.04034688075487,5.69750194092613,6.02768298274528,5.34119857339458,5.89331051664556,6.48940615265991,5.64068501893514,5.20099572473465,6.15504669509157,6.35147377546663,6.26816392480106,5.57585677926768,6.85119101559971,6.01385149072224,6.01520145628985,5.36975467506456,5.04940055450131,5.17872479440594,5.39655661134022,5.36962462090811,5.21828499162088,4.83757347727223,6.10798601518852,5.89527710985482,5.10853367998575,5.49157524453775,5.00161614371699,4.87581274374587,5.16579460707672,6.14360132247127,6.1515250765435,6.78976099220921,6.77243573647604,6.01526624353329,6.41576883604256
TAP1,4.20388347209988,4.36425749145737,4.81235396114454,5.00940863785665,4.54351896478883,4.6399637659946,4.82759209736451,4.93193069397154,4.80353363402418,4.55244894586168,4.87344110409534,4.50360071852879,4.21124115922891,4.41078983115211,3.67156844547414,4.49160126111707,4.59656924661012,4.59004000776991,4.29774876003287,4.08501953422125,6.48288400811118,5.23357844807999,6.56139201478889,5.73830875713531,6.07230968162183,5.85306059666617,5.62746085769701,5.50112810408013,5.03523933632507,4.57832915658093,4.72404414140013,3.8217823895873,3.94025571989161,3.63666089995052,3.63355914238079,3.37674431161317,3.71039247191569,3.92608792280309,3.15809762824547,4.34012007640464,3.68302606737918,3.87588516040738,3.58839624629556,3.14816051548633,3.35785490085027,4.42969498261876,4.47159228162135,3.79379968465093,1.62765670587281,4.84091066437936,3.71425140041632,4.05476576558238,4.35824862098854,3.82771350345687,4.35163390924982,4.33199748467595,3.67386222602997,3.60122918643714,3.64066717363997,4.13904128746183,4.75086221595413,4.88033572778731,4.27460242645996,5.01679783877148,4.27941329076379,4.310517702748,4.22243556793098,4.49055326597365,4.81351093700915,4.92642129287742,4.6976623465255,3.70653380873421,5.17447516360744,3.49852403022884,3.55713731995335,3.84833322795531,3.61046089256146
RPL41,11.2807779208448,11.3744720062919,11.0577903532006,11.1536006871129,11.2789152037836,11.3396178310689,10.9529297844708,11.3330651204878,11.4253432216277,11.7099214078322,11.0755552238235,11.5724967124627,11.4959044300386,11.4492471526271,11.6766810678851,11.2800157607937,10.626987501825,10.9953607486157,12.0537927873608,11.8086115551675,10.1022757368807,11.1226097970902,9.86604450531149,9.99730596483959,9.96446340704286,10.0151056033302,10.609201099164,10.2587061124693,10.7771077800358,10.4564814486051,11.4370228522003,11.906471852121,11.9032235812758,12.1052653031747,11.9018358167005,12.114521482112,11.6013645775288,11.7339885926821,12.107139899519,12.1151583501381,11.7554240145659,12.1148459744398,11.6992442751583,11.8721925794748,11.8347755322253,11.3452144575855,11.5857234245689,11.9249917836927,11.4593631208631,10.9591378112538,11.9359470105076,12.113436842479,12.0912306771348,11.9442378006668,12.077988872683,11.7964198809293,11.7798612282811,11.721383770117,11.4802928061305,11.4906633699625,11.2848364078236,11.3669549453098,11.182367251227,10.5484825354323,11.6611626876,11.4709425006537,11.3852024897001,10.7450304392753,11.0503603923658,11.3692592017773,11.360056400463,11.9273586507309,11.279209558992,11.9066841842025,12.1859523053155,12.0919964368706,12.0123225987078
LPP,1.62765670587281,3.54129718881179,3.68441847757838,3.5225516000171,3.01757708494412,3.55406413595237,3.23142330252854,1.62765670587281,3.93552502560319,3.64300380641237,2.81478135433316,3.45282259803267,3.17583674979358,3.64135088125201,3.45927943758915,3.18044159035437,2.55281251672859,3.16483539630728,4.38265004902806,3.28413810914475,3.40191616701949,3.57337758867953,1.62765670587281,1.62765670587281,2.79842363742293,3.11229148381475,2.77747368161492,1.62765670587281,1.62765670587281,1.62765670587281,3.57749857897353,3.8217823895873,3.81457422087789,4.30358385660973,4.11230048678808,3.37674431161317,4.30751693538697,4.06550689919187,3.32118662142937,4.15084605490878,4.09325160111805,4.68007005093236,4.20443543563722,4.37635852273516,4.43173271286817,3.49347488926342,4.25043851516769,4.83717102954866,1.62765670587281,3.41294612525788,4.09856874433874,4.37420770282954,4.18843714955504,4.7846022743237,4.47854549230148,3.80613434678721,4.15893901146134,4.04966911867546,3.96834093685821,3.59515548242851,3.38294872969345,3.34426276191037,3.79375954012984,3.0321226364721,4.44364510355223,3.81891860369711,3.87049715499981,2.95098148089209,2.97698568148027,3.62275358474996,3.59739970386497,4.38795620308639,3.47632200819402,4.37622765496553,3.92150546193352,3.40763423171147,4.12133640099837
