,B-Naive_H-1,B-Naive_H-10,B-Naive_H-11,B-Naive_H-13,B-Naive_H-16,B-Naive_H-18,B-Naive_H-23,B-Naive_H-25,B-Naive_H-26,B-Naive_H-27,B-Naive_H-33,B-Naive_H-36,B-Naive_H-37,B-Naive_H-4,B-Naive_H-40,B-Naive_H-43,B-Naive_H-45,B-Naive_H-49,B-Naive_H-55,B-Naive_H-56,B-Naive_H-57,B-Naive_H-59,B-Naive_H-61,B-Naive_H-62,B-Naive_H-63,B-Naive_H-64,B-Naive_H-65,B-Naive_H-66,B-Naive_H-68,B-Naive_H-69,B-Naive_H-7,B-Naive_T1D-1,B-Naive_T1D-102,B-Naive_T1D-104,B-Naive_T1D-106,B-Naive_T1D-118,B-Naive_T1D-12,B-Naive_T1D-121,B-Naive_T1D-124,B-Naive_T1D-127,B-Naive_T1D-129,B-Naive_T1D-132,B-Naive_T1D-135,B-Naive_T1D-137,B-Naive_T1D-139,B-Naive_T1D-14,B-Naive_T1D-140,B-Naive_T1D-141,B-Naive_T1D-142,B-Naive_T1D-15,B-Naive_T1D-153,B-Naive_T1D-156,B-Naive_T1D-158,B-Naive_T1D-170,B-Naive_T1D-174,B-Naive_T1D-2,B-Naive_T1D-21,B-Naive_T1D-25,B-Naive_T1D-28,B-Naive_T1D-29,B-Naive_T1D-37,B-Naive_T1D-39,B-Naive_T1D-42,B-Naive_T1D-44,B-Naive_T1D-52,B-Naive_T1D-61,B-Naive_T1D-73,B-Naive_T1D-79,B-Naive_T1D-8,B-Naive_T1D-82,B-Naive_T1D-86,B-Naive_T1D-87,B-Naive_T1D-88,B-Naive_T1D-93,B-Naive_T1D-96,B-Naive_T1D-97,B-Naive_T1D-98
EIF4E,5.95884124247894,5.59409484811082,6.14896232209364,6.03795955320845,5.7688359671732,5.86942916008033,5.09125982701216,5.86825857890318,5.08033189888323,5.8849469460934,5.63825453017928,5.36486223201219,5.4951278636416,5.31630985426455,5.4642313561545,5.93472171714494,5.77231020728718,5.85869367053614,4.74324706344359,5.05054003212933,5.97569820269311,5.74276487407687,5.52792296195096,6.07373246711471,5.67598264910233,5.76075473178497,5.62746085769701,6.95496184723486,6.82915449335921,6.72371565019252,5.27508984596236,4.57508274069664,5.32975000741587,4.63603942447775,5.13240116813417,5.10139349802994,5.50274859714641,5.32496235501108,4.93889660189409,4.65504210457117,5.82056893213409,4.39074539785077,4.99725564278423,4.52808089686342,5.0623265327195,5.62865189339828,5.73486051275447,4.95439619104807,5.64068501893514,5.530753942453,4.89899697717036,4.54173577806216,4.41049181269449,4.73775810989457,4.93928624733073,5.00919051719323,4.97887063885413,5.30934786900762,5.38351369403837,5.62433296955468,5.36658952257613,5.90923159431352,5.73271185811354,5.40030601953351,5.45026439665442,5.57881410854236,5.92163961496253,5.35008669274487,5.6030218481114,5.50386867924382,5.44464804441359,4.08990761718641,5.46899879607194,4.35767302118793,4.64406853536111,4.55746446482977,4.62592212700799
APBB2,1.62765670587281,2.09749646521796,2.71914733692837,3.10047265860916,2.77634065897562,2.96147332065141,1.62765670587281,1.62765670587281,2.54748535868495,1.62765670587281,2.81478135433316,3.23189684290606,2.48289846246399,2.58542673347562,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.9192513184512,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.41230610236027,3.31163631850822,2.52132038090163,3.75509436643576,3.63355914238079,2.72178032199888,2.98393830880174,2.99052732710582,2.73399490472453,1.62765670587281,2.76450344967199,1.62765670587281,2.62384063617378,3.27969901248267,1.62765670587281,2.98972376520124,2.77366404292931,1.62765670587281,1.62765670587281,2.56194520379808,3.32520347085705,2.88584407945165,3.13636994581937,2.91022591636059,2.71441812087661,3.07824439076473,3.1300853575752,3.07332272827599,3.10410190091279,2.78935036757644,2.16312385652697,1.62765670587281,3.18567767716621,2.83748589333163,2.83376014406762,3.24445977084436,1.62765670587281,3.53988314119692,2.97698568148027,2.68293186829368,2.92800586940621,2.73221084016281,2.97648239583401,3.38618254206076,2.86133431500608,2.69710518332757,3.52974515748228
CYBB,1.62765670587281,3.29846465380999,1.62765670587281,3.10047265860916,2.45033288666176,3.1069315474486,3.23142330252854,3.01449467150257,3.17302118932051,3.64300380641237,3.46879228195072,3.23189684290606,3.36220481573608,2.58542673347562,3.04893704616869,2.4316272372566,1.62765670587281,3.32850616165167,4.67819444757893,3.08018876832432,1.62765670587281,2.72190340427482,3.3291249332076,3.93655648449299,3.04368919130992,1.62765670587281,3.21572386144263,1.62765670587281,1.62765670587281,1.62765670587281,2.41230610236027,4.24978437683405,4.43645859668387,4.2654784805629,4.83779951166049,3.22552494483928,3.63990757007071,3.59323838991167,3.81644298803101,5.12917740431764,3.51138328282246,4.76457350346194,3.7132896324612,3.93915621261776,3.69462638862342,2.75281327627894,3.77626208525689,4.23555340598183,4.79635244613256,2.92771415861357,4.58521964502935,4.9258055291403,5.20914611541592,4.53295487884577,3.87983432092854,2.6740462487064,3.81282542786777,2.89184658579352,4.01583627614793,3.03296414309705,3.24470322905097,2.75000400052376,2.38944832924363,2.83748589333163,3.46416114759107,3.60397189916227,2.54768396515246,2.3064807249256,2.97698568148027,3.21749668606447,3.53901088799954,4.24703549721368,3.39192175549932,4.39453615324567,4.73484044475098,4.02291250741343,4.44974218681098
VPS41,1.62765670587281,2.43448837853177,1.62765670587281,2.38764424624675,1.62765670587281,2.5869861626157,2.95796676377429,1.62765670587281,2.74523700616614,2.50536876303409,2.39089020777119,2.58468262604536,2.48289846246399,2.58542673347562,3.04893704616869,2.4316272372566,1.62765670587281,1.62765670587281,3.30311340865599,2.48928580231124,1.62765670587281,1.62765670587281,2.64661736484871,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,4.25793406307466,1.62765670587281,2.72444220867062,3.7348388118346,3.13139328796752,3.36013668972532,3.95237267053733,3.05148983404707,2.84911025296325,2.99052732710582,3.15809762824547,4.24875355233994,2.76450344967199,3.28975125517067,2.7707992238538,3.14816051548633,3.22121826289603,2.43307946086491,3.21068440226491,3.32390382510838,1.62765670587281,3.19595079663626,3.16179503943601,3.50410171474287,3.68187760835079,3.25143831785173,3.29289894292129,2.6740462487064,2.5205000732549,3.36613321615289,2.61742701047168,3.03296414309705,2.79940876979401,2.4310209471541,3.01533676131627,2.38180694273319,2.83376014406762,3.24445977084436,1.62765670587281,1.62765670587281,2.42520409462968,2.68293186829368,3.41332615386374,3.46182492026475,2.49884297913953,3.30506138537665,2.86133431500608,2.69710518332757,3.25000607196294
HLA-DMA,7.11774259228338,6.67671751232553,6.85208556822258,6.92996399847871,6.70265674813717,6.9178338602828,5.15016493869058,7.01564500121347,7.22579703068758,6.86996696470944,5.89663394085409,7.37065893428565,6.94186663208521,7.13252926198899,7.18831405793453,7.20863467488333,5.80671282667808,6.74453175996002,7.19975643824602,6.66472280100141,5.51319207048704,6.66075689660703,4.90501914176382,4.57876708863629,5.70609808079668,5.10750627647576,5.50078200706759,1.62765670587281,4.25793406307466,5.0468152008044,7.31974868918485,7.36375122009569,7.32514078126641,7.80361818241702,7.71636708239281,7.6201313274263,7.4298287677651,7.2082838949633,7.4822138650164,6.96449325982799,7.23740236405048,7.08483868658214,7.41918525715027,7.22718198429822,7.59187148433693,6.6292289609684,7.18808587857072,7.49869043274985,7.50567869584008,6.16589289192574,7.62892674199267,7.18273029285329,7.13698288994415,7.10169723167822,7.61058092906995,7.09661347929292,6.85870167118057,7.43467765558658,7.1105342486325,7.29724181110193,6.58609502380317,6.79827138474172,6.77746289515435,7.03417917915751,7.11729772314299,7.23482760041779,6.83269126242963,6.85177787317908,7.36616445848018,7.16682679062326,7.29807548128614,7.40648637266076,7.19624854417524,7.33785877165312,7.58933409385661,7.42127311284715,7.62181134215882
HLA-DQA1,6.61474856276832,6.28182737567877,6.67994904934244,6.34925671243059,5.71295461453932,6.9595330121475,6.36063909558779,6.42974033308846,6.68486486262255,6.9270520043685,5.71346479424959,6.84168500777396,6.80420752443004,6.82602243070754,6.9243627702967,6.26596796484579,5.41864964823407,5.23697995179147,7.79150482173979,6.92966388482457,4.95490819647309,6.60652547672548,5.76030744579468,4.66181152670528,5.12600220377883,5.10750627647576,5.56552329670555,1.62765670587281,5.90267869376064,5.0468152008044,6.10450856177701,7.43750132767642,7.74302931203935,8.00870429965763,7.80936554796937,7.28275955832406,6.872356677272,7.15666125251383,7.29325839442664,7.50684464844251,6.67780810759889,7.90386800102381,6.92569219756566,7.07440136485478,6.97939027918841,6.09398704580151,6.7521045342194,7.98114481781111,6.16790990833438,5.99392273828616,7.84295466056128,7.73054631852165,7.53831468497279,7.58588757975666,8.06636902533386,6.46647776069684,7.14700341289551,6.60151574198595,6.64899466201133,6.55179491242514,6.64320122134759,6.53292275253612,6.55176756554065,6.01081963612337,6.9931456866874,6.50677892044212,5.8902819245195,6.56344263564871,6.02506455793201,7.50289632739797,7.68768270979653,7.91847077205317,6.68747137121332,7.4122782895316,8.02577410321319,7.29630249709232,7.92378142261198
NT5E,1.62765670587281,1.62765670587281,1.62765670587281,2.38764424624675,1.62765670587281,2.31213414571842,1.62765670587281,1.62765670587281,1.62765670587281,2.50536876303409,1.62765670587281,2.58468262604536,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.42301154918212,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,3.11229148381475,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,3.34118607487382,2.61523353708147,2.84490144265537,2.95293284889266,1.62765670587281,1.62765670587281,1.62765670587281,3.12459877653832,2.56359208059217,3.00782270111706,2.62384063617378,3.14816051548633,2.66504271519374,1.62765670587281,2.4483688021692,3.91866514424713,1.62765670587281,1.62765670587281,2.73677906761425,3.50410171474287,3.49178890404287,3.39014251328414,2.40497470845603,1.62765670587281,3.51797549435168,2.67036255768911,2.76352517388951,1.62765670587281,2.16312385652697,2.75000400052376,2.16941576839556,2.06634782445284,3.08540947709985,2.52335927807365,1.62765670587281,1.62765670587281,1.62765670587281,2.10796036019896,2.39500879137235,3.70653380873421,2.2482841513706,2.90719215895807,2.86133431500608,3.10901369615507,3.01778268157249
SNX29P2,4.39550775855117,4.10412419479689,3.8884120919388,3.92646785225427,4.33336456386894,4.86993980274943,3.23142330252854,3.01449467150257,4.50138672258984,3.78047240247304,3.84475550873008,3.63994963184761,3.9116573502665,3.80455183693402,4.61325054023088,4.20668190676192,4.00956237877661,3.92441856551137,5.17755767790079,4.64967460914033,3.40191616701949,4.43206548926834,2.64661736484871,3.93655648449299,4.37604781790256,4.02763128832771,4.83818752967739,1.62765670587281,5.03523933632507,4.26803342160381,3.69339039513263,4.75615518440194,5.19065996730648,4.54438005530653,5.31378022963798,4.36669440135164,4.68871376970556,4.36178438379198,4.79589871858662,5.31756390189108,4.73863512754874,5.18674914458088,4.82397615656166,4.74916357158434,4.82570828517654,4.1288660379997,4.93177610173188,5.1138175726735,4.79635244613256,4.14715651169271,5.30396648191622,5.20787813538632,5.266098304963,4.82993678672214,5.84490248386309,4.05695360590902,4.15893901146134,4.44328292650665,4.72731809239017,4.47985059728167,4.57683243013073,4.67068982350135,4.70572498192935,4.26423414629433,4.78524877338079,4.26391405258147,3.72891890028484,4.18576680599062,4.18978589591063,4.57004640646196,4.6976623465255,4.63290519969251,4.15706714981283,4.91889023058497,4.82009927597754,4.85570469395238,4.9525882310287
ALDH16A1,1.62765670587281,2.43448837853177,2.71914733692837,2.38764424624675,1.62765670587281,3.23553104253931,2.58438253717261,3.01449467150257,3.17302118932051,1.62765670587281,2.69514428587647,1.62765670587281,2.82065677142496,1.62765670587281,3.20239286040633,2.4316272372566,2.91538303823925,1.62765670587281,3.47839144873354,2.48928580231124,2.55567664892977,1.62765670587281,3.3291249332076,1.62765670587281,1.62765670587281,1.62765670587281,3.21572386144263,1.62765670587281,1.62765670587281,1.62765670587281,2.72444220867062,3.17799864011614,3.51954828861421,2.99946355150889,3.70388239397982,2.72178032199888,2.69297553107394,2.8182426569164,3.46457011937543,3.8054862348913,2.56359208059217,3.28975125517067,3.29348611758986,2.82596148473436,2.88551739764914,2.43307946086491,3.21068440226491,2.85960236343961,1.62765670587281,2.56194520379808,3.92029011959755,3.35828231696015,3.84739379562081,3.39014251328414,3.78207981045048,3.07824439076473,3.1300853575752,3.07332272827599,2.61742701047168,2.78935036757644,3.0001675698623,3.17934431506039,2.69316995211997,2.68270305034311,2.49254453872413,2.52335927807365,2.54768396515246,2.95098148089209,2.74206314456373,2.94608344549388,2.82098820230074,3.15572783885837,2.97648239583401,3.42478555133376,3.32617560845086,2.69710518332757,3.08051874845708
IST1,4.71386006112659,5.36904547355365,5.48919189774262,5.35925462170393,5.35919861020361,4.68100506732302,5.26112224616606,5.42440564390789,4.90194772816445,5.28392107274967,4.97950158006681,5.03057921367444,5.38304187017227,4.96823588442067,5.4098499274725,5.62393933952414,5.06642211496796,5.50657410963891,4.00589555239871,4.77630023860322,5.38130374481078,4.61087860003636,4.90501914176382,4.81445385937747,5.21278823427463,5.71227282602175,5.43296848928043,5.50112810408013,5.53379577258409,5.39823305609625,5.08762911065062,4.24978437683405,4.51731250726852,4.18592935962315,4.6804308675964,4.4632546922501,4.47274345896485,4.7737640852114,4.17419333513479,4.65504210457117,4.70125904736041,4.49401788635729,4.65634040320414,4.78948415923461,4.24947552829725,5.06911541336057,4.72047113880456,4.89699982062224,4.79635244613256,4.97138004204965,4.17957891166963,4.37420770282954,4.41049181269449,4.53295487884577,4.41654450651167,4.93025058619871,4.92127637394646,4.26057983525212,4.80843800949481,5.02980201644913,5.27271401801408,5.26217255399256,4.97491648750023,5.50513761195739,4.95631845528475,4.56125351346161,5.72230420035966,4.8502535563254,4.65386418974964,5.02250779669116,5.03293312039385,4.38795620308639,5.35013884920709,4.46543883316389,3.65831922180678,4.44200662974101,4.44974218681098
TMSB10,7.88227235099457,8.11688196223716,8.4172591968539,7.95615800417818,8.31249276860342,8.79719368873083,8.49721887326629,8.40528146861399,8.84629149343298,8.84997046442263,8.393750825186,8.5960450706092,8.24320365630063,7.98503907360098,8.5254576124225,8.1786549780081,8.40436155289824,8.1523482674535,10.307458140935,8.70052477596406,8.71546329495296,8.16839864098815,7.88196594318163,8.64077068393629,8.07369962526878,8.54008410044611,8.88795981231844,8.36871765920782,9.49000117384482,9.05347664603882,8.30912818675625,10.4056650489875,10.0180045414424,10.6029372753761,10.2058531133752,10.1583811202244,9.54416666090051,9.24111972166472,9.79387677880096,10.6051500767416,8.89741485988337,10.1732476312942,9.47941392551133,9.74595695492402,9.51500971178773,8.17404244567826,8.91225700929846,10.5935906869456,8.64842589595696,7.62950226584752,10.2777787455284,10.5779256822675,10.6090819707239,10.1519956471464,9.84778913104458,8.98614214367591,9.57680570628182,9.58354511450995,9.34079197318313,8.862003593183,8.673604107472,8.54640154637799,8.5866240464413,8.22803106355862,8.99328178124335,8.53931257224636,8.09072214187684,7.97801741973768,8.17005536713979,8.41554649372977,8.5434539583618,10.0493522342494,9.26390018531487,10.2902421758987,10.6302806578918,9.61905975730919,10.1021569282697
NAA10,1.62765670587281,2.918911223108,2.71914733692837,3.10047265860916,2.45033288666176,2.96147332065141,4.19731308767127,1.62765670587281,2.90818559933462,3.31282977260533,3.26497515067509,1.62765670587281,2.95273092184496,3.45412411042976,2.87014723863123,2.4316272372566,3.39687131319287,2.42301154918212,4.20724926407467,3.28413810914475,2.9192513184512,2.95307888424712,2.64661736484871,3.44315716975988,2.46654943513294,3.11229148381475,2.77747368161492,1.62765670587281,1.62765670587281,3.86591739648289,3.79969710344696,4.42197367158721,4.2590120981691,3.36013668972532,3.83399967357931,3.89318272805359,4.11965574491625,3.9976119744599,3.81644298803101,4.72379413415373,3.31216603843093,4.39074539785077,3.65236789428895,4.57518380281644,3.35785490085027,3.34830692142059,3.65697129132234,4.13795338210206,4.79635244613256,2.56194520379808,3.92029011959755,4.09904459758343,4.46083308874992,3.73156230970479,4.64951184621148,3.71065745860029,4.15893901146134,4.1236748932839,3.36371310917873,3.59515548242851,3.08777534922924,2.75000400052376,2.91896220912101,2.97119185689748,3.46416114759107,3.01291148691957,2.54768396515246,3.09546390739363,2.97698568148027,3.0205034522858,2.56216134079828,4.51581680526758,2.68696590087769,4.06746519823278,4.26970445783036,4.17735892896125,3.792396305817
RPA3-AS1,1.62765670587281,2.55542480809932,1.62765670587281,2.91602641430426,1.62765670587281,2.79246101210308,1.62765670587281,1.62765670587281,2.28348494127719,2.50536876303409,2.55719976192863,1.62765670587281,2.66783747326124,2.58542673347562,2.87014723863123,1.62765670587281,3.39687131319287,2.42301154918212,3.63184605154234,2.82933462794846,2.9192513184512,2.72190340427482,3.04155658048376,2.57916060971668,2.46654943513294,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,2.72444220867062,3.31163631850822,3.6755307962079,3.43527971574953,2.97932370243637,2.72178032199888,2.50385464162813,3.26953532369608,3.59298527954934,3.93081172800456,2.9299367354992,2.62145873354551,3.29348611758986,2.82596148473436,2.66504271519374,2.43307946086491,2.4483688021692,3.11587033834866,1.62765670587281,2.92771415861357,2.42133490606021,3.19225912765625,3.7672661772407,2.38408117343912,3.67639560585031,2.6740462487064,3.1300853575752,3.07332272827599,2.76352517388951,2.78935036757644,3.24470322905097,2.75000400052376,2.55546256291753,2.59420540315311,2.49254453872413,2.71635125192414,3.17333649422432,2.78315676304721,3.16880963052371,3.09010913185415,3.02496376825461,3.70653380873421,2.2482841513706,3.26232780987276,3.0390274814432,3.40763423171147,3.30138419368674
CYSLTR1,1.62765670587281,2.99200102566049,1.62765670587281,3.10047265860916,3.01757708494412,2.79246101210308,3.45229765235389,3.52550035392032,3.28512442579786,3.78047240247304,2.69514428587647,2.58468262604536,3.0699480549584,2.95937318407573,2.65212955155934,2.4316272372566,1.62765670587281,3.32850616165167,5.08082188644485,2.82933462794846,1.62765670587281,2.41044887256983,2.64661736484871,2.57916060971668,2.46654943513294,1.62765670587281,3.21572386144263,1.62765670587281,1.62765670587281,1.62765670587281,2.72444220867062,4.24978437683405,4.2590120981691,3.75509436643576,3.20618330992169,4.07008301109409,3.95941572666795,3.38724689763984,4.3228752181353,5.22648564284897,3.19855888820592,4.84428407803863,3.58839624629556,4.32184511535548,3.59210017206553,3.34830692142059,3.21068440226491,4.70930202388351,4.79635244613256,2.56194520379808,4.64263477725151,5.08461383530177,4.06221205437172,3.9172955593639,4.70214781782238,3.07824439076473,3.9384385389248,3.60122918643714,2.8899958725963,2.6926682855488,3.08777534922924,2.98639567280311,2.38944832924363,2.24571534696305,3.61673122549632,2.87554697262723,2.90845399423446,2.78315676304721,2.74206314456373,2.94608344549388,2.17341522565578,5.45924691259082,2.68696590087769,4.53289311201712,4.26970445783036,4.02291250741343,4.47045652701321
RASGRP2,2.89766835929106,4.18749641157989,4.36131330567612,4.23542705315307,3.89017282412019,4.08377377203236,3.63938444278931,4.77649482215923,4.45856836375325,3.64300380641237,3.69690058767119,4.59212242946327,3.85448864349439,4.08040969823444,4.51236442695726,4.12512995421057,2.55281251672859,4.26054315501882,4.74324706344359,3.98129800503384,2.55567664892977,4.29859865515447,3.3291249332076,3.22317934078297,3.24340307528062,1.62765670587281,3.53120995800357,1.62765670587281,1.62765670587281,1.62765670587281,3.44986118219987,4.87811645034631,4.98111688777767,5.04388760033987,4.64672343867784,4.36669440135164,4.75388020795543,4.69213886841676,4.57935249813203,5.22648564284897,4.73863512754874,5.18674914458088,4.77028943097625,5.07625784701257,4.7821076215832,4.1288660379997,4.8818445060116,5.25713063754576,1.62765670587281,3.59699004284908,5.11587390447044,5.10591509341804,5.42445217652789,4.63910138055556,5.17962519525568,4.56107688766498,4.25703849507687,5.11104123582398,5.13536673513903,4.25319304484272,4.34704768174319,3.61887084900957,4.37222306645798,3.65786000844587,4.90156731890491,4.16565582462973,4.11501923660729,3.79213415132827,3.16880963052371,4.33816257213414,4.29019049559114,4.93490908786175,4.00341810301884,5.01553430117513,4.97655025607512,4.94255041988217,4.68003055415149
RGL2,1.62765670587281,2.28923859889927,1.62765670587281,2.91602641430426,3.38211477767145,2.79246101210308,1.62765670587281,1.62765670587281,2.90818559933462,1.62765670587281,2.17045277166929,2.58468262604536,2.48289846246399,2.58542673347562,2.87014723863123,1.62765670587281,1.62765670587281,1.62765670587281,3.30311340865599,2.48928580231124,3.18601711553916,2.72190340427482,2.64661736484871,1.62765670587281,1.62765670587281,1.62765670587281,2.77747368161492,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,4.24978437683405,3.34118607487382,2.88726153496163,2.97932370243637,2.72178032199888,3.40123795747841,2.60858251644985,2.96742078585508,4.34012007640464,3.07245137450133,3.51688244328971,3.29348611758986,3.27969901248267,3.35785490085027,1.62765670587281,2.77366404292931,4.03278038808717,1.62765670587281,1.62765670587281,3.59749320429662,3.69511578877548,3.38464351531099,3.09396191219773,2.94419603213083,2.6740462487064,3.1300853575752,3.07332272827599,2.20648370324374,3.03296414309705,2.54491780659357,2.4310209471541,2.81260770428638,2.59420540315311,3.08540947709985,3.01291148691957,2.90845399423446,2.3064807249256,2.74206314456373,2.57556369331583,2.56216134079828,3.70653380873421,2.2482841513706,3.07356073268252,2.86133431500608,2.69710518332757,2.95115851234212
SLMO2,4.97312891845275,4.8240971144258,5.07544917600606,4.7487587801384,5.0325001018247,4.68100506732302,5.09125982701216,4.77649482215923,4.83710746564937,4.39641788020602,4.71012702500318,4.96632951046754,4.29800845014403,4.59391907808615,5.13565496417841,5.30080532565879,5.32657887336622,4.80698299799567,4.60997398485626,4.35569166136422,5.01575305150556,4.8659059280815,4.55126917370991,4.74020527392206,5.3719368795341,5.31724852818218,5.20773969395037,5.50112810408013,5.53379577258409,5.39823305609625,4.72404414140013,4.57508274069664,4.35059008981128,4.05713633293069,4.34294977075405,4.4940017119971,4.43325095046973,4.56002671091864,4.57935249813203,3.66686033820531,4.77504231669493,4.27912215375563,4.35983145244816,3.86326476774729,4.69062743954175,5.19214394012406,4.25043851516769,3.79379968465093,4.79635244613256,4.90765133758261,3.59749320429662,4.37420770282954,3.7672661772407,4.41804061224392,4.13617699164125,4.50725472784799,4.51522912298508,4.8380875844234,4.93404833671946,4.79088165587363,4.90568942128156,5.01935708522066,4.8689248146549,4.80786304045059,4.59045169840644,4.8378850467504,4.73439285757499,4.62099660515092,4.65386418974964,4.85853181972215,4.84146685212083,3.91204622995105,4.74034595037201,3.97169918866061,3.99871806413489,4.3160428946512,4.38567280975773
ERP29,5.54934806793596,5.90486000364632,5.54782833935608,5.91715657133854,5.74116764977994,5.79750204254877,5.55001322181777,5.07195152109708,5.96684455633624,5.94156251615172,5.35446950910027,5.82746713947364,5.75708392790351,5.86505283353056,5.75314076197105,5.62393933952414,3.88131282194625,5.59585384966696,6.59850608898135,5.97261165251956,4.24095140212686,4.99934650013663,4.82457406327417,5.29952465747019,5.12600220377883,4.76867303006231,4.60937503268182,6.5630230789668,5.03523933632507,4.57832915658093,5.61704132171005,6.3613434896086,6.35680625535455,6.80056791298518,6.37622293932642,6.52082668359073,6.03089379420947,6.32703147894098,6.6651429732137,7.05937323770965,5.9986954659601,6.94888356713825,6.14842531425155,6.56781728211318,5.97113883559762,5.53910715461316,5.81627286357166,6.73631949792724,5.64068501893514,5.48805893067182,6.82666480724435,6.83577494048801,6.73739553295562,6.44126613461135,7.11315246717418,5.1892147635444,5.98762320325603,6.16567409395264,5.94201853894298,5.98790717741983,5.41130744388751,5.53247889520327,5.59420168146221,5.11677843429273,6.05920465437221,5.68649599184135,5.79187396765388,5.32507881548283,5.5738580746985,5.67044507158997,5.97410512845267,7.06083867625268,5.56101201995877,6.07173472059634,6.91328356495346,6.69815352846113,6.61607547941299
ABTB1,1.62765670587281,2.918911223108,3.13836301298344,3.10047265860916,2.77634065897562,3.1069315474486,3.45229765235389,3.52550035392032,3.7285184279196,3.64300380641237,2.69514428587647,1.62765670587281,3.0699480549584,3.23307094345703,2.35951251829535,3.34545411342263,3.18147498565177,3.71811695834127,3.89264076683998,3.98129800503384,2.55567664892977,2.41044887256983,3.3291249332076,3.22317934078297,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,1.62765670587281,3.86591739648289,2.95609093405474,4.12165499129932,4.0550767026778,4.2654784805629,3.77056612539608,3.05148983404707,3.40123795747841,3.68480909432699,3.59298527954934,4.72379413415373,3.31216603843093,4.15759893505516,3.7132896324612,4.01094970068651,3.35785490085027,2.43307946086491,3.52539108838428,4.77468932324252,4.79635244613256,2.56194520379808,4.39724047240173,4.09904459758343,4.30394734689623,3.82771350345687,4.41654450651167,4.05695360590902,4.25703849507687,3.88815588031859,3.5098860417018,3.16906900657391,3.72333883918694,2.75000400052376,3.58469142296839,3.14462594377774,3.28995987381939,3.01291148691957,2.54768396515246,2.78315676304721,2.97698568148027,3.78487770058153,3.47776511631051,4.63290519969251,3.20294267920647,3.97169918866061,4.14096857037751,3.84833322795531,3.72267034606374
APLP2,4.20388347209988,4.18749641157989,4.06506789649612,5.04853371935905,4.47694577533444,4.79738166129733,4.82759209736451,4.40188063549568,4.66059634715151,4.47662473524351,4.63387052038376,5.26192024329868,4.25531209318225,4.30926499033724,4.66108556551016,3.73793968090462,4.23432433265101,4.26054315501882,4.60997398485626,4.94713962598311,4.95490819647309,4.36694580962684,4.82457406327417,4.57876708863629,4.98498447215953,4.02763128832771,3.78263616537195,4.67048208604261,1.62765670587281,3.86591739648289,3.98950688126747,5.49896959329677,5.23854895311258,5.44615129313614,5.71883577630549,4.66546091715586,5.2795424544094,5.12320701295392,4.4570366775521,5.89120323593083,5.00653382128119,4.02412398223035,5.13056909230701,5.20045754839548,4.94896130495123,4.78546042310322,5.6185739855558,5.61674446303384,5.64068501893514,4.77085195307263,5.80425192439294,5.6737819824662,5.94268283593272,5.77285015325219,4.5378953621515,5.1892147635444,5.18835295144046,4.60466851605312,4.58073348879374,4.71445791349828,5.02609696288749,4.88033572778731,5.16571069267123,4.19598638659924,4.59045169840644,4.89930268097721,4.11501923660729,4.29504022298301,4.0221666435239,5.41268832585203,5.28729140635425,5.32806763977163,4.60713793252793,5.47963903380904,5.27586028130223,5.17507128966447,5.50187877111388
PRKCB,1.62765670587281,3.40147270820521,3.8884120919388,3.39771051592389,3.66126980657505,4.14474867459948,2.95796676377429,4.40188063549568,4.45856836375325,4.55244894586168,2.92130802553828,4.8990225158252,4.0697589812068,5.15290521599214,4.15628824543794,3.73793968090462,3.39687131319287,3.32850616165167,5.80940067219602,4.71441528438004,2.55567664892977,3.30372382347023,1.62765670587281,1.62765670587281,2.79842363742293,1.62765670587281,3.99325474655681,1.62765670587281,4.25793406307466,3.2818109838832,3.30739281534346,5.57253282402157,5.90402524609696,5.58897691955544,5.45551391966259,5.02013134345266,5.46467591138633,5.1538411423635,5.5836766232499,5.89120323593083,5.03671387226529,5.89243637758453,5.43489817629594,5.54245487398587,5.13316122310085,3.18306927269954,4.66228174261279,5.78330461618445,1.62765670587281,2.92771415861357,5.30396648191622,5.99095771496505,6.24015392321472,5.79567370349209,5.14229036129849,4.45126480496911,5.53271027985503,5.14607266356634,5.09303444754418,4.82759071958123,3.38294872969345,4.12356932317964,3.74458326054021,2.59420540315311,5.20222053328889,4.5989714592761,2.90845399423446,2.95098148089209,3.60604171728909,4.26026062737399,4.41931190378659,5.97901070396667,3.9480328572145,5.6761976993926,5.18292413283805,5.49400476420114,5.93470782212051
