,CD4-EM_H-1,CD4-EM_H-10,CD4-EM_H-11,CD4-EM_H-13,CD4-EM_H-16,CD4-EM_H-18,CD4-EM_H-23,CD4-EM_H-25,CD4-EM_H-26,CD4-EM_H-27,CD4-EM_H-33,CD4-EM_H-36,CD4-EM_H-37,CD4-EM_H-4,CD4-EM_H-40,CD4-EM_H-43,CD4-EM_H-45,CD4-EM_H-49,CD4-EM_H-55,CD4-EM_H-56,CD4-EM_H-57,CD4-EM_H-59,CD4-EM_H-61,CD4-EM_H-62,CD4-EM_H-63,CD4-EM_H-64,CD4-EM_H-65,CD4-EM_H-66,CD4-EM_H-68,CD4-EM_H-69,CD4-EM_H-7,CD4-EM_T1D-1,CD4-EM_T1D-102,CD4-EM_T1D-104,CD4-EM_T1D-106,CD4-EM_T1D-118,CD4-EM_T1D-12,CD4-EM_T1D-121,CD4-EM_T1D-124,CD4-EM_T1D-127,CD4-EM_T1D-129,CD4-EM_T1D-132,CD4-EM_T1D-135,CD4-EM_T1D-137,CD4-EM_T1D-139,CD4-EM_T1D-14,CD4-EM_T1D-140,CD4-EM_T1D-141,CD4-EM_T1D-142,CD4-EM_T1D-15,CD4-EM_T1D-153,CD4-EM_T1D-156,CD4-EM_T1D-158,CD4-EM_T1D-170,CD4-EM_T1D-174,CD4-EM_T1D-2,CD4-EM_T1D-21,CD4-EM_T1D-25,CD4-EM_T1D-28,CD4-EM_T1D-29,CD4-EM_T1D-37,CD4-EM_T1D-39,CD4-EM_T1D-42,CD4-EM_T1D-44,CD4-EM_T1D-52,CD4-EM_T1D-61,CD4-EM_T1D-73,CD4-EM_T1D-79,CD4-EM_T1D-8,CD4-EM_T1D-82,CD4-EM_T1D-86,CD4-EM_T1D-87,CD4-EM_T1D-88,CD4-EM_T1D-93,CD4-EM_T1D-96,CD4-EM_T1D-97,CD4-EM_T1D-98
CHRM3-AS2,3.47216485259297,3.81864401672603,4.33208598261804,4.04934263715207,3.79762698086005,4.55307825590797,3.63851299842679,3.61315860794365,4.29339059837946,4.73156840081563,3.17423941560036,4.06903886373302,2.96225439621063,4.12134826896748,4.64305080359163,3.9247087249003,3.29937813944479,4.19205632865224,5.88622595438099,4.91505391137388,2.27467163364597,4.04846245314128,3.11372989361421,3.34645713395976,2.88327913581471,3.26471288280967,3.00783970032746,3.19500106372268,3.31375681733057,3.70893348780344,4.03193846358922,4.96403407466597,3.9686025996118,5.24403812094626,5.02499425444129,5.35716108225822,5.66766028531159,5.07809516199685,5.44020023850237,5.28250840607035,5.77607787118336,5.91060039424771,5.2415979638952,4.63156685282241,5.10089661397435,4.84718597106147,5.28576638007744,5.47575621214676,2.27467163364597,3.89898854825568,5.58923107103309,5.91694805066605,5.81923910820706,5.47819453236706,5.22499040094188,4.4393796612384,5.20175250498402,5.49772708952654,5.07506560772355,5.33304248403508,4.20446474421618,4.41189475491809,3.74099820976434,2.95012459496036,5.39830636805226,4.68065241304399,4.56866149186056,3.35430176395256,4.25550471963493,4.25459785169876,4.53609215553752,4.71440126306222,4.84158842664385,5.59616076462945,5.81451869855452,5.20540394430016,5.05110329849531
PLAC8,6.10645567025296,6.36621717144888,5.64096268225189,5.91722713336546,5.87145312014321,6.25255894952549,6.22013681705656,6.38615719410233,6.82037512208019,6.45032830431269,6.30985219038269,6.24388438433957,6.92473377867572,6.61304419200651,6.73135902767318,5.83823921797238,6.16423209821629,6.34038057490751,7.21125521646733,6.81079361224078,5.81682416896183,5.53764802661695,5.29955231107868,5.67682843103672,5.60063464219982,5.48214612189306,6.42651022801507,5.98377860925326,7.40422683118229,5.95965766209411,6.1684989751414,7.4029718711658,7.03963904359458,7.82994361180585,7.17675222720199,7.35004962326685,7.27778350066624,7.13826305671606,7.29845680603249,7.25192400165104,6.94672261432501,6.93212992279071,7.19595222257233,6.86843754438877,7.14327417016853,5.86405235265986,6.70010225344973,7.50848031053756,6.52299431357392,6.07067435346798,7.95634185982615,7.60009406819018,7.67428914953689,7.04570888187365,7.4109522050105,7.06119499930899,7.35208209435789,7.02184621821787,6.58458071323064,6.8010104269274,6.44508741574606,6.59043961706549,6.50909841425094,5.9082672769286,6.91626091847436,6.68909322220885,5.76460499826734,6.194337531897,6.3228399989246,6.74895152344803,6.6581858040117,7.09451070309515,6.52708066868219,7.38771347464254,7.69121620499457,7.45448116764173,7.11127027855145
TCAP,3.97136371364333,3.9306648615585,3.93044167838681,4.28812231098875,4.08480884731607,3.47555330469798,4.03546175393821,3.47989808533361,3.45488517496934,3.63573453405054,4.82173651494,3.65556298468727,3.76023853109006,3.24401206959695,3.19364941983485,3.35093174241083,4.66095497059676,4.19205632865224,3.45364773107605,3.320957406299,5.08205959995567,4.23160750187151,4.94494042084205,5.2315443703559,5.40380910397729,5.22838127895105,4.66407515309111,5.45184855305091,4.76338085271425,5.63474263840927,4.13909706532723,2.27467163364597,2.86812036868762,2.27467163364597,2.82594632619029,2.27467163364597,3.2803153839421,2.94237622334573,2.27467163364597,2.8936286074461,3.15229562184517,3.14536623376742,3.44870598968547,2.27467163364597,3.31357396161874,3.8804660499089,3.40935376120727,2.27467163364597,2.27467163364597,4.75324084087867,3.44899557130614,2.27467163364597,3.17951491732195,3.14535411211737,2.94076964297149,3.39746870699176,3.46256949870749,3.44738746286037,3.50052203745116,2.27467163364597,4.09439634659636,3.5548737170847,3.62209377835085,4.26785827171429,3.81622307774957,3.40228652036035,4.05523621290701,4.68943780863985,3.52565752070297,3.64820720456139,3.36652924409405,3.34627246936545,4.4819036447226,2.98750147137219,2.89354758033566,2.27467163364597,2.27467163364597
CD7,6.77051860517639,6.75412431490892,7.06084688809663,6.69265745987625,6.78094234103429,7.1802987440664,7.50642410804562,7.3442493788362,7.35374833423841,6.6637828164978,7.41629569870574,6.87457409706797,7.36831121017177,7.16880758120744,6.81194550600547,6.90049512584498,7.02691401041571,6.91469322092197,8.20518628870852,7.59244088201077,6.19676726537691,7.61431605706244,6.62440101505975,6.13527654505209,6.38691745130985,6.81440000688793,6.7172183771387,6.87567805547545,7.40422683118229,6.91337207469603,7.16931351864712,7.87209169122672,7.47665258880982,8.15937717359164,8.08777631633713,7.75057530292708,7.84479411390605,7.53316651410613,8.00222187047781,8.30056141191747,7.36323055786848,7.90865591837577,7.12766585362634,7.84755574033287,7.2214110612431,6.81233140066276,6.9507472501179,8.0477123117029,6.52299431357392,7.12962348833314,8.34251657416014,8.19137431401331,8.1643890002188,7.47969486035843,8.11000238281178,7.51493356535352,7.65519861329948,7.60959911410434,7.53220382364041,7.39233200094388,7.79473919493225,7.26586078335684,7.61150432598829,7.03960328778668,7.80348600542021,7.2617058880449,6.86322932717222,7.71214394289049,7.59604210618999,7.84917855337458,7.87544665481113,7.91195100340878,6.99260218976997,7.84668969581545,8.52225616362722,7.77962664422796,7.77721555027679
RP11-285F7.2,2.88616731562536,3.19362349711732,3.17302974253363,3.03683493570436,2.85307761849809,3.47555330469798,3.63851299842679,3.32565152240777,2.27467163364597,2.27467163364597,3.17423941560036,3.09174989026398,3.76023853109006,2.76613040967901,3.19364941983485,2.27467163364597,3.00669768842949,2.27467163364597,4.10401490982161,3.72512069793217,2.27467163364597,2.27467163364597,3.11372989361421,3.44369435625416,2.88327913581471,3.26471288280967,3.51930644465487,3.19500106372268,3.31375681733057,2.93700373187216,3.25419917664354,3.9639843754031,4.33202775424234,4.02573363688685,3.5874782972192,3.78395054313478,4.37790018380343,3.84601380300253,3.79341957278388,4.47175431631291,3.75280276407595,5.10562298522719,4.14253507818607,3.81037257106164,4.24171830231688,3.10802680223995,3.40935376120727,4.13798854762896,2.27467163364597,3.2444342102669,4.58143461795213,4.56858509923477,4.48537001162801,3.84910240732457,3.95593217943343,3.63394347693387,4.23617714625035,3.76369178592452,3.28517362311287,3.27099103237143,3.60119707121922,3.19425845875612,3.8483566494596,3.7356331208607,3.89199290908147,3.60893576977067,3.11072644179812,3.58274504762093,3.17266026726666,3.47472739707261,3.36652924409405,4.18353865518413,3.07403674037517,3.66092878784628,3.33107442379188,4.21283978392571,3.8689798292969
SUN2,3.39861823806079,3.39120272856498,4.42672889191815,4.39249877033267,3.59382063220661,4.55307825590797,4.57456322321859,3.93582133071262,4.35874081104048,4.13918984798509,4.87185951933198,4.21009807738866,4.67598762093119,3.89832380758076,4.21492203616115,4.06518955038417,3.9851087813553,4.19205632865224,6.02971581205308,4.67811456768855,2.88834205275856,4.04846245314128,3.89071530545736,3.8254507750656,4.16912147261554,3.64978825449899,3.30094548908938,3.19500106372268,4.43972388820309,3.83427360898154,4.03193846358922,5.98097005771579,5.90545438594773,5.88039372356356,5.55717947539361,5.42037735242177,5.3105878966599,5.44062194703436,5.47277372811979,6.05099624895941,5.12341399998599,6.99521256113363,4.63309250364197,5.71088863325008,5.62557379746385,3.28857354798905,5.061563664457,6.03807801697927,2.27467163364597,4.31090869892093,6.36131384010535,6.2581797199474,6.3603581126687,5.56472697717551,5.84722512986264,4.9299065644821,5.37510812422351,4.80625453392916,5.01995727775935,4.80996469218179,4.64609464426682,4.12841977176253,5.06508962990987,4.57394773217754,4.59845401139146,4.70631887271526,4.45817069579133,4.41653339396167,3.78530125099277,4.79410182270288,5.25277354277886,5.96352352063309,3.98341457551567,5.94812992434275,6.01053789073248,5.55957914024193,5.84890164952247
BCKDHB,2.88616731562536,2.92986460910007,2.27467163364597,3.03683493570436,2.85307761849809,2.98111223483564,3.46611940942798,2.89028060720336,3.12050813893212,3.39898054043758,2.91582744106117,2.94472668072312,2.96225439621063,3.11796815850256,3.33015007810262,2.27467163364597,2.27467163364597,2.27467163364597,4.43100679997259,3.320957406299,3.13623053720799,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.93086270975794,2.27467163364597,2.27467163364597,2.27467163364597,4.14039045306101,3.78584420986931,4.20708896483286,4.37189027270054,3.78395054313478,3.82189974788699,3.57732664057506,4.1846035718269,4.03463636241438,3.75280276407595,4.12238838770862,3.11596564253596,4.1176769893096,3.46622399885638,2.86797958784572,2.85287159708643,4.57564119030444,2.27467163364597,2.27467163364597,4.58143461795213,4.02306532338971,4.48537001162801,4.20133530008276,4.90176894946155,3.52264368861385,3.91300890673066,4.11543945869195,3.50052203745116,3.8082520659138,2.7911383672788,3.19425845875612,2.89461743940631,2.95012459496036,3.32838745238109,3.40228652036035,2.27467163364597,3.04677657129406,2.91468448625594,3.26353558283439,3.05571634490207,4.79164152484403,3.39155992532828,4.22271405366454,4.19751047040593,3.69279005372284,4.12837506457444
OLA1,4.86644719391857,5.01365644349386,4.91730601624285,5.14060079946874,4.85649703749515,4.91683604946221,5.34088828663645,4.92481836654883,4.69421913537768,5.26411259388957,5.05581145157923,5.21761614073662,4.60876608048261,4.92856036264082,5.20139665935821,4.41058914540614,4.99332599522676,5.07409727826526,5.60930401806804,5.66869776107089,4.02100757943589,4.6622553519362,4.94494042084205,4.76929193101313,5.02485023147303,4.34885357644041,4.58646280150761,5.30888125279688,4.43972388820309,4.39360346479084,5.53150574816413,5.53334778076793,5.68854749894983,5.52528204901107,5.53485684865847,5.58362666996896,5.06424266293838,5.34897216892999,5.50461107352323,5.86079463367142,5.42581842215679,5.61963759815923,5.45426446532796,5.2541228586458,5.49050156709982,5.21989741626489,5.42640089028703,5.81748802644376,6.52299431357392,5.08566884088891,6.06409179402554,5.46719276716966,5.81923910820706,5.69812421337808,5.38074791567463,5.00275572429892,5.93896523308812,5.53362816456769,4.96255612004419,5.41762922282451,5.31475249650917,5.2096510601108,5.72211164771294,5.25665949476798,5.25049221832521,5.31255853040747,4.76544057523525,4.76927901986895,4.71197295487587,5.88067420324652,5.46018344829071,5.84496924561359,5.05999999059645,5.42247303989713,5.99004305864007,5.10082965664616,5.53690018915894
SERF2,7.05571905210638,7.93139498315703,7.23195861528341,7.10906884017347,7.37166483365887,8.33919426915223,7.54292793428151,8.09052323819135,8.78156571438467,8.09308324811702,7.61539545334255,8.62708604937089,8.36610645417233,8.44098754328244,8.74355301085778,8.3147651751335,7.39774961634343,7.00082422374899,9.97968746567795,8.47259371880044,6.64531903295325,7.34683705076406,6.78750662672681,7.33145966471616,6.71036383325885,6.99972820212127,7.45557992699352,7.50512192176734,7.40422683118229,7.45623692066898,7.69852687846024,9.98629163676894,9.68257497088472,10.1662699712339,9.88867660162332,10.0537377664245,9.59962995079646,9.32328845353696,10.0664956511998,10.005660861618,9.19871996304573,10.1794015545736,9.02460879125532,9.67313703173574,9.54760416266604,7.72848252758208,8.84360483467887,9.94907959779314,8.40842105308941,6.90176988771923,10.1430821350346,9.91449546020668,9.90622358345527,9.5205504521436,9.8002819882387,9.05529435693293,9.37580200017215,9.29388118585612,8.97770996843876,8.93611324797637,7.31018719037258,7.95423371335884,7.79371630674731,7.02769275288188,8.80323712210639,8.25065656426946,7.38036880512468,6.56363348049549,7.53707084147473,8.72949969220653,8.40102515617538,9.83343637952393,7.83614392067563,9.8328976395344,10.2573461744372,9.67488165397257,9.91953340875432
CD3E,7.28139594646178,7.29226460969799,7.09537154492249,7.09453349026358,7.15314995646414,7.43362633664798,7.01561703160882,7.61846669359373,7.64667677785992,7.54889553872193,6.86227044981011,7.53884391368141,7.51698309576525,7.72002833373961,7.82132553890703,7.83377519518466,6.76470725050009,7.08208835743914,9.03340161008586,7.59244088201077,6.00943416691313,7.19182236269388,6.46814316118921,6.30880276937596,6.55773430397373,6.28719470294075,6.50996827150814,7.27763152996036,7.28797334796541,6.84977414984094,7.18089482261302,8.71434511014552,8.45490473042783,9.14021779341188,8.7171448711682,8.93248122616103,8.20948154601878,8.32107218221519,8.92367409805416,9.07338340465714,8.19042551595068,9.14345673674212,8.13577243276865,8.54246987805884,8.30819313788496,7.06609029353097,7.65648713179172,9.11201858365972,8.00679572564626,6.63088261627004,9.10737430692068,8.97407240295215,8.94670682454727,8.66727146134878,9.02503823610964,7.77567960342301,8.27237228274348,8.34847213154893,8.02545106836351,7.87816380347343,7.04820519430681,7.09915355075997,7.07380302873177,6.91581296385516,8.02147757118006,7.67968226437745,7.25959081594734,6.92616310632866,6.82079907511896,7.69306505687754,7.55687646432537,9.01561631255526,7.3482334853188,8.9367583019543,9.17357379869038,8.628498575201,8.89962651660999
RP4-717I23.3,4.79741315162805,4.91761781499722,4.55695458652978,4.39249877033267,4.79453676646079,4.76349582224824,5.01042849184552,5.04974369442919,4.48030429824884,5.07499932275097,4.17787270108659,4.80576287545473,4.74000361094297,5.00883435719564,5.14630472164771,4.59825416144107,4.73425838301291,5.27491568723351,5.68859183368273,5.41974073098518,4.39275009777634,4.04846245314128,5.02349638567621,4.3824087503768,4.98466575797548,4.79660993291828,5.31223225388141,4.81749502012044,4.76338085271425,4.94070902632478,4.7095814232264,5.27749368908264,5.37498170701549,5.60779557055489,5.48912356429755,5.94176373139215,6.18988470649765,5.0313059500002,6.150767471988,6.16502859134299,5.09719211034596,6.15206830786974,5.50955031852153,5.76557350299295,5.9262632231177,4.56232538717511,5.52958391326671,5.88111552791973,6.52299431357392,4.81456633880118,5.90913856118067,5.89264886644616,5.47742809325282,5.59243151338487,5.73706699653239,4.89197913940039,4.63997550939137,5.17177594985742,5.81354315652704,5.1957376609069,5.33762455097734,4.70397505461179,5.50642084256603,4.87800312653413,5.44430941948626,5.29609247014081,4.56866149186056,4.76927901986895,4.59684147388097,5.79046551691375,5.76277522258104,5.61544125214845,4.73205292274151,5.54060709549765,6.03074244055836,5.5981870228225,5.36225059019608
RPS19BP1,6.87200172458127,6.54991548394219,6.75001764871331,6.90758958468734,6.59891945980005,6.64370348318497,6.83588062464987,6.65370715159832,6.58290901456556,6.6964651635475,6.94435818447237,6.62508073477549,6.279870510103,6.54441509814692,6.36629197568212,6.59785805552017,7.24861811063748,6.91469322092197,6.43621826042815,6.94157153502387,7.17605792179295,6.92264623086665,6.9139407635553,7.3213985087856,6.97419355512357,6.56585587910643,7.04521392370026,7.42182250051983,7.28797334796541,6.82352577584134,7.10996657764154,6.06385095933838,5.82262039008679,6.38957010319208,6.20409110258334,6.25543907459247,6.18988470649765,6.12954663411936,6.6230087429244,6.28750020533516,5.94525692716329,6.53902680357954,6.25228026191682,6.31512093590624,6.52947198191769,6.80161744508408,6.04520382640764,6.3683757015743,6.52299431357392,7.00751500419055,6.33117793309691,6.27702718450758,6.17567158520985,6.63464126174056,6.37316951446875,6.39461518019195,6.11874812032515,6.26525768842115,6.22667905522056,6.11611877879269,6.78629234514587,6.70760680943056,6.3410902351258,7.09772050457066,6.26352907356189,6.45280165635762,7.05699931221716,6.92616310632866,6.62201827745016,6.61589339241773,6.87055281618264,6.33365092842108,6.76179257569596,6.13390257785607,6.25322700389928,6.39397231765573,5.98996004358691
FAM173A,2.70867006399072,2.92986460910007,2.27467163364597,2.27467163364597,2.68502642667945,2.27467163364597,2.27467163364597,3.32565152240777,2.27467163364597,2.84739184029674,2.91582744106117,2.27467163364597,2.27467163364597,2.96641922596758,2.27467163364597,3.04431378769806,2.27467163364597,2.27467163364597,3.19770324768654,2.88745378590624,2.88834205275856,2.27467163364597,2.27467163364597,2.27467163364597,2.88327913581471,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,4.43247071653147,3.56735928817429,3.81215302843453,3.6852369707727,3.14416896945027,3.82189974788699,3.41185063544763,3.37220991104296,3.73880849554993,2.78652820132368,2.27467163364597,3.29810847094428,2.92609252877249,3.59815737267306,2.86797958784572,2.85287159708643,3.29539248233842,2.27467163364597,2.27467163364597,4.06584782040922,4.02306532338971,3.53493589859189,3.48864143758671,3.40920124540015,3.39746870699176,3.46256949870749,4.00935144332694,3.67723851068264,3.48361807837805,3.00126863453343,2.74026526415777,2.27467163364597,2.95012459496036,3.02785084270238,3.02337316448913,2.27467163364597,2.27467163364597,2.27467163364597,2.98060868512917,2.27467163364597,4.24187052759455,2.93008087413828,3.81121164377716,3.61989040308633,3.51434984700424,3.8689798292969
SMYD3,3.54057812070478,3.39120272856498,3.93044167838681,3.34069383298114,3.75011448174,3.93010529583562,2.97536257638752,3.47989808533361,3.90288018504673,3.63573453405054,3.17423941560036,4.06903886373302,3.88928942987613,4.12134826896748,3.64965328955224,2.27467163364597,3.29937813944479,2.27467163364597,4.56792917375035,3.92882989171716,3.47625421703472,3.56590683813212,3.11372989361421,3.23753318432588,3.82167358809396,3.26471288280967,3.85203533254425,3.55587726373033,2.27467163364597,3.20347470403756,4.13909706532723,5.12959357061248,4.267293794827,4.78699980394553,4.26189332371363,4.18358899509232,4.18440914949253,3.95964673860765,4.00490357716943,4.03463636241438,4.2405373472358,4.85045880425896,4.21512415185248,4.50423499715022,4.24171830231688,3.6817948316157,3.92879943298053,4.77280664205224,6.52299431357392,3.6225312595049,4.58143461795213,4.20420941245701,4.61197591238144,4.03799953104716,4.32625564630449,4.26661180455809,4.03051832788721,3.89298998814792,4.29354953582182,4.5278521730666,3.60119707121922,4.33711627545897,3.8483566494596,3.97753299175437,4.09385048966814,3.83334296669715,3.8853192685001,3.35430176395256,3.99587185889165,3.47472739707261,4.08927879257723,4.45171483564265,3.69481125623043,4.06314362357698,4.5895349887984,4.65578419164626,4.43754034662871
IL2RG,5.98035370870214,5.63862150192494,6.03371145827144,5.91722713336546,5.89087858630211,6.42201853780077,6.3078787407319,6.15115732046156,6.34468623088465,5.71423191087685,5.99358958495116,5.87514594211827,6.21582551982211,5.92808791977097,5.95648119261675,5.94181941652419,5.88063496395801,5.93482216340808,8.18500529643756,5.98563356197644,5.8395581532172,5.98076750168058,6.2291678631804,5.5080366249827,5.92736954959109,6.28719470294075,6.88275181259266,5.70047975261695,6.12130269113327,5.47378529382236,5.49447954346091,7.92818857666042,7.76264742594389,8.29497236334146,7.99372659463982,7.96456507683406,7.13416972772789,7.30653518709688,7.33395333607686,8.10585962669503,7.16689966599131,8.14001711465674,6.29973068675242,7.15956338058293,7.07006883311664,5.48686840008626,6.5006668860909,8.57918602709993,8.00679572564626,5.64585501394738,8.34251657416014,7.50768296158394,7.57356174629158,7.47232909177094,8.4718731103897,6.42088371128733,7.2786798652534,6.53497789438531,6.74317391521781,6.50863805119709,6.1705339844255,6.38575878231159,6.18727303938773,5.93414879493951,6.71752609327797,6.17864393200953,5.573490078948,5.91615585676928,6.40781847973409,5.96550466245397,6.10684360906457,8.41566463557122,6.73446718585628,8.01756479262712,8.36494188151034,7.62157278975561,7.9550028238185
ETFDH,5.35303788540854,5.01365644349386,5.14973977346954,5.19705210252009,5.14663567863885,4.25584777432853,6.02663634990524,5.16430700096928,4.78959783873478,5.14093598256752,4.96690940134942,5.08583529303578,4.60876608048261,5.03458531383517,4.83216272436904,5.21921102464144,5.48517752918538,5.74708187506103,4.56792917375035,5.64310491078263,5.96882592736309,5.32766633759399,5.86029839273446,6.41696475363938,6.08511553327657,6.30899933350703,6.40486397157743,6.85039083833144,6.17485899221812,6.44713224494961,5.33579417254215,4.6708358298138,4.56278359487733,4.02573363688685,4.65520361158478,4.80965812053996,5.11712571042707,4.55157727907605,4.48163899424875,4.53208956895474,4.66528075426725,4.41242167678494,4.52665025377414,5.00114429765078,4.66360470429871,4.93023017073582,4.56401396613407,4.13798854762896,2.27467163364597,5.61245247050944,4.34934083714695,4.56858509923477,4.48537001162801,4.75358609868108,4.24345360265163,4.59191832918948,5.00371464908678,4.21311918050916,4.29354953582182,4.67630741549659,5.16905783965562,4.91910947526952,5.61837250675847,4.87800312653413,4.75615367810148,5.00214244925762,4.76544057523525,5.28102608516172,5.13537352259482,5.12971318900799,5.46018344829071,4.67405730753778,5.01437270023963,4.491913533313,4.47150812987076,4.49612674113061,4.89756148556038
RP11-372K14.2,6.57024859907454,5.93247667884965,6.11704083069042,6.16086327233821,5.70568374932923,4.66241118492831,6.32899899806283,5.89180626127194,5.85926662550314,6.10498097012231,6.21831919607353,5.33801106226205,5.41725553497073,5.96807978023893,5.51468290098468,5.80196619642905,6.56537416695966,6.58341183409724,3.74354467250279,6.57580789167697,6.43851567236233,6.15945957334662,6.49539668701071,6.94244119862062,7.08063368348146,6.85933696595989,7.07287790594838,7.47237787234005,6.73359529449957,6.9979334965809,6.60745535473785,3.9639843754031,3.9686025996118,4.31485949838689,3.85792198370403,4.55687387142448,4.69540972776612,5.2304465844257,5.14816895007355,3.14354665990738,4.66528075426725,3.14536623376742,4.4700366315079,4.80238431491794,5.02388859576484,5.11823570517778,5.25586255820839,3.89066882540695,6.52299431357392,6.52790578786319,4.34934083714695,3.38450385270461,3.53493589859189,4.64926931944021,4.54692627251146,5.47876994031839,4.77234118147527,5.42305917343964,4.84000911027244,5.1957376609069,6.33701001400826,5.8081124237576,5.90928859616132,6.10324938596679,5.32634747309148,5.68440199262803,5.71918742259172,6.07733496432061,6.01104213918247,6.46923154659203,6.16671320634111,4.0579810749532,7.04911004223435,4.06314362357698,3.73862903799671,4.10240371381328,4.52607937989901
LGI4,3.39861823806079,2.92986460910007,2.79887099702748,3.34069383298114,2.98075711643699,2.77666982319882,3.25631974950423,3.32565152240777,3.12050813893212,2.84739184029674,2.27467163364597,3.32061211050367,2.96225439621063,3.11796815850256,2.27467163364597,3.35093174241083,3.00669768842949,3.67665530467013,2.81358140327191,2.27467163364597,3.32243261234605,2.27467163364597,3.11372989361421,3.5320175823312,2.88327913581471,3.93086618360234,3.30094548908938,2.93086270975794,2.27467163364597,2.27467163364597,3.46358914469871,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.74889734011173,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.92609252877249,2.88300949641358,2.86797958784572,3.08707686713246,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.84659364031858,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.74026526415777,2.89461743940631,2.27467163364597,2.81023796302054,2.88823253221525,3.11072644179812,3.04677657129406,2.27467163364597,2.98060868512917,2.27467163364597,2.81962873917094,2.74009069409024,2.98750147137219,2.27467163364597,2.27467163364597,2.27467163364597
GDI2,5.68873589098488,5.6679959793982,5.64096268225189,5.19705210252009,5.87145312014321,5.79222665520658,5.57286605103538,5.67984413818331,5.81577728744107,5.95043393920422,5.05581145157923,5.79397437874933,5.89939868559194,5.24705457680407,6.24229529119829,6.06916380674694,4.93301387818735,4.83908992932631,7.17074610947886,5.98563356197644,4.87389209591705,4.98733798899911,5.09782059407403,5.14135652055513,5.17484200853756,5.02931948783787,5.44675234195374,5.83627842061306,5.34151537184713,5.33031467730972,5.67060870694061,6.59569428965574,6.53079679248731,5.9450478605383,6.35090497863643,5.96720462722583,6.32869715661218,6.45103136141168,6.02555973512663,6.83775594571193,6.42171492795856,6.724354763371,6.44742428666362,6.62564219451485,6.15676660859992,6.1278707458177,6.0277966776785,7.18847830056913,7.44811628867109,5.22599169346896,7.17988390460198,7.17850519388418,6.94901259564956,6.98485070560198,6.64009402326851,6.38129813587476,6.25666723200851,6.76192555858244,6.22667905522056,6.5647510480182,5.5864837811138,5.26886893030469,5.72211164771294,5.52024516704383,6.02913257882751,5.6200934838081,5.573490078948,5.61297459302249,5.94416605696039,5.90951604752573,5.46018344829071,7.15948458161282,5.65418360027632,6.36332888486093,5.86047007540246,6.65249752301349,6.62908151067111
CD52,7.76407174640467,8.27670506945723,7.40702493245492,7.43163036604298,7.4223087278136,8.5222079889867,8.90659575051694,8.39659923351211,9.07961900358694,8.6263116851802,8.22924590276652,8.7638841394868,8.17241434130734,8.76251298299687,8.68543125918022,8.93387467473962,7.55258670837381,7.84196987291241,11.0940510259816,8.37196906555673,6.84852004070522,7.51973475011724,7.28524751254413,6.9292431533913,7.33632996583753,8.03316476386667,8.23836471442367,7.78388903673651,7.57267857756904,7.72765204886559,7.76923771569643,10.9225789764028,10.8453510054656,10.8765916320609,10.9621572525874,10.7147527383127,9.89682882581377,9.90498824706374,10.5463233526076,11.2124376401192,9.62931137919449,11.1981397529461,9.34309124883508,10.2212239125754,9.91948890287085,7.70570793831731,9.18559430197494,11.5021965872052,8.00679572564626,7.44389769692501,11.1775659892472,10.9935091931008,10.7829735057043,10.7040854982187,10.9690917637708,8.97803965702639,10.1234613364937,9.80674008126729,8.8050172535585,9.07747383444912,7.76177130490259,8.10307279797252,8.03249719079311,7.69516833276275,8.926369816893,8.26947619782594,8.08716510521997,7.86934570813189,7.86535935042075,8.77302960007197,8.55948431976136,11.0904187265505,8.11529839793866,10.8903832264213,11.2797275853957,10.5663058075921,10.8057487640491
DGCR6L,4.13863416596301,4.75960261976874,4.33208598261804,3.34069383298114,4.63787890022404,5.15591610533219,4.41869072607357,4.9677323228334,5.25396578915257,4.7742832634728,4.71557618475973,5.66279552996187,4.9156926101386,5.61138391960507,5.08893837690185,5.51819910921749,4.50106105238924,3.96224001412815,6.1738626444522,5.1901525337055,4.18313641282525,4.39149349241491,3.69097032070697,4.70678593697761,4.09116996491821,3.64978825449899,4.22000979623463,4.58361792797036,4.76338085271425,4.46673848967013,4.41460580249721,5.74984829385953,5.90545438594773,6.1911813042894,6.04046400047996,6.19940138793622,5.80137737762484,5.967797212452,6.13064689688263,6.40031523336844,5.50711682937601,5.91060039424771,5.66349629575937,6.27815089539676,6.27583858278869,4.9699383105618,5.2253046587091,6.22908746023526,6.52299431357392,4.55048570374909,6.70445807499915,6.40243956885207,6.49267543751111,6.13339851817602,6.4271493126713,5.34664173773633,5.56545572205058,5.76225371492305,5.57016331974737,5.8401666032914,4.15064841253304,4.81579311554108,4.27473082042863,4.50387888823456,5.59443164380547,5.31255853040747,4.56866149186056,4.19662508967519,4.53532251235026,4.97212222577076,4.08927879257723,6.11742270698945,4.73205292274151,6.04403676114447,6.53307967957545,6.10521893845946,5.81556220450106
