,CD4-EM_H-1,CD4-EM_H-10,CD4-EM_H-11,CD4-EM_H-13,CD4-EM_H-16,CD4-EM_H-18,CD4-EM_H-23,CD4-EM_H-25,CD4-EM_H-26,CD4-EM_H-27,CD4-EM_H-33,CD4-EM_H-36,CD4-EM_H-37,CD4-EM_H-4,CD4-EM_H-40,CD4-EM_H-43,CD4-EM_H-45,CD4-EM_H-49,CD4-EM_H-55,CD4-EM_H-56,CD4-EM_H-57,CD4-EM_H-59,CD4-EM_H-61,CD4-EM_H-62,CD4-EM_H-63,CD4-EM_H-64,CD4-EM_H-65,CD4-EM_H-66,CD4-EM_H-68,CD4-EM_H-69,CD4-EM_H-7,CD4-EM_T1D-1,CD4-EM_T1D-102,CD4-EM_T1D-104,CD4-EM_T1D-106,CD4-EM_T1D-118,CD4-EM_T1D-12,CD4-EM_T1D-121,CD4-EM_T1D-124,CD4-EM_T1D-127,CD4-EM_T1D-129,CD4-EM_T1D-132,CD4-EM_T1D-135,CD4-EM_T1D-137,CD4-EM_T1D-139,CD4-EM_T1D-14,CD4-EM_T1D-140,CD4-EM_T1D-141,CD4-EM_T1D-142,CD4-EM_T1D-15,CD4-EM_T1D-153,CD4-EM_T1D-156,CD4-EM_T1D-158,CD4-EM_T1D-170,CD4-EM_T1D-174,CD4-EM_T1D-2,CD4-EM_T1D-21,CD4-EM_T1D-25,CD4-EM_T1D-28,CD4-EM_T1D-29,CD4-EM_T1D-37,CD4-EM_T1D-39,CD4-EM_T1D-42,CD4-EM_T1D-44,CD4-EM_T1D-52,CD4-EM_T1D-61,CD4-EM_T1D-73,CD4-EM_T1D-79,CD4-EM_T1D-8,CD4-EM_T1D-82,CD4-EM_T1D-86,CD4-EM_T1D-87,CD4-EM_T1D-88,CD4-EM_T1D-93,CD4-EM_T1D-96,CD4-EM_T1D-97,CD4-EM_T1D-98
CES4A,2.70867006399072,3.39120272856498,3.01203424014316,2.27467163364597,2.98075711643699,3.37591416792591,2.97536257638752,2.89028060720336,3.5857137483816,3.0794732217572,2.27467163364597,3.32061211050367,3.61424626286924,3.11796815850256,3.64965328955224,3.04431378769806,3.29937813944479,2.27467163364597,3.82511985250864,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.97382124772483,3.75665947159162,3.43816675301024,4.02573363688685,3.35828851088675,3.86738570113901,2.99281596986483,3.49802824454929,4.1846035718269,4.03463636241438,3.49805956890671,3.94733826490767,3.57893085782904,3.81037257106164,3.46622399885638,3.28857354798905,3.6480198139905,3.79521139191015,2.27467163364597,2.27467163364597,4.68380248061459,4.02306532338971,3.79621624210039,3.62274756650622,3.71660561901147,3.25292010253998,3.25334468934555,2.96395971434525,3.28517362311287,2.98603114422258,3.00126863453343,2.93032465486561,3.14491482862959,2.95012459496036,3.19209900966242,3.02337316448913,3.11072644179812,3.35430176395256,3.36610460772821,3.26353558283439,3.78586605149049,3.7588972372416,3.07403674037517,3.73861918938971,4.11866047701504,3.69279005372284,3.01631291810623
ITPA,3.66507690816211,4.29678790544136,3.78588989148271,3.90986405528213,3.84322330924005,3.99081122402202,4.64611746709964,4.26242014196839,4.5370999257748,4.13918984798509,4.76969608341708,4.29602523608866,3.88928942987613,4.01499199098947,3.89455439139479,3.57874325505625,4.10667916792976,4.55482326647922,5.56792944609135,4.57030574142303,3.93102759059387,3.83261006753536,4.06108395128006,4.11003864286621,3.71585306498717,4.25672277802848,3.51930644465487,4.87015176654339,3.71549852954349,3.94721705533049,3.91435232272312,5.53334778076793,4.75923625953577,5.34417901834384,5.44185655983345,4.95528001524575,4.82973679557425,4.85376046177002,5.30178777493028,5.47322952987242,4.73602181941072,5.50766577984415,4.77839423182828,4.74781285371534,4.8556144244372,4.2668784500078,5.02636047039502,5.36073128224122,2.27467163364597,3.89898854825568,5.48278236487585,5.68168089331304,5.19262471648093,5.25282052866637,5.22499040094188,4.4393796612384,4.56854580580698,5.26064775756588,5.12806393695588,5.09606141492539,5.33762455097734,4.17301954470668,4.75254250320841,3.7356331208607,4.63965091672119,4.35978761870384,4.3374828915834,4.31129583677867,4.08862382923923,5.07915184389736,4.94080362493027,5.06312025621601,4.37436712706033,5.40178318260473,5.55938587152275,5.20540394430016,5.07986179312747
ADK,3.97136371364333,4.29678790544136,4.22991167004876,4.8175252951198,4.25496631937794,4.51453894414064,4.95606652005689,4.33227868387957,4.96236373349997,3.91443613963437,4.92020814647014,4.6877532551005,4.20885391927524,4.17126658522877,4.32301403878603,4.19113512482532,4.50106105238924,3.67665530467013,5.23828227685282,4.57030574142303,3.47625421703472,3.20242543493773,4.06108395128006,3.68864277795837,4.09116996491821,3.93086618360234,3.51930644465487,3.93298139475581,3.31375681733057,3.40298867746828,4.03193846358922,5.34595763191574,5.22043208531907,5.43764226710348,5.34227250284081,5.13324214986429,5.11712571042707,4.85376046177002,4.9754289228319,5.24803719091636,4.73602181941072,5.32102360478219,4.86726067744197,4.74781285371534,4.89965794575253,4.4520466263664,4.28577213737786,5.20226353117452,2.27467163364597,4.62153949232697,5.30630893589669,5.08973791091852,4.83408352937535,4.94084776217973,5.30503414640651,4.68467104794007,5.1548288161709,4.61364148446635,4.6325992249424,5.04340220872142,4.56887412798448,4.58201931926822,5.14274643335478,4.26785827171429,5.14248130613058,4.7805119614935,4.45817069579133,4.51389268346368,4.17484961967297,5.17849794920485,5.36030767840658,5.50761672338332,4.44703350971102,4.78202550620091,5.41218292405802,4.4084170653784,5.36225059019608
DCXR,3.87807952776143,4.51524156640794,4.11872974495406,4.88850674133277,3.79762698086005,4.69695582407848,5.38230582175788,4.39853434437616,4.35874081104048,4.81569277652871,5.6722730709262,4.59191402509654,4.1113392340289,4.43536219135429,4.75966124634948,3.76510498806419,4.41321401222855,4.55482326647922,5.90290172918206,4.10236152216038,3.72709121299865,4.23160750187151,3.69097032070697,4.25352960913856,3.3140220412841,3.79905353025815,4.32180393072312,4.70562898302421,3.31375681733057,4.05030991821341,4.41460580249721,6.25217710390501,5.28431430348493,6.17781925930313,5.85561480865444,5.37003403405762,5.86379366852864,5.7140162970199,5.18818922686287,6.21880507652632,5.09719211034596,5.91060039424771,4.86726067744197,5.50092885479812,5.62557379746385,4.12656217789508,5.69378773242362,6.05653714500578,2.27467163364597,4.47540279758959,6.77321928535474,6.20010049908115,5.86898132869807,5.86602322747697,5.99795408770567,5.31865598980152,5.7331717210372,5.87805589548395,4.84000911027244,5.28875568667697,4.88604007895945,4.29803423970569,5.1800046746743,4.76445618669519,4.55594207561509,4.22025475267142,3.8853192685001,4.98401851661407,4.33133564686305,5.17849794920485,5.13626454762899,5.46206943910082,4.41120770379055,5.96223219589748,6.53307967957545,5.93553807845846,6.53026729698283
UCP2,4.05786954063689,4.70256045676259,4.55695458652978,4.48909549333866,4.63787890022404,5.53783419258208,5.25418928028112,4.57923541622467,5.34928875049951,5.48204942355336,5.644262393868,4.29602523608866,4.96957009464948,4.31011648177075,5.20139665935821,4.50776061487787,4.80378616128366,4.70444816507415,7.51611076634053,5.66869776107089,4.02100757943589,4.53379886695284,4.77287061551379,4.11003864286621,4.71511808526286,3.79905353025815,5.31223225388141,5.14963534505053,5.2435805150215,4.39360346479084,4.89479692883186,7.10479537575481,6.8858127981684,7.4747466526866,7.23961278128214,7.48756604553573,5.83292794257292,6.02769109275133,6.75996597009786,7.31069167703851,6.39019671803183,7.86433624171118,5.80233844915967,6.25930158163664,5.98747307058455,4.1986804125762,6.32694033854448,7.61767954732553,2.27467163364597,4.68900221580914,8.21672936714186,7.7420498355206,7.63197940676678,7.03574295071214,8.03688240109096,5.71084393869143,6.06965025577162,5.73176587162787,5.12806393695588,6.21311472610431,5.67848412907013,5.12656410511075,5.21629171331952,4.76445618669519,5.53203841512472,5.08166756075952,4.76544057523525,5.22648264192729,4.53532251235026,6.14578139980827,5.87499241130127,7.13815087806902,5.79394628803928,7.24007352752253,8.25819114573734,6.9769213494991,6.97531168005947
UHRF1BP1L,4.77360024919697,4.51524156640794,5.03840675133253,4.8175252951198,5.27170411311535,4.82691794626664,3.91768543814697,4.63436972699251,4.87870938843448,5.29328005350014,4.53875002728888,4.96555245819509,4.46317817804267,4.84329400034281,4.46981558175983,5.16252477540282,4.58341038515867,4.83908992932631,3.97271761757255,5.07887890196612,4.78087820203916,5.1678865297737,4.67790202532627,4.76929193101313,5.24417455565624,5.13241440503447,5.11003494375858,4.58361792797036,4.76338085271425,4.72446469081015,4.83581804258932,4.14039045306101,3.9686025996118,4.14954136398344,3.5874782972192,3.90694065804411,4.18440914949253,4.24765222028284,3.90394016381316,4.27192631239297,4.2405373472358,3.48865788892992,4.21512415185248,4.50423499715022,4.00723016698976,4.75875256601141,4.28577213737786,4.21044391647659,2.27467163364597,4.55048570374909,3.69490727078897,3.18802628329374,3.79621624210039,3.62274756650622,3.84250499530811,4.38431897174929,4.03051832788721,4.38839607445918,4.6325992249424,4.60414605139589,4.25607048171736,4.54970487351914,4.59290309133122,4.57394773217754,4.59845401139146,5.11977951810237,4.3374828915834,5.1697198868908,5.05190956579671,4.25459785169876,4.86895419089454,4.24187052759455,4.96718436323797,3.73861918938971,3.84584315762191,3.84596104031142,4.12837506457444
CDK5RAP1,5.98035370870214,5.90813522056053,6.2084878799144,5.98214624495996,6.23239541658502,5.77661584223324,6.2864423094963,5.91351963792354,6.11356588005817,5.9684562506448,5.87843212908368,5.79397437874933,5.78599023089849,5.8301598208096,5.55723955813772,5.87361005719678,6.3787958922141,6.10067633760583,5.06915053467507,5.85834463004682,5.64659899004955,5.66206133168092,6.05661623470704,6.35898164095633,6.15789937798336,5.72994943122079,6.00486802228758,6.55394479721606,6.22648143629216,6.30234319241868,5.85659690764707,5.53334778076793,5.00904500252216,4.75035207972491,4.85260281124455,5.17805671775778,5.00925760388485,4.93267890233369,4.82997467864022,5.1764307782156,5.19923491959542,4.85045880425896,5.1395236009763,5.29215302420351,5.51856948570425,5.84319910859716,4.87579296304524,5.02342859238866,2.27467163364597,6.23256682259477,5.02990613016693,4.74692835760494,4.72759545476164,5.53646829527774,5.00208225336873,5.40099215886086,4.83396189335839,5.42305917343964,5.71430547835616,5.60922031504653,5.93824813526989,5.93423437571914,5.84195160065389,5.93414879493951,5.61463200970517,5.89440856110436,6.53881099354115,6.40303880216119,5.63995430179021,5.07915184389736,5.80117373617882,4.67405730753778,5.69757708878932,4.78202550620091,4.40826774116845,4.4084170653784,5.05110329849531
PECR,2.88616731562536,2.27467163364597,2.79887099702748,2.27467163364597,2.68502642667945,2.77666982319882,2.97536257638752,3.32565152240777,2.8769874791116,2.27467163364597,2.27467163364597,2.75058134548635,2.96225439621063,2.76613040967901,3.02913723612382,2.27467163364597,3.00669768842949,2.27467163364597,3.74354467250279,2.27467163364597,2.27467163364597,2.27467163364597,3.44566382409592,3.11228271453221,2.88327913581471,2.98146480772483,2.27467163364597,2.93086270975794,3.31375681733057,2.27467163364597,2.27467163364597,3.75665947159162,3.56735928817429,4.14954136398344,3.85792198370403,3.42800276229611,3.9553194572061,3.41185063544763,3.79341957278388,4.53208956895474,3.49805956890671,4.53615896917761,3.29810847094428,3.9219029945139,3.71525409385832,2.27467163364597,2.85287159708643,3.89066882540695,2.27467163364597,3.45193427817949,3.44899557130614,4.11695895379656,4.61197591238144,4.27563101103889,4.15485144979844,3.07836542983305,2.97320021696066,3.44738746286037,2.99635241498497,3.27099103237143,2.7911383672788,3.07433165394055,2.89461743940631,2.95012459496036,3.19209900966242,2.7101466301307,2.27467163364597,3.58274504762093,2.27467163364597,3.47472739707261,3.5972590291895,4.24187052759455,2.27467163364597,3.48602765972221,3.486036011583,3.69279005372284,3.79410666549736
STX12,4.97427845942858,5.22808164658925,5.64096268225189,5.40247655979103,5.16289719832986,5.08072494329942,5.67596474806229,5.3037173885443,4.92117456100061,4.81569277652871,5.09820539248696,5.08583529303578,5.11961256657935,5.17977578807708,4.96653694732947,5.32611234694018,5.48517752918538,5.27491568723351,4.61059097133099,5.15404250640631,5.5392783364949,5.72039462127552,5.81756505786656,5.43443214624678,5.57414237601942,5.52031946201673,6.16824622737926,6.0069430862576,5.51899794305499,5.69432413341061,5.2037594317301,4.87313801572872,4.80417790407783,3.8877583797962,4.69705950169408,4.32961373563914,4.54615891032182,4.64957208977976,4.72359545912154,4.93635476245027,4.83564183361723,4.64929732216807,4.58093654490979,4.95409054851988,4.76301146680753,4.93023017073582,5.02636047039502,4.62771730527199,2.27467163364597,5.61245247050944,5.02990613016693,4.63070964247308,4.72759545476164,4.34582808933245,4.47742602519688,4.54300408723218,4.03051832788721,4.30375838575725,4.90265339542552,4.87215878490736,4.88604007895945,4.73280819515523,5.1800046746743,5.33715194602586,4.82859118497856,5.06221107592828,5.29124991339094,5.33352206247087,5.05190956579671,5.35817872687082,4.86895419089454,4.35106020630625,5.95723778935345,4.22271405366454,3.73862903799671,4.65578419164626,4.60905281289504
PPDPF,8.19186171346473,8.55509206503248,7.90009391476817,8.28040191310905,8.35088260855015,8.52684585397437,8.47774440390664,8.21303787850713,8.31139052691148,8.6121361341085,8.66535929208316,8.54940502309912,8.31626941227454,8.7662754948414,8.28307185035277,8.63954121924244,8.25210252084179,8.33692400673875,9.41319215706157,8.89141431474266,7.34347169783865,8.16544769429688,7.58016346130199,7.27001047230117,7.68183593886464,7.12762832344709,7.9033230508373,7.16939937932775,7.66876287974975,7.54717139259871,8.66099354919002,9.22477816998691,9.44714373111851,9.85761880103593,9.45811834618159,9.49932453880699,8.98458976180989,9.41199415743429,9.31391533755513,9.20744576057854,9.06417365547457,9.04765053756538,8.7518432180719,8.94919807277193,8.85972452541055,8.43705421897438,8.83367497152883,9.57856759238773,6.52299431357392,8.0741462487694,9.91408005393504,9.58226368029012,9.32405259416863,8.97914539437655,9.42168187630607,8.94909301739761,9.07834565055315,8.76912372987655,8.11826635514855,8.80283921445174,8.62143907626357,8.13474072789206,8.71024570892758,8.20873005827732,8.45501908391881,8.4816033713997,8.34620826560159,8.42272313006023,8.5527701193161,9.16041176494655,9.28620761368821,9.12075991605668,8.17991987635408,9.49248582374455,9.47611486688432,9.65008853432367,9.70017679051479
TRAPPC6A,4.01539247975762,4.44641672603994,3.93044167838681,3.90986405528213,3.97013648971223,4.91683604946221,4.49893338166113,4.7382639201457,5.49504730464114,4.81569277652871,4.25862372641177,4.99046277440866,5.11961256657935,5.46929277216588,5.67772324736427,4.90929269535076,4.21731105290172,4.38611113705648,6.5565966571758,5.25968134175629,3.13623053720799,3.56590683813212,3.69097032070697,4.15972290155559,4.09116996491821,3.26471288280967,4.32180393072312,3.93298139475581,4.24203216528348,3.70893348780344,4.32920786603956,6.50986688379422,6.50457456856007,6.79968034097546,6.50699686473455,6.56885104551804,6.26097316741358,5.8924356777508,6.65146491852558,6.56139958027485,5.7091982746563,6.67379889396666,5.73461480519013,5.84384481307046,6.17439591800033,4.39322200886828,5.55424172388244,6.85202903464091,2.27467163364597,3.76929008814198,7.1283661295033,6.57971372348322,6.77827087570491,6.30963596250017,6.69973086591724,5.57621636341254,6.06965025577162,6.40645312990772,5.57016331974737,5.77792573052507,4.56887412798448,4.73280819515523,4.64825441154145,3.7356331208607,5.19753313223128,5.24549843654525,4.76544057523525,3.35430176395256,4.91641925876179,5.22563074914703,4.71278208025427,6.30834274852148,4.37436712706033,6.36332888486093,7.03961330905528,6.53893219998105,6.46753833938797
MAP2K6,2.27467163364597,2.27467163364597,2.79887099702748,2.27467163364597,2.27467163364597,3.13571450504736,2.97536257638752,2.27467163364597,2.8769874791116,3.25425249289655,3.17423941560036,2.94472668072312,2.96225439621063,2.76613040967901,3.19364941983485,3.04431378769806,2.27467163364597,2.27467163364597,4.04014259063909,2.88745378590624,2.27467163364597,2.27467163364597,3.11372989361421,2.76275640360888,3.3140220412841,2.27467163364597,2.27467163364597,2.93086270975794,3.31375681733057,2.27467163364597,3.25419917664354,4.14039045306101,4.0503562354239,4.41426216912745,3.77490109236063,4.01821463460628,3.67072537023253,3.65097593785889,3.79341957278388,4.69819975506681,3.75280276407595,4.41242167678494,3.69456511500648,3.81037257106164,3.46622399885638,3.10802680223995,2.85287159708643,4.13798854762896,2.27467163364597,2.27467163364597,3.44899557130614,4.28579098059296,4.61197591238144,4.53613186956059,4.40403846831552,3.82695569520736,4.3276086111554,3.44738746286037,3.50052203745116,3.65821657668603,3.00126863453343,3.07433165394055,2.89461743940631,2.27467163364597,3.55195509195839,3.02337316448913,2.27467163364597,2.27467163364597,2.91468448625594,2.27467163364597,3.05571634490207,3.99001414889089,3.29829233550798,4.06314362357698,4.27169644125167,3.84596104031142,4.39091715473874
CD37,7.69813383162244,8.11171704205115,7.53320849639188,7.78821155376082,7.71276485390538,7.87321629036654,7.28722415485956,8.05212901178544,7.95614679701674,8.08078058048338,7.36616055746707,8.07939465087598,8.12108627145705,8.08800338416027,8.07060566625582,8.13099561442259,7.24861811063748,7.47193262756087,8.53513498571321,8.30884855628768,6.91388967307041,7.64451206958997,7.03015139793352,6.46355437393995,7.20562527585581,6.6191250741905,6.95887962973633,7.66578860134555,7.70547170814342,7.08885487860386,7.9424160563198,8.4412536185294,8.20578926617786,8.64362261928355,8.34109794611606,8.61946349722793,8.34057909897537,8.17066881888199,8.62753794265329,8.25001419338521,8.10266888080056,8.3554331214297,8.33423998802817,8.56939948038312,8.3318498777638,7.86834295810526,8.06583918281157,8.56322163220004,8.00679572564626,7.61245968197001,8.48573485259522,8.67465569558513,8.44243823857413,8.31891790435841,8.55478677049397,7.91581191796182,8.0063354612335,8.0987900845824,8.16252548678286,8.08372405350024,7.82298019655971,7.62311764807973,7.84588069100015,7.35758363604496,8.19759340722329,8.24432837198015,7.21155284663174,7.8157988934554,7.66651623838512,8.00338051562123,8.04385261646993,8.32739870280125,8.05041216559157,8.34633379713285,8.78731507772108,8.39881178846784,8.24655020396191
CTDSPL2,5.92872116551782,6.27424142735605,6.35281786376598,6.39296210836055,6.41736386315672,5.88245423269566,6.12665960930927,6.18718535922879,6.16633202231003,6.00383148319885,6.21831919607353,6.1385364855322,6.10226661977477,5.87295661311541,5.49291337343563,6.06916380674694,6.50583801022022,6.20142684031364,5.12784484301923,5.88036533697231,6.06825820380934,5.93236476983647,6.6965822651308,6.31898016824771,6.40195564640872,6.14889225210819,6.40486397157743,6.37019026409875,6.0656604825149,6.53072066700932,5.96831660588901,5.69874570858755,5.22043208531907,5.13615595048402,5.55717947539361,5.1179769268566,5.16806711656714,5.38635256265724,5.83943805056323,5.28250840607035,5.50711682937601,4.41242167678494,5.75755010704455,5.59475188155984,5.905261331951,5.96396882625337,5.3993786186596,5.44786967679626,6.52299431357392,5.64585501394738,4.68380248061459,5.32817735582551,5.47742809325282,5.25282052866637,5.22499040094188,5.42739867519709,5.88314106224734,5.70060855393762,5.87604949775587,5.98480825171831,5.8142920741744,6.30428179967286,6.45025727652403,6.33415245685878,6.05878970422052,6.23099847526768,6.25194340565819,5.57007763820325,5.7747058245585,5.69413838991124,5.94517024667086,5.28992488722183,6.22678942146064,5.35946638372396,4.74902423700035,5.5981870228225,5.33881113544833
FYB,6.23934389940044,6.21607905872831,6.23357634686771,6.57179161999425,6.46978616010773,6.57354606317344,7.06668741360473,6.41678890128985,6.54364262504023,6.61901617373383,6.69614525806476,7.19579883997167,6.87043431863999,6.57913978908349,6.78558228653121,5.94181941652419,6.23938458286845,6.20142684031364,8.68154984865906,6.58918247038999,5.51112422155146,6.24106930828586,5.68106495413374,5.54344628472619,5.62663976577515,5.59370191973029,6.21880277338071,6.09601422032786,6.45989081110558,6.20380366171235,6.60745535473785,8.72071037841446,8.46511265450714,8.81455121214072,8.46015990185463,8.28429538315348,7.85245822053466,7.51245930057774,8.21219104179409,9.12337403786742,7.43174960111109,8.7699535138122,7.99445476825978,8.43361610745664,7.98416907503848,6.29033177160343,7.32884633852808,8.87136513436825,2.27467163364597,6.49186988259205,8.86689764666027,9.01379031699255,8.80797797284546,8.61808680026642,8.4503778519379,7.24848295443541,8.01926235890781,7.60125417392461,7.55136025648585,7.00385856123039,7.21591908281289,6.92877518844584,7.40286865481433,6.61493462585567,7.33965222826918,7.04073523833032,5.93301877325649,6.45078691990614,5.9211580826578,7.59940070061722,7.24734186333109,8.53733679495021,6.74819483713685,8.32207785356683,8.57794338955356,8.44147671906258,8.59762172922895
RHBDD2,8.20486738729597,7.77292909310698,8.08309823714986,7.79720880512865,7.68538752469768,7.63616757227703,7.82072777946496,7.66374527610816,7.70703886095717,7.47558248348157,7.9058926465444,7.88223217434953,7.37806656796726,7.83559739339318,8.05232209071588,7.68346582415564,8.24000349394802,7.41036471617424,6.37797132486165,7.23291364454203,7.83428124034511,6.94710416390967,7.82484950562678,7.73536336750396,7.71823654842958,7.11533789421034,7.27690662647148,7.70858485481576,7.02284072772617,7.59445465362388,7.66595066378148,6.65018786911985,6.5692529236651,6.75550210575587,6.44895501833801,6.90669891472357,6.94622029558298,6.74224559612712,6.77297008936486,5.92705629758065,6.9394948336747,5.50766577984415,6.8274200495437,6.11990731558527,6.56992000227142,7.59851878369433,7.12390585009552,5.9812230401356,6.52299431357392,8.08021121147209,6.47589388343412,6.0763464546547,6.13569060785394,6.35853688559748,6.6850521975519,7.41418828724778,7.02011501940727,6.8632328822678,6.90101526555998,7.41282065985917,7.46674853326766,7.3311413302394,7.42590761558778,7.6493031521502,7.32149848753729,7.40862898889058,7.83592803966614,8.0031143870936,8.01328254352554,7.45127641786995,7.56797510532565,6.01146067678469,8.04764415674441,6.70166443918807,6.82593065402559,6.75773610272807,6.73932752260213
CRIP1P4,3.47216485259297,3.39120272856498,3.17302974253363,2.27467163364597,3.26373970401858,4.5905282349854,3.91768543814697,3.73138993660644,3.70186500501441,2.84739184029674,3.36799607240089,3.65556298468727,4.8596097741525,3.76866966504256,3.64965328955224,3.04431378769806,3.51744037237992,3.96224001412815,4.38198866448356,3.320957406299,2.88834205275856,3.20242543493773,2.27467163364597,3.34645713395976,2.27467163364597,3.26471288280967,3.00783970032746,2.27467163364597,3.71549852954349,3.20347470403756,3.63566286821242,3.9639843754031,5.31519323160336,4.20708896483286,4.52113931297001,4.08705741282353,3.82189974788699,4.76999355435492,3.79341957278388,5.24803719091636,4.42729849742488,5.67246545822671,4.34887836047944,4.36325320026702,4.61099921761659,3.5670675742368,5.061563664457,5.02342859238866,2.27467163364597,2.96672587664717,4.58143461795213,5.00020542559277,4.61197591238144,4.98391528434843,4.24345360265163,4.85297012660295,5.24714758546004,4.68095525427729,3.96292052215482,3.27099103237143,4.52851392878412,3.75921244231127,3.48804523634347,4.0820963884313,3.6474218356348,3.47604831427747,3.11072644179812,3.76959328885955,3.99587185889165,4.04743953831164,3.78586605149049,4.67405730753778,3.07403674037517,5.31583356644446,4.40826774116845,4.57835212068836,4.39091715473874
MFNG,5.42987269558653,5.14624082090412,5.65968954204347,5.98214624495996,5.31586026506594,5.05472668301598,6.43016801270401,4.92481836654883,5.31822991893546,4.81569277652871,6.3274769012377,5.33801106226205,5.59684166258007,5.10907956009522,5.1741232689163,5.51819910921749,5.7492393992595,6.10067633760583,6.60814452876018,6.04525462123029,4.82817944013528,4.6622553519362,5.86029839273446,5.20953883806429,5.51961932628846,4.79660993291828,5.40332815747646,5.27073984393461,5.43305364958685,5.33031467730972,5.88535926067913,6.41857594500964,5.9254310374591,6.50091988549282,6.18996624733434,6.01676371353929,5.89400404300244,5.68446267680858,6.19017843581867,6.54748051735194,5.65688419904107,6.4813625406477,5.75755010704455,5.96542732791178,5.98747307058455,5.31464952087896,5.3993786186596,6.53524762592739,6.52299431357392,6.52790578786319,6.3908289078083,6.50183869149237,6.80393960882224,6.34242136234252,6.31707630571198,5.55247811121958,6.27841431182002,5.84997742396452,5.01995727775935,5.87029434051883,6.44508741574606,5.8725701188917,6.47997957681291,6.12585074839082,5.53203841512472,5.65902789913618,6.21982482250859,5.73437793100761,4.96308071523057,6.82626032634577,6.73908779490383,6.70699991766895,5.54743859353725,6.24171582921025,6.12768607461165,5.84246782011151,5.97495904314785
PHLPP2,3.13322014608735,3.39120272856498,3.30670109742234,3.03683493570436,3.40974356568826,3.72626424050788,3.25631974950423,3.13891362422026,3.90288018504673,3.82896034880716,3.36799607240089,3.65556298468727,3.23827775808155,3.4514303141201,3.64965328955224,3.57874325505625,3.84974871720337,3.96224001412815,3.45364773107605,3.83150963024931,4.32662511719162,3.56590683813212,4.06108395128006,3.88811572756774,3.71585306498717,3.79905353025815,4.10925988357408,3.69640735965052,3.71549852954349,4.31609719907192,3.63566286821242,3.15470890399398,2.86812036868762,3.32547447579152,3.04969067160084,3.14416896945027,3.49473291128305,3.21088488150474,3.17775787846537,3.62005729805441,3.28310697660747,3.48865788892992,3.44870598968547,3.1884164482466,3.59815737267306,3.10802680223995,3.26339605430987,2.87207622704474,2.27467163364597,3.2444342102669,3.11617848370221,2.27467163364597,3.17951491732195,3.48864143758671,2.27467163364597,3.52264368861385,3.63451424867945,2.96395971434525,3.28517362311287,2.98603114422258,3.60119707121922,3.29866412624471,3.62209377835085,3.59173472904247,3.32838745238109,3.54465790106027,3.6861391925109,3.58274504762093,3.36610460772821,2.27467163364597,3.05571634490207,3.57320939133791,2.93008087413828,2.78125481747792,3.14343454507346,3.00480673953638,2.80194521752174
RP11-553L6.5,3.02087101733128,2.92986460910007,3.01203424014316,2.27467163364597,3.53613545133937,3.47555330469798,3.91768543814697,3.47989808533361,3.45488517496934,3.39898054043758,3.66565962251911,3.58169960998597,2.96225439621063,3.54027178017623,3.96578641764018,3.57874325505625,2.27467163364597,3.2847385125757,4.16473505263531,3.320957406299,2.88834205275856,3.20242543493773,2.27467163364597,2.96171370493044,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,2.27467163364597,3.25419917664354,4.14039045306101,3.68210889050279,4.08919896259911,4.07655962899085,3.78395054313478,3.9553194572061,4.24765222028284,3.90394016381316,3.84603355122756,4.07983959611926,4.41242167678494,3.57893085782904,3.81037257106164,4.24171830231688,3.96823624685998,3.6480198139905,4.27895179601517,2.27467163364597,2.96672587664717,4.34934083714695,3.80975250905981,3.79621624210039,3.84910240732457,3.95593217943343,3.07836542983305,3.25334468934555,4.21311918050916,3.67723851068264,4.44687957064806,3.60119707121922,3.5548737170847,3.9465331095278,3.22156708131422,3.44663189088705,3.47604831427747,2.27467163364597,3.35430176395256,3.52565752070297,2.98060868512917,3.78586605149049,4.0579810749532,3.19392199171452,4.17176530734413,4.03442769772038,4.21283978392571,3.93930016447252
