,Accuracy,Specificity,Sensitivity
0,0.8666666666666667,0.75,0.9090909090909091
1,1.0,1.0,1.0
2,0.8666666666666667,0.6666666666666666,0.9166666666666666
3,0.8,0.625,1.0
4,0.9333333333333333,0.8,1.0
5,0.8666666666666667,0.7142857142857143,1.0
6,0.7333333333333333,0.4,0.9
7,0.8,0.625,1.0
8,0.8,0.6,0.9
9,0.8,0.8333333333333334,0.7777777777777778
10,0.8666666666666667,1.0,0.75
11,0.8666666666666667,0.7142857142857143,1.0
12,0.8,0.6666666666666666,1.0
13,0.9333333333333333,0.8333333333333334,1.0
14,0.7333333333333333,0.625,0.8571428571428571
15,0.8,0.6,0.9
16,0.6666666666666666,0.5555555555555556,0.8333333333333334
17,0.8,1.0,0.7272727272727273
18,0.7333333333333333,0.6,0.8
19,0.7333333333333333,0.5714285714285714,0.875
20,0.6,0.25,0.7272727272727273
21,0.9333333333333333,0.8571428571428571,1.0
22,0.6666666666666666,0.6666666666666666,0.6666666666666666
23,0.7333333333333333,0.6,0.8
24,0.8,0.7777777777777778,0.8333333333333334
25,0.9333333333333333,0.8,1.0
26,0.6666666666666666,0.625,0.7142857142857143
27,0.9333333333333333,1.0,0.8888888888888888
28,0.8,1.0,0.7272727272727273
29,0.8,0.6666666666666666,0.8333333333333334
30,0.8,0.7142857142857143,0.875
31,0.8,0.7142857142857143,0.875
32,0.9333333333333333,0.875,1.0
33,0.8666666666666667,0.8333333333333334,0.8888888888888888
34,0.7333333333333333,0.5,0.8888888888888888
35,0.7333333333333333,0.7142857142857143,0.75
36,0.6666666666666666,0.7,0.6
37,0.8666666666666667,0.8333333333333334,0.8888888888888888
38,0.7333333333333333,0.8333333333333334,0.6666666666666666
39,0.8666666666666667,0.875,0.8571428571428571
40,0.6666666666666666,0.6666666666666666,0.6666666666666666
41,0.8666666666666667,0.75,1.0
42,0.7333333333333333,0.6,0.8
43,0.8666666666666667,0.75,1.0
44,0.8666666666666667,0.875,0.8571428571428571
45,0.8,0.5,0.8461538461538461
46,0.7333333333333333,0.5555555555555556,1.0
47,0.9333333333333333,0.8888888888888888,1.0
48,0.6666666666666666,0.625,0.7142857142857143
49,0.6666666666666666,0.42857142857142855,0.875
50,0.7333333333333333,1.0,0.6
51,0.8,0.6666666666666666,0.8888888888888888
52,0.8666666666666667,0.8333333333333334,0.8888888888888888
53,0.8666666666666667,0.7142857142857143,1.0
54,0.8666666666666667,1.0,0.75
55,0.7333333333333333,0.5714285714285714,0.875
56,0.7333333333333333,0.8,0.7
57,0.9333333333333333,1.0,0.9090909090909091
58,0.8666666666666667,1.0,0.6
59,0.8666666666666667,1.0,0.7777777777777778
60,0.8666666666666667,0.8,1.0
61,0.7333333333333333,0.5714285714285714,0.875
62,0.7333333333333333,0.75,0.7272727272727273
63,0.9333333333333333,0.8333333333333334,1.0
64,0.8666666666666667,0.8571428571428571,0.875
65,0.8,0.8,0.8
66,0.8666666666666667,0.8,0.9
67,0.8666666666666667,0.6666666666666666,1.0
68,0.8666666666666667,0.75,1.0
69,0.6,0.5714285714285714,0.625
70,0.8666666666666667,0.8333333333333334,0.8888888888888888
71,0.8,0.75,0.8571428571428571
72,0.8,0.625,1.0
73,0.8666666666666667,1.0,0.6666666666666666
74,0.9333333333333333,1.0,0.9
75,0.8666666666666667,1.0,0.7777777777777778
76,0.5333333333333333,0.4,0.8
77,0.8666666666666667,0.8571428571428571,0.875
78,0.9333333333333333,1.0,0.9166666666666666
79,0.8,0.5,0.9090909090909091
80,0.8666666666666667,1.0,0.8
81,0.6666666666666666,0.7142857142857143,0.625
82,0.6,0.75,0.5454545454545454
83,0.9333333333333333,1.0,0.875
84,0.6,0.4,0.7
85,0.7333333333333333,0.6666666666666666,0.7777777777777778
86,0.7333333333333333,1.0,0.6
87,0.8666666666666667,0.8571428571428571,0.875
88,0.8666666666666667,0.7142857142857143,1.0
89,0.7333333333333333,0.625,0.8571428571428571
90,0.6,0.375,0.8571428571428571
91,0.7333333333333333,0.6666666666666666,0.7777777777777778
92,0.7333333333333333,0.6666666666666666,0.7777777777777778
93,0.8,0.8333333333333334,0.7777777777777778
94,0.8,0.3333333333333333,0.9166666666666666
95,0.6666666666666666,0.8333333333333334,0.5555555555555556
96,0.8,1.0,0.7
97,0.7333333333333333,0.5,1.0
98,0.6666666666666666,0.7777777777777778,0.5
99,0.7333333333333333,0.5,0.8181818181818182
100,0.7333333333333333,0.5,0.8181818181818182
101,0.6666666666666666,0.5,0.7777777777777778
102,0.8,0.8333333333333334,0.7777777777777778
103,0.8,0.625,1.0
104,0.6666666666666666,0.5,0.7272727272727273
105,0.6,0.4,0.7
106,0.8,0.6666666666666666,0.8888888888888888
107,0.7333333333333333,0.8571428571428571,0.625
108,1.0,1.0,1.0
109,0.6666666666666666,0.6,0.7
110,0.8,1.0,0.7272727272727273
111,0.8666666666666667,0.5,1.0
112,0.7333333333333333,0.5,0.8888888888888888
113,0.8666666666666667,0.6666666666666666,0.9166666666666666
114,0.7333333333333333,0.5714285714285714,0.875
115,0.8666666666666667,1.0,0.8461538461538461
116,0.6,0.625,0.5714285714285714
117,0.8666666666666667,1.0,0.7142857142857143
118,0.7333333333333333,0.75,0.7272727272727273
119,0.8666666666666667,0.8571428571428571,0.875
120,0.7333333333333333,0.6666666666666666,0.7777777777777778
121,0.8666666666666667,1.0,0.8181818181818182
122,0.9333333333333333,1.0,0.8888888888888888
123,0.7333333333333333,1.0,0.6363636363636364
124,0.8,0.8333333333333334,0.7777777777777778
125,0.8,0.7142857142857143,0.875
126,0.7333333333333333,0.6666666666666666,0.7777777777777778
127,0.8666666666666667,1.0,0.7777777777777778
128,0.6666666666666666,0.75,0.5714285714285714
129,0.6666666666666666,0.5555555555555556,0.8333333333333334
130,0.8666666666666667,0.8333333333333334,0.8888888888888888
131,0.8666666666666667,0.8333333333333334,0.8888888888888888
132,0.6666666666666666,0.6,0.7
133,0.8666666666666667,0.8,0.9
134,0.6666666666666666,0.5,0.7777777777777778
135,0.8,0.625,1.0
136,0.6666666666666666,0.6666666666666666,0.6666666666666666
137,0.8666666666666667,1.0,0.75
138,0.8666666666666667,0.5,1.0
139,0.6666666666666666,0.75,0.6363636363636364
140,0.7333333333333333,0.3333333333333333,0.8333333333333334
141,0.8666666666666667,0.6,1.0
142,0.8,0.7142857142857143,0.875
143,0.8,0.6,0.9
144,1.0,1.0,1.0
145,0.9333333333333333,1.0,0.8888888888888888
146,0.9333333333333333,0.8333333333333334,1.0
147,0.8,0.8333333333333334,0.7777777777777778
148,0.9333333333333333,0.8333333333333334,1.0
149,0.6666666666666666,0.6,0.7
150,0.7333333333333333,0.7,0.8
151,0.7333333333333333,0.75,0.7142857142857143
152,0.7333333333333333,0.8333333333333334,0.6666666666666666
153,0.7333333333333333,0.8333333333333334,0.6666666666666666
154,0.8,0.625,1.0
155,0.7333333333333333,1.0,0.6
156,0.5333333333333333,0.375,0.7142857142857143
157,0.8666666666666667,0.8333333333333334,0.8888888888888888
158,0.7333333333333333,1.0,0.6666666666666666
159,0.8,0.6666666666666666,0.8333333333333334
160,0.8,0.6666666666666666,0.8888888888888888
161,0.6666666666666666,0.3333333333333333,0.8888888888888888
162,0.7333333333333333,0.6,0.8
163,0.9333333333333333,1.0,0.875
164,0.6666666666666666,0.5714285714285714,0.75
165,0.8666666666666667,0.6666666666666666,1.0
166,0.8,0.8,0.8
167,0.7333333333333333,0.5,0.8181818181818182
168,0.8,0.7777777777777778,0.8333333333333334
169,0.7333333333333333,0.8333333333333334,0.6666666666666666
170,0.6,0.6666666666666666,0.5555555555555556
171,0.8,0.7142857142857143,0.875
172,0.7333333333333333,0.75,0.7272727272727273
173,0.8,0.3333333333333333,0.9166666666666666
174,0.7333333333333333,0.42857142857142855,1.0
175,0.7333333333333333,0.75,0.7272727272727273
176,0.8666666666666667,1.0,0.7777777777777778
177,0.9333333333333333,0.8,1.0
178,0.8,0.7777777777777778,0.8333333333333334
179,0.9333333333333333,1.0,0.9090909090909091
180,0.7333333333333333,0.625,0.8571428571428571
181,0.7333333333333333,0.5,0.8888888888888888
182,0.8,0.6666666666666666,1.0
183,0.6666666666666666,0.5714285714285714,0.75
184,0.8666666666666667,0.6666666666666666,1.0
185,0.8,0.8,0.8
186,0.7333333333333333,0.625,0.8571428571428571
187,0.6666666666666666,0.625,0.7142857142857143
188,0.8666666666666667,0.75,0.9090909090909091
189,0.8,0.6666666666666666,0.8888888888888888
190,0.8,0.5714285714285714,1.0
191,0.8,0.7142857142857143,0.875
192,0.7333333333333333,0.8333333333333334,0.6666666666666666
193,0.9333333333333333,1.0,0.8888888888888888
194,0.7333333333333333,0.25,0.9090909090909091
195,0.7333333333333333,0.3333333333333333,1.0
196,1.0,1.0,1.0
197,0.8666666666666667,0.8888888888888888,0.8333333333333334
198,0.9333333333333333,0.875,1.0
199,0.8666666666666667,0.8333333333333334,0.8888888888888888
